model,feature,importance,abs_importance
decision_tree_depth3,num__source_max_line_length_diff_abs,0.0,0.0
decision_tree_depth3,num__source_max_line_length_max,0.0,0.0
decision_tree_depth3,num__source_max_line_length_mean,0.0,0.0
decision_tree_depth3,num__source_max_line_length_gold_minus_loser,0.0,0.0
decision_tree_depth3,num__source_token_count_diff_abs,0.0,0.0
decision_tree_depth3,num__source_token_count_max,0.0,0.0
decision_tree_depth3,num__source_token_count_mean,0.0,0.0
decision_tree_depth3,num__source_token_count_gold_minus_loser,0.0,0.0
decision_tree_depth3,num__source_avg_token_length_diff_abs,0.0,0.0
decision_tree_depth3,num__source_avg_token_length_max,0.0,0.0
decision_tree_depth3,num__source_avg_token_length_mean,0.0,0.0
decision_tree_depth3,num__source_avg_token_length_gold_minus_loser,0.0,0.0
decision_tree_depth3,num__source_token_entropy_diff_abs,0.0,0.0
decision_tree_depth3,num__source_token_entropy_max,0.0,0.0
decision_tree_depth3,num__source_token_entropy_mean,0.0,0.0
decision_tree_depth3,num__source_token_entropy_gold_minus_loser,0.0,0.0
decision_tree_depth3,num__source_identifier_count_diff_abs,0.0,0.0
decision_tree_depth3,num__source_identifier_count_max,0.0,0.0
decision_tree_depth3,num__source_identifier_count_mean,0.0,0.0
decision_tree_depth3,num__source_identifier_count_gold_minus_loser,0.0,0.0
decision_tree_depth3,num__source_identifier_unique_count_diff_abs,0.0,0.0
decision_tree_depth3,num__source_identifier_unique_count_max,0.0,0.0
decision_tree_depth3,num__source_identifier_unique_count_mean,0.0,0.0
decision_tree_depth3,num__source_identifier_unique_count_gold_minus_loser,0.0,0.0
decision_tree_depth3,num__source_avg_identifier_length_diff_abs,0.0,0.0
decision_tree_depth3,num__source_avg_identifier_length_max,0.0,0.0
decision_tree_depth3,num__source_avg_identifier_length_mean,0.0,0.0
decision_tree_depth3,num__source_avg_identifier_length_gold_minus_loser,0.0,0.0
decision_tree_depth3,num__source_keyword_count_diff_abs,0.0,0.0
decision_tree_depth3,num__source_keyword_count_mean,0.0,0.0
decision_tree_depth3,num__source_operator_count_diff_abs,0.0,0.0
decision_tree_depth3,num__source_operator_count_max,0.0,0.0
decision_tree_depth3,num__source_operator_count_mean,0.0,0.0
decision_tree_depth3,num__source_operator_count_gold_minus_loser,0.0,0.0
decision_tree_depth3,num__source_literal_count_diff_abs,0.0,0.0
decision_tree_depth3,num__source_literal_count_max,0.0,0.0
decision_tree_depth3,num__source_literal_count_mean,0.0,0.0
decision_tree_depth3,num__source_indent_mean_diff_abs,0.0,0.0
decision_tree_depth3,num__source_indent_mean_max,0.0,0.0
decision_tree_depth3,num__source_indent_mean_mean,0.0,0.0
decision_tree_depth3,num__source_indent_mean_gold_minus_loser,0.0,0.0
decision_tree_depth3,num__source_indent_max_diff_abs,0.0,0.0
decision_tree_depth3,num__source_indent_max_max,0.0,0.0
decision_tree_depth3,num__source_indent_max_mean,0.0,0.0
decision_tree_depth3,num__source_indent_max_gold_minus_loser,0.0,0.0
decision_tree_depth3,num__source_indent_std_diff_abs,0.0,0.0
decision_tree_depth3,num__source_indent_std_max,0.0,0.0
decision_tree_depth3,num__source_indent_std_mean,0.0,0.0
decision_tree_depth3,num__source_indent_std_gold_minus_loser,0.0,0.0
decision_tree_depth3,num__source_nesting_mean_diff_abs,0.0,0.0
decision_tree_depth3,num__source_nesting_mean_max,0.0,0.0
decision_tree_depth3,num__source_nesting_mean_mean,0.0,0.0
decision_tree_depth3,num__source_nesting_mean_gold_minus_loser,0.0,0.0
decision_tree_depth3,num__source_nesting_max_diff_abs,0.0,0.0
decision_tree_depth3,num__source_nesting_max_max,0.0,0.0
decision_tree_depth3,num__source_nesting_max_mean,0.0,0.0
decision_tree_depth3,num__source_nesting_max_gold_minus_loser,0.0,0.0
decision_tree_depth3,num__source_cyclomatic_estimate_diff_abs,0.0,0.0
decision_tree_depth3,num__source_cyclomatic_estimate_max,0.0,0.0
decision_tree_depth3,num__source_cyclomatic_estimate_mean,0.0,0.0
decision_tree_depth3,num__source_cyclomatic_estimate_gold_minus_loser,0.0,0.0
decision_tree_depth3,num__source_halstead_distinct_operators_diff_abs,0.0,0.0
decision_tree_depth3,num__source_halstead_distinct_operators_max,0.0,0.0
decision_tree_depth3,num__source_halstead_distinct_operators_mean,0.0,0.0
decision_tree_depth3,num__source_halstead_distinct_operators_gold_minus_loser,0.0,0.0
decision_tree_depth3,num__source_halstead_distinct_operands_diff_abs,0.0,0.0
decision_tree_depth3,num__source_halstead_distinct_operands_max,0.0,0.0
decision_tree_depth3,num__source_halstead_distinct_operands_mean,0.0,0.0
decision_tree_depth3,num__source_halstead_distinct_operands_gold_minus_loser,0.0,0.0
decision_tree_depth3,num__source_halstead_vocabulary_diff_abs,0.0,0.0
decision_tree_depth3,num__source_halstead_vocabulary_max,0.0,0.0
decision_tree_depth3,num__source_halstead_vocabulary_mean,0.0,0.0
decision_tree_depth3,num__source_halstead_vocabulary_gold_minus_loser,0.0,0.0
decision_tree_depth3,num__source_halstead_length_diff_abs,0.0,0.0
decision_tree_depth3,num__source_halstead_length_max,0.0,0.0
decision_tree_depth3,num__source_halstead_length_mean,0.0,0.0
decision_tree_depth3,num__source_halstead_length_gold_minus_loser,0.0,0.0
decision_tree_depth3,num__source_halstead_volume_diff_abs,0.0,0.0
decision_tree_depth3,num__source_halstead_volume_max,0.0,0.0
decision_tree_depth3,num__source_halstead_volume_gold_minus_loser,0.0,0.0
decision_tree_depth3,num__source_brace_count_diff_abs,0.0,0.0
decision_tree_depth3,num__source_brace_count_max,0.0,0.0
decision_tree_depth3,num__source_brace_count_mean,0.0,0.0
decision_tree_depth3,num__source_brace_count_gold_minus_loser,0.0,0.0
decision_tree_depth3,num__source_parenthesis_count_diff_abs,0.0,0.0
decision_tree_depth3,num__source_parenthesis_count_max,0.0,0.0
decision_tree_depth3,num__source_parenthesis_count_mean,0.0,0.0
decision_tree_depth3,num__source_parenthesis_count_gold_minus_loser,0.0,0.0
decision_tree_depth3,num__source_method_like_count_diff_abs,0.0,0.0
decision_tree_depth3,num__source_method_like_count_max,0.0,0.0
decision_tree_depth3,num__source_method_like_count_mean,0.0,0.0
decision_tree_depth3,num__source_method_like_count_gold_minus_loser,0.0,0.0
decision_tree_depth3,num__source_if_count_diff_abs,0.0,0.0
decision_tree_depth3,num__source_if_count_max,0.0,0.0
decision_tree_depth3,num__source_if_count_mean,0.0,0.0
decision_tree_depth3,num__source_if_count_gold_minus_loser,0.0,0.0
decision_tree_depth3,num__source_for_count_diff_abs,0.0,0.0
decision_tree_depth3,num__source_for_count_max,0.0,0.0
decision_tree_depth3,num__source_for_count_mean,0.0,0.0
decision_tree_depth3,num__source_for_count_gold_minus_loser,0.0,0.0
decision_tree_depth3,num__source_while_count_diff_abs,0.0,0.0
decision_tree_depth3,num__source_while_count_max,0.0,0.0
decision_tree_depth3,num__source_while_count_mean,0.0,0.0
decision_tree_depth3,num__source_while_count_gold_minus_loser,0.0,0.0
decision_tree_depth3,num__source_switch_count_diff_abs,0.0,0.0
decision_tree_depth3,num__source_switch_count_max,0.0,0.0
decision_tree_depth3,num__source_switch_count_mean,0.0,0.0
decision_tree_depth3,num__source_switch_count_gold_minus_loser,0.0,0.0
decision_tree_depth3,num__source_try_count_diff_abs,0.0,0.0
decision_tree_depth3,num__source_try_count_max,0.0,0.0
decision_tree_depth3,num__source_try_count_mean,0.0,0.0
decision_tree_depth3,num__source_try_count_gold_minus_loser,0.0,0.0
decision_tree_depth3,num__source_catch_count_diff_abs,0.0,0.0
decision_tree_depth3,num__source_catch_count_max,0.0,0.0
decision_tree_depth3,num__source_catch_count_mean,0.0,0.0
decision_tree_depth3,num__source_catch_count_gold_minus_loser,0.0,0.0
decision_tree_depth3,num__source_exception_handling_count_diff_abs,0.0,0.0
decision_tree_depth3,num__source_exception_handling_count_max,0.0,0.0
decision_tree_depth3,num__source_exception_handling_count_mean,0.0,0.0
decision_tree_depth3,num__source_exception_handling_count_gold_minus_loser,0.0,0.0
decision_tree_depth3,num__source_api_call_count_diff_abs,0.0,0.0
decision_tree_depth3,num__source_api_call_count_max,0.0,0.0
decision_tree_depth3,num__source_api_call_count_mean,0.0,0.0
decision_tree_depth3,num__source_api_call_count_gold_minus_loser,0.0,0.0
decision_tree_depth3,num__source_line_length_std_diff_abs,0.0,0.0
decision_tree_depth3,num__source_line_length_std_max,0.0,0.0
decision_tree_depth3,num__source_line_length_std_mean,0.0,0.0
decision_tree_depth3,num__source_blank_line_count_diff_abs,0.0,0.0
decision_tree_depth3,num__source_blank_line_count_max,0.0,0.0
decision_tree_depth3,num__source_blank_line_count_mean,0.0,0.0
decision_tree_depth3,num__source_blank_line_count_gold_minus_loser,0.0,0.0
decision_tree_depth3,num__source_comment_line_count_diff_abs,0.0,0.0
decision_tree_depth3,num__source_comment_line_count_max,0.0,0.0
decision_tree_depth3,num__source_comment_line_count_mean,0.0,0.0
decision_tree_depth3,num__visual_image_width_diff_abs,0.0,0.0
decision_tree_depth3,num__visual_image_width_max,0.0,0.0
decision_tree_depth3,num__visual_image_width_mean,0.0,0.0
decision_tree_depth3,num__visual_image_width_gold_minus_loser,0.0,0.0
decision_tree_depth3,num__visual_image_height_diff_abs,0.0,0.0
decision_tree_depth3,num__visual_image_height_max,0.0,0.0
decision_tree_depth3,num__visual_image_height_mean,0.0,0.0
decision_tree_depth3,num__visual_image_height_gold_minus_loser,0.0,0.0
decision_tree_depth3,num__visual_aspect_ratio_diff_abs,0.0,0.0
decision_tree_depth3,num__visual_aspect_ratio_max,0.0,0.0
decision_tree_depth3,num__visual_aspect_ratio_mean,0.0,0.0
decision_tree_depth3,num__visual_aspect_ratio_gold_minus_loser,0.0,0.0
decision_tree_depth3,num__visual_non_background_pixel_density_diff_abs,0.0,0.0
decision_tree_depth3,num__visual_non_background_pixel_density_max,0.0,0.0
decision_tree_depth3,num__visual_non_background_pixel_density_mean,0.0,0.0
decision_tree_depth3,num__visual_non_background_pixel_density_gold_minus_loser,0.0,0.0
decision_tree_depth3,num__visual_code_bounding_box_width_diff_abs,0.0,0.0
decision_tree_depth3,num__visual_code_bounding_box_width_max,0.0,0.0
decision_tree_depth3,num__visual_code_bounding_box_width_mean,0.0,0.0
decision_tree_depth3,num__visual_code_bounding_box_width_gold_minus_loser,0.0,0.0
decision_tree_depth3,num__visual_code_bounding_box_height_diff_abs,0.0,0.0
decision_tree_depth3,num__visual_code_bounding_box_height_max,0.0,0.0
decision_tree_depth3,num__visual_code_bounding_box_height_mean,0.0,0.0
decision_tree_depth3,num__visual_code_bounding_box_height_gold_minus_loser,0.0,0.0
decision_tree_depth3,num__visual_code_bounding_box_area_ratio_diff_abs,0.0,0.0
decision_tree_depth3,num__visual_code_bounding_box_area_ratio_max,0.0,0.0
decision_tree_depth3,num__visual_code_bounding_box_area_ratio_mean,0.0,0.0
decision_tree_depth3,num__visual_code_bounding_box_area_ratio_gold_minus_loser,0.0,0.0
decision_tree_depth3,num__visual_left_margin_mean_diff_abs,0.0,0.0
decision_tree_depth3,num__visual_left_margin_mean_max,0.0,0.0
decision_tree_depth3,num__visual_left_margin_mean_mean,0.0,0.0
decision_tree_depth3,num__visual_left_margin_mean_gold_minus_loser,0.0,0.0
decision_tree_depth3,num__visual_left_margin_std_diff_abs,0.0,0.0
decision_tree_depth3,num__visual_left_margin_std_max,0.0,0.0
decision_tree_depth3,num__visual_left_margin_std_mean,0.0,0.0
decision_tree_depth3,num__visual_left_margin_std_gold_minus_loser,0.0,0.0
decision_tree_depth3,num__visual_left_margin_min_diff_abs,0.0,0.0
decision_tree_depth3,num__visual_left_margin_min_max,0.0,0.0
decision_tree_depth3,num__visual_left_margin_min_mean,0.0,0.0
decision_tree_depth3,num__visual_left_margin_min_gold_minus_loser,0.0,0.0
decision_tree_depth3,num__visual_left_margin_max_diff_abs,0.0,0.0
decision_tree_depth3,num__visual_left_margin_max_max,0.0,0.0
decision_tree_depth3,num__visual_left_margin_max_mean,0.0,0.0
decision_tree_depth3,num__visual_left_margin_max_gold_minus_loser,0.0,0.0
decision_tree_depth3,num__visual_indentation_depth_proxy_diff_abs,0.0,0.0
decision_tree_depth3,num__visual_indentation_depth_proxy_max,0.0,0.0
decision_tree_depth3,num__visual_indentation_depth_proxy_mean,0.0,0.0
decision_tree_depth3,num__visual_indentation_depth_proxy_gold_minus_loser,0.0,0.0
decision_tree_depth3,num__visual_horizontal_whitespace_ratio_diff_abs,0.0,0.0
decision_tree_depth3,num__visual_horizontal_whitespace_ratio_max,0.0,0.0
decision_tree_depth3,num__visual_horizontal_whitespace_ratio_mean,0.0,0.0
decision_tree_depth3,num__visual_horizontal_whitespace_ratio_gold_minus_loser,0.0,0.0
decision_tree_depth3,num__visual_vertical_whitespace_ratio_diff_abs,0.0,0.0
decision_tree_depth3,num__visual_vertical_whitespace_ratio_max,0.0,0.0
decision_tree_depth3,num__visual_vertical_whitespace_ratio_mean,0.0,0.0
decision_tree_depth3,num__visual_vertical_whitespace_ratio_gold_minus_loser,0.0,0.0
decision_tree_depth3,num__visual_number_of_visual_text_lines_diff_abs,0.0,0.0
decision_tree_depth3,num__visual_number_of_visual_text_lines_max,0.0,0.0
decision_tree_depth3,num__visual_number_of_visual_text_lines_mean,0.0,0.0
decision_tree_depth3,num__visual_number_of_visual_text_lines_gold_minus_loser,0.0,0.0
decision_tree_depth3,num__visual_estimated_line_height_diff_abs,0.0,0.0
decision_tree_depth3,num__visual_estimated_line_height_max,0.0,0.0
decision_tree_depth3,num__visual_estimated_line_height_mean,0.0,0.0
decision_tree_depth3,num__visual_estimated_line_height_gold_minus_loser,0.0,0.0
decision_tree_depth3,num__visual_line_spacing_mean_diff_abs,0.0,0.0
decision_tree_depth3,num__visual_line_spacing_mean_max,0.0,0.0
decision_tree_depth3,num__visual_line_spacing_mean_mean,0.0,0.0
decision_tree_depth3,num__visual_line_spacing_mean_gold_minus_loser,0.0,0.0
decision_tree_depth3,num__visual_line_length_mean_diff_abs,0.0,0.0
decision_tree_depth3,num__visual_line_length_mean_max,0.0,0.0
decision_tree_depth3,num__visual_line_length_mean_mean,0.0,0.0
decision_tree_depth3,num__visual_line_length_mean_gold_minus_loser,0.0,0.0
decision_tree_depth3,num__visual_line_length_max_diff_abs,0.0,0.0
decision_tree_depth3,num__visual_line_length_max_max,0.0,0.0
decision_tree_depth3,num__visual_line_length_max_mean,0.0,0.0
decision_tree_depth3,num__visual_line_length_max_gold_minus_loser,0.0,0.0
decision_tree_depth3,num__visual_line_length_std_diff_abs,0.0,0.0
decision_tree_depth3,num__visual_line_length_std_max,0.0,0.0
decision_tree_depth3,num__visual_line_length_std_mean,0.0,0.0
decision_tree_depth3,num__visual_line_length_std_gold_minus_loser,0.0,0.0
decision_tree_depth3,num__visual_dense_block_ratio_diff_abs,0.0,0.0
decision_tree_depth3,num__visual_dense_block_ratio_max,0.0,0.0
decision_tree_depth3,num__visual_dense_block_ratio_mean,0.0,0.0
decision_tree_depth3,num__visual_dense_block_ratio_gold_minus_loser,0.0,0.0
decision_tree_depth3,num__visual_empty_vertical_gap_count_diff_abs,0.0,0.0
decision_tree_depth3,num__visual_empty_vertical_gap_count_max,0.0,0.0
decision_tree_depth3,num__visual_empty_vertical_gap_count_mean,0.0,0.0
decision_tree_depth3,num__visual_empty_vertical_gap_count_gold_minus_loser,0.0,0.0
decision_tree_depth3,num__visual_color_diversity_diff_abs,0.0,0.0
decision_tree_depth3,num__visual_color_diversity_max,0.0,0.0
decision_tree_depth3,num__visual_color_diversity_mean,0.0,0.0
decision_tree_depth3,num__visual_color_diversity_gold_minus_loser,0.0,0.0
decision_tree_depth3,num__visual_contrast_score_diff_abs,0.0,0.0
decision_tree_depth3,num__visual_contrast_score_max,0.0,0.0
decision_tree_depth3,num__visual_contrast_score_mean,0.0,0.0
decision_tree_depth3,num__visual_clutter_score_diff_abs,0.0,0.0
decision_tree_depth3,num__visual_clutter_score_max,0.0,0.0
decision_tree_depth3,num__visual_clutter_score_mean,0.0,0.0
decision_tree_depth3,num__visual_clutter_score_gold_minus_loser,0.0,0.0
decision_tree_depth3,num__visual_error_diff_abs,0.0,0.0
decision_tree_depth3,num__visual_error_max,0.0,0.0
decision_tree_depth3,num__visual_error_mean,0.0,0.0
decision_tree_depth3,num__visual_error_gold_minus_loser,0.0,0.0
decision_tree_depth3,cat__difficulty_easy,0.0,0.0
decision_tree_depth3,cat__difficulty_hard,0.0,0.0
decision_tree_depth3,cat__difficulty_medium,0.0,0.0
gradient_boosting,num__source_literal_count_gold_minus_loser,0.049508474427310614,0.049508474427310614
gradient_boosting,num__source_comment_line_count_gold_minus_loser,0.04677907886490637,0.04677907886490637
gradient_boosting,num__source_avg_nonempty_line_length_gold_minus_loser,0.04295631337300639,0.04295631337300639
gradient_boosting,num__source_avg_token_length_max,0.041226135701413466,0.041226135701413466
gradient_boosting,num__visual_contrast_score_gold_minus_loser,0.030268008072080143,0.030268008072080143
gradient_boosting,num__visual_contrast_score_max,0.02806990366564755,0.02806990366564755
gradient_boosting,num__source_keyword_count_gold_minus_loser,0.027875584821509845,0.027875584821509845
gradient_boosting,num__source_halstead_volume_mean,0.027297310999567587,0.027297310999567587
gradient_boosting,num__source_parenthesis_count_gold_minus_loser,0.02551996763361056,0.02551996763361056
gradient_boosting,num__visual_non_background_pixel_density_max,0.021748506417759165,0.021748506417759165
gradient_boosting,num__source_blank_line_ratio_mean,0.01977079341969328,0.01977079341969328
gradient_boosting,num__visual_clutter_score_max,0.01775551780485871,0.01775551780485871
gradient_boosting,num__visual_aspect_ratio_gold_minus_loser,0.01612604884472785,0.01612604884472785
gradient_boosting,num__source_avg_token_length_gold_minus_loser,0.016020164665373374,0.016020164665373374
gradient_boosting,num__visual_horizontal_whitespace_ratio_gold_minus_loser,0.015704136635503192,0.015704136635503192
gradient_boosting,num__abs_human_score_gap,0.015286060056519175,0.015286060056519175
gradient_boosting,num__source_blank_line_count_max,0.015005919617478486,0.015005919617478486
gradient_boosting,num__source_cyclomatic_estimate_mean,0.014275325866143164,0.014275325866143164
gradient_boosting,num__source_avg_identifier_length_mean,0.013590895859230945,0.013590895859230945
gradient_boosting,num__source_keyword_count_max,0.01319604427292475,0.01319604427292475
gradient_boosting,num__source_indent_mean_gold_minus_loser,0.013009178970724664,0.013009178970724664
gradient_boosting,num__source_avg_identifier_length_gold_minus_loser,0.012284591053982044,0.012284591053982044
gradient_boosting,num__source_avg_identifier_length_max,0.012179545653727501,0.012179545653727501
gradient_boosting,num__source_blank_line_count_mean,0.010987521347042126,0.010987521347042126
gradient_boosting,num__source_indent_mean_mean,0.009867849391589568,0.009867849391589568
gradient_boosting,num__source_line_length_std_gold_minus_loser,0.009807811707819135,0.009807811707819135
gradient_boosting,num__visual_contrast_score_mean,0.009790967177912752,0.009790967177912752
gradient_boosting,num__source_avg_nonempty_line_length_mean,0.0091885057551212,0.0091885057551212
gradient_boosting,num__source_identifier_count_max,0.008598733982948631,0.008598733982948631
gradient_boosting,num__source_max_line_length_gold_minus_loser,0.008577729957982764,0.008577729957982764
gradient_boosting,num__source_identifier_unique_count_gold_minus_loser,0.008541687193379797,0.008541687193379797
gradient_boosting,num__source_switch_count_mean,0.0084506230845525,0.0084506230845525
gradient_boosting,num__visual_non_background_pixel_density_gold_minus_loser,0.00827886620443453,0.00827886620443453
gradient_boosting,num__source_blank_line_ratio_diff_abs,0.008175632350156857,0.008175632350156857
gradient_boosting,num__source_avg_line_length_mean,0.007840773097170116,0.007840773097170116
gradient_boosting,num__source_blank_line_ratio_max,0.007733659831364796,0.007733659831364796
gradient_boosting,num__visual_aspect_ratio_diff_abs,0.007497692758949483,0.007497692758949483
gradient_boosting,num__source_loc_nonempty_max,0.007496136963131087,0.007496136963131087
gradient_boosting,num__visual_clutter_score_mean,0.007448192781545376,0.007448192781545376
gradient_boosting,num__source_avg_line_length_diff_abs,0.0070856288376964,0.0070856288376964
gradient_boosting,num__source_identifier_unique_count_mean,0.007000497485408462,0.007000497485408462
gradient_boosting,num__source_for_count_gold_minus_loser,0.006877586874803709,0.006877586874803709
gradient_boosting,num__source_indent_std_diff_abs,0.006875309088340139,0.006875309088340139
gradient_boosting,num__source_nesting_mean_diff_abs,0.006845594354812587,0.006845594354812587
gradient_boosting,num__source_indent_max_gold_minus_loser,0.006838231047768987,0.006838231047768987
gradient_boosting,num__source_halstead_length_mean,0.00674488996678534,0.00674488996678534
gradient_boosting,num__source_try_count_gold_minus_loser,0.006558974924801709,0.006558974924801709
gradient_boosting,num__source_avg_token_length_diff_abs,0.006455614357133438,0.006455614357133438
gradient_boosting,num__source_nesting_mean_gold_minus_loser,0.006382328553896904,0.006382328553896904
gradient_boosting,num__source_parenthesis_count_mean,0.006378333505885395,0.006378333505885395
gradient_boosting,num__visual_horizontal_whitespace_ratio_mean,0.006342340295094665,0.006342340295094665
gradient_boosting,num__source_brace_count_gold_minus_loser,0.006291789967686999,0.006291789967686999
gradient_boosting,num__source_loc_nonempty_gold_minus_loser,0.005860605415470904,0.005860605415470904
gradient_boosting,num__source_switch_count_max,0.005716546144259194,0.005716546144259194
gradient_boosting,num__visual_aspect_ratio_mean,0.005606343585339592,0.005606343585339592
gradient_boosting,num__source_halstead_distinct_operands_max,0.00554365823739339,0.00554365823739339
gradient_boosting,num__visual_line_length_mean_diff_abs,0.00538109139678528,0.00538109139678528
gradient_boosting,num__source_brace_count_max,0.005188981417255146,0.005188981417255146
gradient_boosting,num__source_blank_line_count_gold_minus_loser,0.0050121308335623165,0.0050121308335623165
gradient_boosting,num__visual_contrast_score_diff_abs,0.005002311495162213,0.005002311495162213
gradient_boosting,num__source_blank_line_ratio_gold_minus_loser,0.004866139943870421,0.004866139943870421
gradient_boosting,num__visual_clutter_score_gold_minus_loser,0.00484639106438117,0.00484639106438117
gradient_boosting,num__source_token_entropy_max,0.004788152872382747,0.004788152872382747
gradient_boosting,num__source_halstead_volume_diff_abs,0.004741254139300597,0.004741254139300597
gradient_boosting,num__source_indent_mean_max,0.004464785563368794,0.004464785563368794
gradient_boosting,num__visual_aspect_ratio_max,0.004366853474146929,0.004366853474146929
gradient_boosting,num__source_if_count_mean,0.004108879607239283,0.004108879607239283
gradient_boosting,num__source_indent_std_mean,0.0039913931547937076,0.0039913931547937076
gradient_boosting,num__source_blank_line_count_diff_abs,0.003934517836226962,0.003934517836226962
gradient_boosting,num__source_api_call_count_gold_minus_loser,0.003872845106207902,0.003872845106207902
gradient_boosting,num__source_halstead_length_gold_minus_loser,0.0036711055209033036,0.0036711055209033036
gradient_boosting,num__source_line_length_std_max,0.0035366054404826234,0.0035366054404826234
gradient_boosting,num__source_token_count_diff_abs,0.0034465540363687705,0.0034465540363687705
gradient_boosting,num__source_identifier_unique_count_max,0.0034409756087007363,0.0034409756087007363
gradient_boosting,num__source_literal_count_mean,0.003419211571985374,0.003419211571985374
gradient_boosting,num__source_while_count_mean,0.0030751585206465334,0.0030751585206465334
gradient_boosting,num__source_halstead_volume_max,0.0030750984697000667,0.0030750984697000667
gradient_boosting,num__source_token_entropy_gold_minus_loser,0.003006336912557135,0.003006336912557135
gradient_boosting,num__source_method_like_count_gold_minus_loser,0.0030047377075858354,0.0030047377075858354
gradient_boosting,num__source_halstead_vocabulary_gold_minus_loser,0.0029730472020677353,0.0029730472020677353
gradient_boosting,num__source_nesting_max_gold_minus_loser,0.0029487000473974964,0.0029487000473974964
gradient_boosting,num__source_method_like_count_max,0.002926626395414974,0.002926626395414974
gradient_boosting,num__source_max_line_length_diff_abs,0.002909631670981524,0.002909631670981524
gradient_boosting,num__source_avg_line_length_max,0.0028943710614762444,0.0028943710614762444
gradient_boosting,num__rf_margin_abs,0.0028168696516265913,0.0028168696516265913
gradient_boosting,num__source_token_count_mean,0.002807158313175461,0.002807158313175461
gradient_boosting,num__visual_horizontal_whitespace_ratio_max,0.002777284148114805,0.002777284148114805
gradient_boosting,num__visual_color_diversity_gold_minus_loser,0.002757692198358167,0.002757692198358167
gradient_boosting,num__visual_line_length_max_diff_abs,0.002745360444168016,0.002745360444168016
gradient_boosting,num__source_api_call_count_mean,0.0027160749104266557,0.0027160749104266557
gradient_boosting,num__source_token_count_gold_minus_loser,0.0026945272687648398,0.0026945272687648398
gradient_boosting,num__visual_clutter_score_diff_abs,0.002677993385466586,0.002677993385466586
gradient_boosting,num__source_avg_token_length_mean,0.002650092418364771,0.002650092418364771
gradient_boosting,num__source_indent_mean_diff_abs,0.0026320506747921604,0.0026320506747921604
gradient_boosting,num__source_avg_nonempty_line_length_max,0.0026244796686633815,0.0026244796686633815
gradient_boosting,num__source_identifier_unique_count_diff_abs,0.0025555202335161473,0.0025555202335161473
gradient_boosting,num__source_halstead_distinct_operators_gold_minus_loser,0.002518337712763173,0.002518337712763173
gradient_boosting,num__source_keyword_count_diff_abs,0.0024799686166482875,0.0024799686166482875
gradient_boosting,num__source_avg_line_length_gold_minus_loser,0.0024303650919140786,0.0024303650919140786
gradient_boosting,num__source_token_entropy_mean,0.002397189131558522,0.002397189131558522
gradient_boosting,num__source_avg_identifier_length_diff_abs,0.0023961131729328413,0.0023961131729328413
gradient_boosting,num__source_loc_total_diff_abs,0.002230434135674663,0.002230434135674663
