rq0_id,language,source_sha256,token_stream_sha256
dorn_cuda_020,cuda,3b1e514930d083aa4fbead5f7ad0a74a18559be6cf5d27463dea46eb7f75965d,ea2705e2c2fffa8189d1c3fd927221ed3da97b9aa7fa3ee286557f617dca8da8
dorn_cuda_021,cuda,d431df5d89d5928d26b6e0ebb01126795011616b8b18375f3aca3f1d5fe7bb0e,ee12ea718e70fa8f17b0affd96ee697e68e314e8a9c4bb05336f0c7e329201c4
dorn_cuda_022,cuda,0f363933056a9e8f6399a3b0a37a140630783878906f9dd3dd68a9f4ae3e4a18,9003a94b297082af6f6ebc05fc890551c5f4e68faa84eb12e37e0e911927a756
dorn_cuda_023,cuda,745b05b3c821e3ec32093c006b746c8be0a4b86b3c3e7f22669dfb468d92caab,3db07adc98d1599028c0885e2d5b85e478e33a9790771c905beb7413e7ace42a
dorn_cuda_024,cuda,c518e7fc7c89e7c9170f142c8caad7b4041e09a7f08fc09070b203e30a08ad0b,0baff8b8a39ecf2abafb47a24c8f47022c64157932f4cfffea46f5c2ebe0aaaa
dorn_cuda_025,cuda,11eb0edaf5a2e17e1181a2e19bd1ce4f0fb5aac04bee25a788bb3fc23743b132,a423407bb2593ca6ac1051e9a77e30d929f83104ab44dc736d3bbe38fa215b11
dorn_cuda_026,cuda,2355978c64f4a647c05eeb24e3c748e60e9e06dcfb94745618cd27e85390a86e,251360371dc2b4d89d60a024e6596845a37b4ccc4a8355352eb6d6bdc9662e09
dorn_cuda_027,cuda,3d1d4c594b7fa7ad3d689a999c5974b4919612f79c7ac178263ad07ec399e139,27c08d0a18a6e79197e9803d7c64552e4325d2d165580350940df5f911b966f2
dorn_cuda_028,cuda,0283477a600c264e5e262b0f244014bb62cd0d385556ba1e303a46616411cdc4,4f4420248d1b5113411b53c627a73e1655edf05f301c12baeb59f6b2629c0b59
dorn_cuda_029,cuda,db5029e27a8fab398ef7a5560609ebd87e9ae8a238e3dd6ff12fac1eed509713,387eae76d7f90abb8f810b323984f30be6db3499e9f930ca02983e1ca1d637d2
dorn_cuda_030,cuda,0fa3aae99b2f6b97aefff3310e8b9ec35d1d24d796139b67562181a0281b8e50,d73b0a8646f68067285b031de21d28050628247cafd671312061babe38633620
dorn_cuda_031,cuda,b7b65b2a998b1b997032d593b98363d7578ce9e18de994f7520b8059ebbcb6ba,72aa2dc3e070c035cf050bb5d7897334ac5e6c813445b93ac7c252bd900bf249
dorn_cuda_032,cuda,ce21084339626be30ccc4d96a81a14e0a142ea52ba1ad397ad3f074088af7533,454c8bb888378f985aa24b261c9ef21215b62ef96ff5e9ed508a05b3919ea59b
dorn_cuda_033,cuda,a4fd3f6d7ac17ab02bb3c49f9b3f6365e13852a65f6d372990643beb914eedb8,275c548e40bbd23cd63bb9d767289f2f7da307e583ae880d7d96e445cfd2ac4c
dorn_cuda_034,cuda,764846233f9d3dc098a39e4db840d0445bd843544f1554c75e30306b7c030566,571a58f429f9abbce97de7ff78bf6034c671397c9458ced5765a413772119729
dorn_cuda_035,cuda,835dade7d98359eee9464c659c8bfa9409b6dcfbb5fb9eb23f5e4e21f99781d9,33eda61df9a0f980ecd6f282837842affb90676dcd05a1aa846f06d2d880516e
dorn_cuda_036,cuda,765b17cfb5c16daf9ebe06f48efa34b7b6d8ed1deafb11f10a0bbb1403bfe0ac,a83e6baff9c83ca89043b4c806f0dacde4e93ef331fd6191272cc60a651bd0e3
dorn_cuda_037,cuda,928f223f0bf685fe2e59662c8dc00eb5c22805cadc36f971b61e59feeede71e7,dac5f4cc1937ace229c3f47a6321e6ce11927a360ea0193d9b7d88d251ea5c5f
dorn_cuda_038,cuda,8c02daed9491c12bff64b24b33ecfa271fd065be6e16d1da8122164394e57729,385bfeacadb2185ccc154bce02f8a131b2ef1e7cf91cd40ca7f73419aee0d834
dorn_cuda_039,cuda,ff24384c23219d5bb96f16f59742d74bb2b4b34e508f3748bca30e68c8250834,7124168ae75dcdad34451196fccfd99d1d2be9153edfdc056fc3deda03dc4d47
dorn_cuda_040,cuda,e331ef9b8ad64d521ab546fdd59b5f23f7282be46251981958bf7879e9e4bec2,c8a7e1384011abdad05adbfe8e5ce3fc3e0a39677d5034f680d1d75d22174891
dorn_cuda_041,cuda,7abd51a46c7a5b3c5f219d646d375bf5ecdaea8cf8c8af2b99265a10cc32fb03,d54c52179340b5deaa470aa1743cf652a33ad15fe6aa98c8ab99835feb00f4c4
dorn_cuda_042,cuda,4f6a205675a052be22955b271d30a5e311748dfbaeede8cdf374bdbd207ec170,2d30456f2f50d8effcf0d2449f5bf87022eacea2c01d418f13acf729e6536c9f
dorn_cuda_043,cuda,bd765f5ca7576027a44b05065ae3b4e8a3144da45647481f16f7494b73769024,68baf43fc53d14d04cf526bc0400810d9602239362b5912aa202e6e00ecd981c
dorn_cuda_044,cuda,31c42bbab2ce5f36de95cd71cb22aa701563a7ded5d737179a1f9bbfb84e5f3a,466fc08068b5015b7e98b6677f8f043df4d598101bbfc41b9f823c85a63643af
dorn_cuda_045,cuda,c0df42d012a471549aafb1851756936cb549b1e173ce97b9f7d60454347cb346,19c1ade8cffb23c7f40e2e782dc30b499c7f3bea76715f0ea8ce126644f91e90
dorn_cuda_046,cuda,8f4828e2b547e5062567771d7a31d63c98fe0672189ec4225ed3ecab0f37c53f,db612a72192dc422395684e262751df3e6cf3bda6bbf641dfb43ca14b38e7f40
dorn_cuda_047,cuda,6546e8732e3be6230fd8d5dbb1cd590efbde7bc4fd98e404c63e6a58635a968d,bd50ec09e563a8200b78b16639afbcab8f52f9bfb8e428646ea76e94f7d2473c
dorn_cuda_048,cuda,83080e180548011c7f5f2d33072102aad8ceff5219f7279b5d9442f6a05c4276,d9b319c56227f0684f0c08176273b447ec5591d658d866d3a553888db09d11ec
dorn_cuda_049,cuda,6e9e64ef5229fb7939c2b502050c6278a0306371aee87cd13b0f622ea09a20e2,8e2eac1808541b8db879bb94963fdb12ebc5ac9d95728c3dd39381b42ecb7f66
dorn_cuda_050,cuda,1d3c018a1f22a8cbd0879184b89a9655fcc823a353a6f8ddfdd4c3b934a75161,8df0330358d2f57cbbc1aa45c1d817b0fd221d21533fe30b8733e317c71daf14
dorn_cuda_051,cuda,36f02cd6eab4829c7112a6c60714e8506af0cca0e367cca21ed08154d4cffaf6,ce2423f88118e9924fab6fe128a6b2a1c90c9fd84f69fd2fa58631cc26973913
dorn_cuda_052,cuda,7dae828976144501bb98369f474dbf9db2fa5dd645205ce830b43732bc5b17ba,365a5c329ce65c7899adee54f793f30cf6bac5fbbddd4e8f0fb007da861b68a3
dorn_cuda_053,cuda,cd1f665c55fd50ae3eb1e345901e9cc7cb2469341264a0cc4804f20e13308578,0de24627ab784005e9433783808d5ae75c332834f8444bed3cfa4687af991aa6
dorn_cuda_054,cuda,0b3206c7813ef0e8ac13ea844ff3065f4bd74dfa953ab29dad620425b6ab6eef,d9648e0545baed3a048e8b353884ce336c1198c3fd027eb7c215f5756bdb572b
dorn_cuda_055,cuda,1a8ec091f1e07cf5b3bd613df176d9f98a838bd71b4f61649810cbb2cf07895a,1333bfc5f412a954d9f9b62f5ef54440254044801c7f92707867741d99010a55
dorn_cuda_056,cuda,96ab6ac59fd4067e6ca34599f86b323a7d458eebda849c69de964b276f046ff2,a7f6ebe61d213767f2d7b33b6c523267ef9b0f4d290e6e81c941077ef188a829
dorn_cuda_057,cuda,9d1d51820fff3f492732eee39f4476c3544cb60eeb9f18f0136b562e051ff8c0,17e593993b22098f384858e2bceca61f190b64de5096d93bed200969f9fe619c
dorn_cuda_058,cuda,3b619e0aabec25ac7a32e0382a0d98340b1b585a7dfb6c25dde84c07ec3a44ea,edfa7deb8d9f28b7ba1f256317e09757e83dfd18854a2882918cf38d913c98b0
dorn_cuda_059,cuda,0c726c31831f5163d47de5356bca132507eb667129e0d840a58759f7c535f669,c1228e7d79e55a8d4b0b12150a5ee389dc4242799666a9d2fb7ed41c86665881
dorn_cuda_060,cuda,a119f7af5f75efecfe4117433ccdd61b5d27ca42a55873805de912af3d3a542f,6beb9652068fc7d541083fedef9d388255f070bb2db1e1b7b4f7361ff0ad2bb3
dorn_cuda_061,cuda,85ddff16ec2a787e8d2b073538362233da1c037a9e9ecf754d6f778e7b96440b,f2854ce77a423824a04b54327cff102e38cb1c3c204ae888e74b8a006dd39a09
dorn_cuda_062,cuda,a86901e3f0f365ebab5a40e4540535d09e6b0247a710df7650d6bf2a2e9c5881,f5a402d699339c74e7e47e1752c7ea3a6ba3e97b2dc4ca1918f6281300fc9ff0
dorn_cuda_063,cuda,122f803e6b0a657b956ce4fff98fdc21fcc48d4464194fd9907b8b94c6451a49,feeeea9b3405bf4547e24d0ac28cc50d4e764ef7bde24d5f36113b0c52ba0b63
dorn_cuda_064,cuda,764846233f9d3dc098a39e4db840d0445bd843544f1554c75e30306b7c030566,571a58f429f9abbce97de7ff78bf6034c671397c9458ced5765a413772119729
dorn_cuda_065,cuda,4fc8231a01748d1551853948577dd7606c422d8e64f6e98d8bd04b0d4d85a5be,20b4f90ef55c5a04bd67fded5bd88c7d36a8e2b750b6c2d7563c85fe2a122a0b
dorn_cuda_066,cuda,d472ea2542752de206c86648d5b2f041601f5a6e879ccb6b08810e87a2ad1c30,8061a19aa5bf40996448b355f6d18ff7e18fffaa07054a309f64f9d617dddd7a
dorn_cuda_067,cuda,685e4e9e792d6da0a9b970bec84b40c0f0fbfa641ecf70b1bc873ad6c4288390,08dcff423c9304e9e1ac40d6e246974addd1b41c7fe053cbd252273d62417dbe
dorn_cuda_068,cuda,e37b7b015e9fb6e8af818b287daf40367d2bf7adc908b573ffc87e618780f65b,967e38630882f1835e994b9d709c4a146e865aec96b10e1c58e38a2773ed3460
dorn_cuda_069,cuda,dd28095b334c56f923f58a873e231807bc42438b7a0044ddb4fabdc7494403cc,39b39108198b96fea156c9bd21b4685f134144313778c544793d6fc3941f444a
dorn_cuda_070,cuda,4b5c5d66520a570ec1f2071aef1313999f3b87b61929b0c6a593b5a509c9e123,83c102ea4b58da37f233e63c6fa896ab91cb8dc5777b10d9ff1b7ae36f383a73
dorn_cuda_071,cuda,a98d5e56f2c78903ff52b6ee0a5cb27be3de47815d4755e839b8b58eb32c3a80,6b08bf4dfa8be3cef00befa207752aca5b95254d46fe04ae02eea8d663269c62
dorn_cuda_072,cuda,a5c55297b52ce666d88ede8310af824c901dcca22bfc5227c0c4b16b329a7c19,61ad9ae0e7542f72673069299776146307648102942c37640f514800795b0612
dorn_cuda_073,cuda,cd250eb19245dc2fbc7eafba09d8baf9c19c8ca50b480ee6cf9fa4b0a914086a,0ac35f1d71cb47e4e002ef69e64bf3598050d121a78e762360a86bbdaef5619c
dorn_cuda_074,cuda,d668a954d6e06e892c2a5e3b5edb1882ee422a83c40bd12dde99cca3dbe59924,7e7d6693f172335ae84c52244b81f34fdd6e660ea17df41c47a135f58c101f8c
dorn_cuda_075,cuda,b2cb219727b444806929cd3dcaace9dfdabf8dc26cfcec537f4e694a0f98abdf,456ae3c71d1cb28612d4fdd618d54fac031e80e2ba78b4ae41b060eeb6c63b80
dorn_cuda_076,cuda,5f5918f02af3f38d00150a4d5e948bf4a4f68901b012a05d048659071717fbc9,36de33d06a24336fc2218c3bd76e79f48473e15a85639dcb764c6de1c1cd95b2
dorn_cuda_077,cuda,c630283e514757ebc354367aee2417f8f3517642aff1953bb3c1bef4adbca53f,5fa6a978ad401574cd061c2499ea5eb2a16a806f82a2f5a9045e4b3e494c2b7f
dorn_cuda_078,cuda,c04bb9412caa097ac3197eaca732189e50ce9e99c0ba13e4c0ff73cff3d9e904,2656ef001991765a777064e1cac4662800a2335f8d83f525814cf22266d0a712
dorn_cuda_079,cuda,6579bd39ff646bdd261cd19d1dfd582823e12d3710d2c7c221f7a0a19be14e54,3d26403c1f2acc92bfda0df340ac13b3d78f0d00f5a8fe033776f360c1697f6a
dorn_cuda_080,cuda,f2ffb781c3d83745dbe2779b0f9558fc6ee789af18b30ef4c288ac332eb79f05,020ccb399b1669fcd8ad4db27e955d241cd26571b0e07f30d32fc0d995ad1bb6
dorn_cuda_081,cuda,a45bbe5d62cd6512980b80d0081084e58f63d37d6d22f5ec002bc677d3d8f3b3,2e8b7b43efa16af794851293ad453c9148ba30ebb81ab3f2819c7c193d1bf30e
dorn_cuda_082,cuda,a3318ef9146395e24342bb59cd6d3812d861937e441227446638fc2b4302331a,36fff7c8dde527c81afad9c126d7f66a9f8a543141ca34c155b7264e1fdd0bc9
dorn_cuda_083,cuda,b096f400a4b0e147e55c2be73eb2f411555d65f7f61490bef491c5962c0f0b85,f3530c907a4d6f42db02673877d9f0d86282f1dd195dfab2d5555bf20a808065
dorn_cuda_084,cuda,358e8e355a5dee38b5b7440dd8539968496fdd9e13a7f26c2e386dfa682e1358,c45863dee27880589605f9f7db1c63024b33a65992ba7f4d3b5c17b1b31b86d2
dorn_cuda_085,cuda,91dfa365fe3b2707d61757044efcdf55eef4a55e747b76f3bfe6aed87849e760,b8f501319c08f2eed1912f43c1ce6cfa25a27b9cba5a55a8795cf61cced1b38c
dorn_cuda_086,cuda,7a8ebcc15bad10f50eb1fc61a988a2615eee1fcc36cbb8fa1b210d20dda32c42,4763919002b682bcd10f44614b1aa2a9024315902f18ca8c9e423331077f1657
dorn_cuda_087,cuda,8d0143dec438d3108bc28ca5b72ea117c8d548f7b876cd92e379b37d94b2b36e,4131bcdf5abe90e753ad981443a458d3a645e5ac85afebfced50542494c87daf
dorn_cuda_088,cuda,9db8397d20fc7cea94831b71a30aa17b4145f6d411a92e83378f1fe5d2dbf906,7f1577f13383ec8d185e12f05eaf14805ed9a55f553035d12b76c54c5e2f2916
dorn_cuda_089,cuda,ea8012846d3845b98698c8ec1016271290ff9a858cc215753b1ac1ca9bc249c6,d7be54e7dd30c4096fddd07d461ddbc21ebb24db9081d5b5fc4aa2886d810a04
dorn_cuda_090,cuda,e4ca3201e9ed1c819ef7ea232daf40bd100387cb8812bb7a136db484507776c3,fcc7fda5b2b685173d8a6cb2c414840c1ed0b87cbdd5689437cf2e30d7d4e2aa
dorn_cuda_091,cuda,f52bbb11920a794c89df5c85b4ebb44f1eab4564250065b1c8264ae56f7c5e47,8c5f187136e4475b457fbac89b62baf88194a4f6e409f7096a1ba3eb66f84111
dorn_cuda_092,cuda,14ef94a1dd98aeeec23bea277abab6794ba916cb475c692b62b7ed406b5e3b39,eab344c344be9fd9de6bb082a61fcbbfe20999c10b1c3ab6464376270b716df5
dorn_cuda_093,cuda,b847876e9b0c516cc4005243ff9c8839ea44d6ee3e04924ce6b6bbec14ef2978,33e4e0b40f132bfeeaaf798807ad4f27e5b6cc116af5662ea3ed8fe12413cdbe
dorn_cuda_094,cuda,84e1d4ac52e0928ce6725afcd93f5f9e8e54a7a7a3d373eb495e4dcc280caf56,4ce64d6f741f93d8564cc7e0faf9cfd5d4e1d7abdd687edd48cd7068c046b548
dorn_cuda_095,cuda,46a761d987c2a41070f0f99efbd4ee7e17fb3a5aaf19320e8549c161519a3307,92f527f5a086b0029e1b9cf97e166f0e4512b5ac6d7c50732755b086fccfd589
dorn_cuda_096,cuda,f6442acfaa4e1d927aaaeef0aaa29448983a1e955eb71af1f034c6284138c9fe,8f5df3972eff332165b778b9ef064c97d3dda8d3f537e3a6dd53be2f659db6b2
dorn_cuda_097,cuda,c72edfd7de1f03e824df202f4b29a07960e09c506efdf37e8fafc6315d101796,1f844d596ad3811e1799bbab764af03b00408355628b431c6065adc4a1cefb94
dorn_cuda_098,cuda,c602927b5dd30459d698eea52e3d13f216d3ed467896eebf0f9d42c01cdce1b4,b88b989a5b1f4902173662e955de7beb018e58453655af71de01219ad1881d2a
dorn_cuda_099,cuda,0c726c31831f5163d47de5356bca132507eb667129e0d840a58759f7c535f669,c1228e7d79e55a8d4b0b12150a5ee389dc4242799666a9d2fb7ed41c86665881
dorn_cuda_100,cuda,eeb60be85b7b311836d422d59f6f99395a7fa1af5f243270dbf64e7466d98bfb,f62c42792454271b881a7cbc668446561690630bcbdd7db517cfddfd0aef0eec
dorn_cuda_101,cuda,7ad989e1a5ea01826a365b2034c0151bdf6c42b5cd67f7df588146944a559886,4f74b4b6c7bc0b832161865079345010cf803b4532624d66a21c4c1d09735b1b
dorn_cuda_102,cuda,ac6377d4598e94abe2c46a17b803e275a2b8953e8f33135fa13ceb1e1dbc0a97,b5a7758517c996a6ae01b33741524f500c642cbfef56444b7ef8e4e5b960df00
dorn_cuda_103,cuda,bfeadf2aa38bb9444cb271ac40c81194b5d287f98d757e5ebcbb59821a9d17bc,06cd652e823dc4ce5f1fc68021f03df3e514d0365cd979f436cd83c57fb300ab
dorn_cuda_104,cuda,a4e7e8e79f088b417e1ed4ff07ca61c24293b47d4363dbc8a2fb9f7ecd180943,d486141fd7d862ee4fa7dd7d1d12fcd4941714f8fcc20e87ce143e270d4d3c52
dorn_cuda_105,cuda,63c1e8a636bbbab4fb541ad65cb4074edd5bfc313f81e1da5b2636541cdb4a61,a8023a606628613bb51c1d4eea3d5be8b0b36a6e0edfe913e871b4b83810cdf5
dorn_cuda_106,cuda,ae01cd741b4bc2189720566a905ba1f56e211e542b4f1efd6460b2b377d02f09,2a46ccf8500f10418241687b4b927cb43d0e833d933cd93085ed31aa8df9ce59
dorn_cuda_107,cuda,ffa1a535aa3cf6a769763f7b9ec02530de2199200b8c6f17b753e8d4601181b2,82a92be6d9c384b6008cab67480a4827a2162180510d6b32721fdad44efc6efc
dorn_cuda_108,cuda,a8d741ac114cf65000c900f25cc8e142be3f5443c71b5ef0399eb2df969493c1,fa8e80fd00e2183480ce89a73a97282d2384978679fbde55a9358df94cd7f0a2
dorn_cuda_109,cuda,5a979ff9f2079783be2ae1b1988c3e7e37402ba5d9a6462b3285cf945d745ecd,d1cb6782a05bae966727d26e6b457e72154f0013a9cdeef31208969e57cb89f9
dorn_cuda_110,cuda,b4633916e6a0e51a83fb7f009e69582a38c2e782958c71735d6442c838ce3f22,ce1f46547fa7b37838666aebe266e3eb8ca854742791007b119867cf6693b503
dorn_cuda_111,cuda,cc280eb05855234fc339615beb1eab3ffba3886958a08990b150a3277a4c73a1,0d7ef064f8405211a4ab495cb3c94bca267aa6a92cc87d74959071bad5812f51
dorn_cuda_112,cuda,3e0eaf290c95027afbc1ac48f8a5ecf18c74b855d97874ee3cf96aa58e9896b6,a4144dbe8530518782cb858347e406202f23d69e8193762e5ce2bf6db8984a9e
dorn_cuda_113,cuda,77bd6173c1feb32a7dd4c05bf2f0bc154965ace6f7cd586f4586c303e20902af,1f62eca0c0bde3cd40e35cd7d2dacb774b0cbd3f54bba689200c1ab6c6bbf2fb
dorn_cuda_114,cuda,fdb91cdf6d5dc29fcdb0e2a82f1b1b1a6446ad9c7f9003bca80709d076b9d44a,11f5e1c95eab69dec1aa3f4b0ac521f600906e764feeba7128644ab07e6ed394
dorn_cuda_115,cuda,f9383d4bb315b5f748dcc3a2f2294667f33b11e426ee48a8f71eb4e51b622740,04278e13529c782347b181c0f359d23bd36b07a4a580a85af1682e99d31b3679
dorn_cuda_116,cuda,537431a3d9cc4d1a540de9294c68a6618fe094e7144e557bd7221c693c49fd82,cc54d1be4412a0610e3ad68abb1cbe117dc51fc52da8e66b902ca1ec23c8d6f0
dorn_cuda_117,cuda,4133d2cd3d41e7e5d6550495243f3b8b0d4622bf5d3c0b5d7b049b90c9d6f831,73ed45b2d8047f2e471dd078f989ba1eb6e09335cd046b87ab2b730562ae5d8d
dorn_cuda_118,cuda,79a398309016bbf6036e73483641d4eda08bea7aabaab913c702797b8c8c6da1,4c76e43aa661a81f6ddd8443e7b4b41643784a69e2cdcf51a4257e9600d76e5a
dorn_cuda_119,cuda,a18176da784b1285f506e53f1a924b8271b9cee9e446ef9d6142321ec29ed448,1f66bcbc9334a972fb14e673f3370f7c1161c958cb8f4ce22fe5aea76d7152bc
rq0_0000,java,6c9020fb0a253aaaba18ff564808b99d99033828860d1f6020af592bca9e237e,edc9d1ad0fd970739ac77dc24c43d7cebff58fb0bbc7ecc5cd1bc50e74581c8d
rq0_0001,java,960fd8a639bce4972ec031b15d85d31dbb6c9f9605f13e9af6a41df07e4b94ed,6f912c1eb51c1106342ba9a46497e78cf1d1954ca637ccfc01b3ecdad8f43ae7
rq0_0002,java,d0f9e9d97b2067a135757d7fc434e529c79bb9967fbf0b5b9795e80398dcb1e3,a0180c70c438dabf7df2719c0430074b61d96ef1db27e35d6ac39df341fd4e81
rq0_0003,java,a267689d64613d5e9e66fb41705c9ca86781fed9cbbd76cd791f96fd75612993,dabac7a5e61c898cb9ef96125e0316de5cf5ff7d4d0c15f05b41a21064bef080
rq0_0004,java,5e6a3dacee68707faa72b7ea2d7175451fdf7b03f6f7928551ce2f2c6e57a12a,61603e40baff33de83e45ca6470be08e2b987ea497c08f987f8fb03653af5c46
rq0_0005,java,77cc8395891d9053f7144e3d84e7004de86817877602b9a64b0f2c6f92d9a6a0,3afa1d4df98a19d1553a391787814fa985a02b7a7d179be3931f1a442c377859
rq0_0006,java,795844bef8b0211d5392cdb1633f8b6c1f242e0204112ddabe89b5341afacb2c,f74754e796150ea6d16caf7cc18857f4ad25233488cfbc64182dfd214a41a8cd
rq0_0007,java,026aaa2cbd57faf2bd027bb7811183aeff829de93c5b291c27d6f87ca9ca0487,4adfdc445e747f2da330cca0741d508113f46a3f3a88eaf025fbff55ed65edb7
rq0_0008,java,a04b01656a3aab864293ab31e84bf0f056ab8a4891fb54aca97f0d5249ac7efb,03c2eae9b31a6c3c8644cb557222c53a96f4ada1f2bd69be1ca2c360e76f04cc
rq0_0009,java,5f84cdfca60467363f5ed67ccee056e0b2130170895a7dcd871594ba60b6c580,27fac497f8007c84d871a440bbd0c0d0a41bf1ca737e857d7301d176ff30f85e
rq0_0010,java,38b6e8ddea41ec0a6becf6d1034f927f0e11bcb570b8cea372312a36cd656569,805f735fbc497c6e6689edddc1af703480d87a7ce63e02d946430cb09e7ec2b6
rq0_0011,java,d3d0a51c5d930c4f30e346d47d6f59db1998be2ea3f1fbcd4e8bf7ac64f1e120,a28d782f0364f7c89704158cbca80e94916a5a3d7776bc422e93e3ad78aaab1b
rq0_0012,java,16cd25e9dd2f0cb449309028390cd2b01f89946e6015aa7fa1d1bcaf5434a12d,921c4df39c20738a4dcf9cbe90e516ac1b0f9bcd443572a0d87054ea4033c635
rq0_0013,java,fe9f2f8c735ee8fc3bf7edbf2bf14b3e19f1abaad0ed66e72522a79da3db907f,267d19846a23b9144070f044684caa65904d50282d58b5308589da3318243795
rq0_0014,java,d32356ced027995e78ee25ad4b10b602bb2a442df8a9c4aec016bb685921ee55,ed2d0b34f4b6e6457bbb08fe9459b79b76a185efe0d906abaaa17b1aa1132bb1
rq0_0015,java,9e4d7492f610461e6348dd56115ad38b4ac4b0ad7781e2328e1a7e4524efe512,85157e91b62cfa31816bb602569af482b7b20f1c9a4fb6605eabb56b5b8e720f
rq0_0016,java,be4f376855fc11d8aeb19dbaedf468970cb593a6539caac6220e49cffdbce404,2907c682ae09e8a02ceb8ee1161900b1608523a374c2ec53973bbafdd6a1f61a
rq0_0017,java,1fbe60e4f98566f10c69ba69c657b324319dc5049f56d4c2fe64e883701e804d,72b88ff8ff3d87625b83eb10f932c62d0a1be058b52619a69dcfee394970c30f
rq0_0018,java,5f8cd1ec46a22a193d030a57091b973294e149033ee89326032be00563b77f4a,779c786263fedc7ca05c58843bce53fdaa5056922942ab569f57a5ad66e556d0
rq0_0019,java,75c5ac4f1dad4f6f1f61c16eb83dd93caaf1a8a3c1de823967e1e423874a997c,22405c17d6f8929b9b8ef1168d50f0a85cb577be7032b59f11fd1217b13eb161
