engine,rq0_id,language,length_sample_rank,condition,image_path,ocr_text,status,error,mean_confidence,runtime_sec,baseline_ocr,cer_vs_clean_ocr,token_f1_vs_clean_ocr
rapidocr,dorn_cuda_021,cuda,3,gaussian_sigma_2,results/grounded_protocol_3lang_20260721/rendered/perturbation/gaussian_sigma_2/dorn_cuda_021.png,"volatile unsigned intsmen
sdata:
if(blockSize
64)(smem[tid]=mySum mmin(mySum,smem[tid
321):EMUSYNC;)
if(blockSize
wmySum
min(mySum,smem[tid
16]):EMUSYNC;
(blockSize
unskum[pTa]uous（9t
min(mySum,smem[tid
8]);EMUSYNC;）
[pra]uous(8
emySum
min(mySum,smem[tid
(blockSize
4J);EMUSYNC;
4)(smem[tid]mmySummin(mySum,smem[tid
(blockSize
21):EMUSYNC;）
(blockSize
m min(mySum,smem[tid
1]);EMUSYNC;)",ok,,,0.849151611328125,"volatile unsigned
int*
smem = sdata;
if
(blocksize
64) { smem[tid]
= mySum = min(mySum, smem[tid
+ 32J); EMUSYNC; J
if
(blockSize
32) { smem[tid] = mySum = min(mySum, smem[tid
16]);
EMUSYNC;→
if
(blockSize
16) { smem[tid]
min(mySum, smem[tid
mySum
8]);
EMUSYNC;
8) { smem[tid]
if
(blocksize
mySum
min(mySum, smem[tid
41);
EMUSYNC;
if
(blockSize
4) { smem[tid] = mySum = min(mySum, smem[tid
2J);
EMUSYNC;}
if
(blocksize
2) { smem[tid] = mySum = min(mySum, smem[tid
1);
EMUSYNC;}
10",0.3875,0.6959459459459459
rapidocr,dorn_cuda_021,cuda,3,gaussian_sigma_4,results/grounded_protocol_3lang_20260721/rendered/perturbation/gaussian_sigma_4/dorn_cuda_021.png,,empty,,,0.3416454792022705,"volatile unsigned
int*
smem = sdata;
if
(blocksize
64) { smem[tid]
= mySum = min(mySum, smem[tid
+ 32J); EMUSYNC; J
if
(blockSize
32) { smem[tid] = mySum = min(mySum, smem[tid
16]);
EMUSYNC;→
if
(blockSize
16) { smem[tid]
min(mySum, smem[tid
mySum
8]);
EMUSYNC;
8) { smem[tid]
if
(blocksize
mySum
min(mySum, smem[tid
41);
EMUSYNC;
if
(blockSize
4) { smem[tid] = mySum = min(mySum, smem[tid
2J);
EMUSYNC;}
if
(blocksize
2) { smem[tid] = mySum = min(mySum, smem[tid
1);
EMUSYNC;}
10",1.0,0.0
rapidocr,dorn_cuda_104,cuda,4,gaussian_sigma_1,results/grounded_protocol_3lang_20260721/rendered/perturbation/gaussian_sigma_1/dorn_cuda_104.png,"#include""_et_line_backproject_attenuated_gpu.h""
123456
device
_constant_ int3 c_backprojection_size;
global
void et_line_backproject_attenuated_gpu_kernel(float *g_sinogram,flo
at
g_backprojection,float *g_attenuation)
7890
_shared_ float s_sino[BLoCK];
10
const unsigned int tid =.blockIdx.x*blockDim.x,+ threadIdx.x;
11
const unsigned int pixelNumber = c_backprojection_size.x
c_backprojection
size.z;
if(tid<pixelNumber)(
//load sinogram to shared mem
s_sino[threadIdx.x] = g_sinogram[tid];
//backproject
float sum_attenuation = 0.of;
unsigned int index = tid;
for(unsigned int y=0;,y < c_backprojection_size.y:y++)t
sum_attenuation += g_attenuation[index];
//g_backprojection[index] =g_sinogram[tid];
index+=
pixelNumber;
return;",ok,,,1.3629119396209717,"123456
#include ""_et_line_backproject_attenuated_gpu.h""
device _constant_ int3 c_backprojection_size;
global
void et_line_backproject_attenuated_gpu_kernel(float *g_sinogram, flo
g_backprojection, fToat *g_attenuation)
at
_shared float s_sino[BLoCK];
const unsigned int tid = blockIdx.x*blockDim.x,+ threadIdx.X;
11
const unsigned int pixelNumber = c_backprojection_size.x * c_backprojection_
size.z;
if(tid<pixelNumber){
//load sinogram to shared mem
s_sino[threadIdx.x] = g_sinogram[tid];
//backproject
float sum_attenuation = 0.of;
unsigned int index = tid;
for(unsigned int y=o;.y < c_backprojection_size.y: y++){
sum_attenuation += g_attenuation[index];
g_backprojection[index],= s_sino[threadIdx.xj*exp(-sum_attenuation);
//g_backprojection[index] = g_sinogram[tid];
index += pixelNumber;",0.1486146095717884,0.904191616766467
rapidocr,dorn_cuda_104,cuda,4,gaussian_sigma_2,results/grounded_protocol_3lang_20260721/rendered/perturbation/gaussian_sigma_2/dorn_cuda_104.png,"constant
int3 c_backprojection_size;
voidet_line_backproject_attenuated_gpu_kernel(float
g_sinogran,
g_backprojection,ftoat
g_attenuation)
shared_floats_sino[BLocK];
const unsigned int tidblockidx.x blockDim.x
threadIdx.x;
const
unsigned
int
pixeiNumber
c_backprojection_size.x
c_backprojection
if(tidpixeiNumber)k
o shared
_sino[threadldx.x]
mg_sinogram[tid];
I/backproject
sun_attenuation m 0.0f;
float
unsigned int index
tid:
forlunsigned
int
backproject
Lon
g_backprojectioni
index",ok,,,0.7570292949676514,"123456
#include ""_et_line_backproject_attenuated_gpu.h""
device _constant_ int3 c_backprojection_size;
global
void et_line_backproject_attenuated_gpu_kernel(float *g_sinogram, flo
g_backprojection, fToat *g_attenuation)
at
_shared float s_sino[BLoCK];
const unsigned int tid = blockIdx.x*blockDim.x,+ threadIdx.X;
11
const unsigned int pixelNumber = c_backprojection_size.x * c_backprojection_
size.z;
if(tid<pixelNumber){
//load sinogram to shared mem
s_sino[threadIdx.x] = g_sinogram[tid];
//backproject
float sum_attenuation = 0.of;
unsigned int index = tid;
for(unsigned int y=o;.y < c_backprojection_size.y: y++){
sum_attenuation += g_attenuation[index];
g_backprojection[index],= s_sino[threadIdx.xj*exp(-sum_attenuation);
//g_backprojection[index] = g_sinogram[tid];
index += pixelNumber;",0.4282115869017632,0.4285714285714286
rapidocr,dorn_cuda_104,cuda,4,gaussian_sigma_4,results/grounded_protocol_3lang_20260721/rendered/perturbation/gaussian_sigma_4/dorn_cuda_104.png,,empty,,,0.1786329746246338,"123456
#include ""_et_line_backproject_attenuated_gpu.h""
device _constant_ int3 c_backprojection_size;
global
void et_line_backproject_attenuated_gpu_kernel(float *g_sinogram, flo
g_backprojection, fToat *g_attenuation)
at
_shared float s_sino[BLoCK];
const unsigned int tid = blockIdx.x*blockDim.x,+ threadIdx.X;
11
const unsigned int pixelNumber = c_backprojection_size.x * c_backprojection_
size.z;
if(tid<pixelNumber){
//load sinogram to shared mem
s_sino[threadIdx.x] = g_sinogram[tid];
//backproject
float sum_attenuation = 0.of;
unsigned int index = tid;
for(unsigned int y=o;.y < c_backprojection_size.y: y++){
sum_attenuation += g_attenuation[index];
g_backprojection[index],= s_sino[threadIdx.xj*exp(-sum_attenuation);
//g_backprojection[index] = g_sinogram[tid];
index += pixelNumber;",1.0,0.0
rapidocr,dorn_cuda_060,cuda,5,gaussian_sigma_1,results/grounded_protocol_3lang_20260721/rendered/perturbation/gaussian_sigma_1/dorn_cuda_060.png,"123456-
fprintf(stderr,""Unable to pop the context in cudaforward init!\n"");
return -1l;
fprintf(stderr,""cudaforwarder initialized!\n"");
return o;
/* For the libvirt data transfers using datatransfer-serial.h, this handler func
tion is
10
executed as its own thread. That means, as it is executed,it wiil not have a
context,
11
* This creates a problem in cases where the guest calls driver api functions.
his is solved
12
itself,
13
14
15
We have to manualiy set and unset the context on enter and leave to this func
tion.
16
17
ce
conditions
18
andalotofwork..
19
static void_cudaFwdMsgHandler(void *msg, uint32_t msg_sz, void** respMsg, uint32
*respMsgSz){
20
if(msg==NULL)//Handleemptymessages
return;
inArgs->msg_=msg;
inArgs->msgSz=msg_sz;
sem_post(&sem_in);
sem_wait(&sem_out);
*respMsg_= outArgs->respMsg;
30
*respMsgSz = outArgs->respMsgSz;",ok,,,1.3484585285186768,"123456-
fprintf(stderr, ""Unable to pop the context in cudaforward init!\n"");
return -1;
fprintf(stderr, ""cudaforwarder initialized !\n"");
return 0;
/* For the libvirt data transfers using datatransfer-serial.h, this handler func
tion is
10
context.
11
* This creates a problem in cases where the guest calls driver api functions. 
his is solved
12
* by creating a main cuda handler thread. The CUDA API can the manage contexts
itself,
13
as is normal. Please see the comment in the main cuda handler function above.
14
15
tion.
16
17
For now, it is garuanteed that only one handler exists at a time (to avoid ra
ce
conditions
18
* 
and a lot of work..) */
19
static void_cudaFwdMsgHandler(void *msg, uint32_t msg_sz, void** respMsg, uint32
*respMsgSz){
20
222456222
if(msg == NULL) // Handle empty messages
return;
inArgs->msg_= msg;
inArgs->msgSz = msg_sz;
sem_post(&sem_in):
sem_wait(&sem_out);
*respMsg = outArgs->respMsg;
30
*respMsgSz = outArgs->respMsgSz;",0.3159541188738269,0.8008948545861297
rapidocr,dorn_cuda_060,cuda,5,gaussian_sigma_2,results/grounded_protocol_3lang_20260721/rendered/perturbation/gaussian_sigma_2/dorn_cuda_060.png,"fprintfistderr,
Unable
to
pop
the
context in cudaforard initln'):
return -l;
fprintf(stderr,
""cudafonwarder initialized n');
For the libvirt data transfers using datatransfer-serial.h
ERIS
handler
tion1s
10
executed as its
thread.
That
means,
as it is executed, it will not have
ontekt
This creates
problet
cases
here
calls
driver
functions
12
main
cuda
handler thread.
The CUDA API can the
manage
contexts
creating
13
normal, Piease see the comment in the main cuda handler function
15
have to manually set and unset the context on enter and leave to this func
tion
For now it is garuanteed that only one handler exists at a time (to avoid ra
conditions
a lot of work..)*/
and
dMsgHandler(void*msg,uint32_tmsg_sz,void*respMsg,uint32
static voidcudaf
""respMsgSz)
NULL) li Handle empty messages
1f(msgmm）
return;
inArgs->msg.msg:
inArgs->msgSz.msg_sz;
sen_post(sen_in)
out
outArgs
respMsgSz
outArgs->respMsgSz;",ok,,,1.2867851257324219,"123456-
fprintf(stderr, ""Unable to pop the context in cudaforward init!\n"");
return -1;
fprintf(stderr, ""cudaforwarder initialized !\n"");
return 0;
/* For the libvirt data transfers using datatransfer-serial.h, this handler func
tion is
10
context.
11
* This creates a problem in cases where the guest calls driver api functions. 
his is solved
12
* by creating a main cuda handler thread. The CUDA API can the manage contexts
itself,
13
as is normal. Please see the comment in the main cuda handler function above.
14
15
tion.
16
17
For now, it is garuanteed that only one handler exists at a time (to avoid ra
ce
conditions
18
* 
and a lot of work..) */
19
static void_cudaFwdMsgHandler(void *msg, uint32_t msg_sz, void** respMsg, uint32
*respMsgSz){
20
222456222
if(msg == NULL) // Handle empty messages
return;
inArgs->msg_= msg;
inArgs->msgSz = msg_sz;
sem_post(&sem_in):
sem_wait(&sem_out);
*respMsg = outArgs->respMsg;
30
*respMsgSz = outArgs->respMsgSz;",0.38790406673618355,0.695852534562212
rapidocr,dorn_cuda_060,cuda,5,gaussian_sigma_4,results/grounded_protocol_3lang_20260721/rendered/perturbation/gaussian_sigma_4/dorn_cuda_060.png,,empty,,,0.11171317100524902,"123456-
fprintf(stderr, ""Unable to pop the context in cudaforward init!\n"");
return -1;
fprintf(stderr, ""cudaforwarder initialized !\n"");
return 0;
/* For the libvirt data transfers using datatransfer-serial.h, this handler func
tion is
10
context.
11
* This creates a problem in cases where the guest calls driver api functions. 
his is solved
12
* by creating a main cuda handler thread. The CUDA API can the manage contexts
itself,
13
as is normal. Please see the comment in the main cuda handler function above.
14
15
tion.
16
17
For now, it is garuanteed that only one handler exists at a time (to avoid ra
ce
conditions
18
* 
and a lot of work..) */
19
static void_cudaFwdMsgHandler(void *msg, uint32_t msg_sz, void** respMsg, uint32
*respMsgSz){
20
222456222
if(msg == NULL) // Handle empty messages
return;
inArgs->msg_= msg;
inArgs->msgSz = msg_sz;
sem_post(&sem_in):
sem_wait(&sem_out);
*respMsg = outArgs->respMsg;
30
*respMsgSz = outArgs->respMsgSz;",1.0,0.0
rapidocr,dorn_cuda_090,cuda,6,gaussian_sigma_1,results/grounded_protocol_3lang_20260721/rendered/perturbation/gaussian_sigma_1/dorn_cuda_090.png,"float3 d;
// direction
intersect ray with a box
http://www.siggraph.org/education/materials/HyperGraph/raytrace/rtinter3.htm
device
int intersectBox(Ray r, float3 boxmin, float3 boxmax, float *tnear, float *tfar)
10
//computeintersection of raywithaiil six bbox planes
float3invR=make_float3(1.0f)/r.d;
float3 tbot = invR* (boxmin -'r.o);
12
13
float3 ttop = invR *
(boxmax
r.o);
14
15
// re-order intersections to find smallest and largest on each axis
float3 tmin = fminf(ttop, tbot);
float3
tmax=
fmaxf(ttop,tbot);
18
l/ find the largest tmin and the smallest tmax
float largest_tmin = fmaxf(fmaxf(tmin.x, tmin.y), fmaxf(tmin.x, tmin.z)):
float smailest_tmax = fminf(fminf(tmax.x,tmax.y),fminf(tmax.x,tmax.z));
21
*tnear = largest_tmin;
*tfar = smaliest_tmax;
return smallest_tmax> largest_tmin;
transform vector by matrix (no translation)
device
float3 muT(const float3x4 &M, const float3 &v)
3345333
float3 r;
r.x= dot(v,make_float3(M.m[o]
r.y = dot(v, make_float3(M.m[1
dot(v,make_float3(M.m[2
r.z=
return r;
39
40
//transform vector bymatrix with translation
device
Float4 mut(const float3x4 &M, const float4 &v)
42
43
44
float4 r;
r.x = dot(v, M.m[o]
46
r.y = dot(v, M.m[
47
dot(v, M.m[
r.w = 1.0f;
49
return r;
50",ok,,,1.1616828441619873,"float3 d;
// direction
intersect ray with a box
http://www.siggraph.org/education/materials/HyperGraph/raytrace/rtinter3.htm
device
int intersectBox(Ray r, float3 boxmin, float3 boxmax, float *tnear, float *tfar)
10
// compute intersection of ray with all six bbox planes
float3 invR = make_float3(1.of) / r.d;
23
fioat3 tbot = invR-* (boxmin -'r.o);
float3 ttop = invR * (boxmax -
- r.o);
// re-order intersections to find smallest and largest on each axis
fioat3 tmin = fminf(ttop, tbot);
float3 tmax = fmaxf(ttop, tbot);
// find the largest tmin and the smallest tmax
((z' ax')xe *(' ax')xe)xe = -+sae eo+
float smailest_tmax = fminf(fminf(tmax.x, tmax.y), fminf(tmax.X, tmax.z))
*tnear = largest_tmin;
*tfar = smaliest_tmax;
return smallest_tmax > largest_tmin;
/ transform vector by matrix (no translation)
device
31
float3 mul(const float3x4 &M, const float3 &v)
32
343
float3 r;
r.x = dot(v, make_float3(M.m[o]
r.y = dot(v, make_float3(M.m[1
333
r.z = dot(v, make_float3(M.m[2
return r;
38
39
//transform vector by matrix with translation
41
device
42
float4 mut(const float3x4 &M, const float4 &v)
43
44
float4 r;
45
r.x = dot(v, M.m[o]
46
r.y = dot(v, M.m[
47
r.z = dot(v, M.m[2
48
r.w = 1.0f;
49
return r;
50",0.13711001642036125,0.8862433862433862
rapidocr,dorn_cuda_090,cuda,6,gaussian_sigma_2,results/grounded_protocol_3lang_20260721/rendered/perturbation/gaussian_sigma_2/dorn_cuda_090.png,"li direction
float3
intersect ray with a
htto:/w
l.s1ggraph.org
device
intersectBox(Ray r,float3boxmin,float3 boxmax,float tnear,float tfar)
int
conpute_intersection of ray with all six bbox planes
float3
invR
make_float3(1.0f) / r.d;
float3
invR
(boxmin*r.o):
float3
ttop
invR
(DoXmaX
r.o):
re-order
intersections
to find
argest
each
float3
tmin
fminf(ttop,
tbot):
float3
fmaxf(ttop,
tmaX
tbot):
the Largest tmin
find
the
xew3 3so11ews
fmaxf(tmin.X,
tmin.z)):
oat
(tmin.X,
tmin.y)
smatlest_tmax
float
fminfifminfitmax.x
tmax.
fminfitmax.x.
tmax.2z))
tnear m largest_tmin;
tfar
smaitest_tmax;
return smallest_tmax>Largest_tmin;
transformvectorb
matrix(notranslation)
float3
mut(const float3x4 EM,
const float3 &v)
float3ri
r.y
dotiv,
make_float3(M
make_float3(M
return r:
I transform vector
matrix with translation
float3x4M.
Toat4
muliconst
const float4 &v)
float4
dotiv.
dotiv,
r.y
dotiv
1.0f:
return",ok,,,1.1835100650787354,"float3 d;
// direction
intersect ray with a box
http://www.siggraph.org/education/materials/HyperGraph/raytrace/rtinter3.htm
device
int intersectBox(Ray r, float3 boxmin, float3 boxmax, float *tnear, float *tfar)
10
// compute intersection of ray with all six bbox planes
float3 invR = make_float3(1.of) / r.d;
23
fioat3 tbot = invR-* (boxmin -'r.o);
float3 ttop = invR * (boxmax -
- r.o);
// re-order intersections to find smallest and largest on each axis
fioat3 tmin = fminf(ttop, tbot);
float3 tmax = fmaxf(ttop, tbot);
// find the largest tmin and the smallest tmax
((z' ax')xe *(' ax')xe)xe = -+sae eo+
float smailest_tmax = fminf(fminf(tmax.x, tmax.y), fminf(tmax.X, tmax.z))
*tnear = largest_tmin;
*tfar = smaliest_tmax;
return smallest_tmax > largest_tmin;
/ transform vector by matrix (no translation)
device
31
float3 mul(const float3x4 &M, const float3 &v)
32
343
float3 r;
r.x = dot(v, make_float3(M.m[o]
r.y = dot(v, make_float3(M.m[1
333
r.z = dot(v, make_float3(M.m[2
return r;
38
39
//transform vector by matrix with translation
41
device
42
float4 mut(const float3x4 &M, const float4 &v)
43
44
float4 r;
45
r.x = dot(v, M.m[o]
46
r.y = dot(v, M.m[
47
r.z = dot(v, M.m[2
48
r.w = 1.0f;
49
return r;
50",0.3793103448275862,0.574750830564784
rapidocr,dorn_cuda_090,cuda,6,gaussian_sigma_4,results/grounded_protocol_3lang_20260721/rendered/perturbation/gaussian_sigma_4/dorn_cuda_090.png,,empty,,,0.13823413848876953,"float3 d;
// direction
intersect ray with a box
http://www.siggraph.org/education/materials/HyperGraph/raytrace/rtinter3.htm
device
int intersectBox(Ray r, float3 boxmin, float3 boxmax, float *tnear, float *tfar)
10
// compute intersection of ray with all six bbox planes
float3 invR = make_float3(1.of) / r.d;
23
fioat3 tbot = invR-* (boxmin -'r.o);
float3 ttop = invR * (boxmax -
- r.o);
// re-order intersections to find smallest and largest on each axis
fioat3 tmin = fminf(ttop, tbot);
float3 tmax = fmaxf(ttop, tbot);
// find the largest tmin and the smallest tmax
((z' ax')xe *(' ax')xe)xe = -+sae eo+
float smailest_tmax = fminf(fminf(tmax.x, tmax.y), fminf(tmax.X, tmax.z))
*tnear = largest_tmin;
*tfar = smaliest_tmax;
return smallest_tmax > largest_tmin;
/ transform vector by matrix (no translation)
device
31
float3 mul(const float3x4 &M, const float3 &v)
32
343
float3 r;
r.x = dot(v, make_float3(M.m[o]
r.y = dot(v, make_float3(M.m[1
333
r.z = dot(v, make_float3(M.m[2
return r;
38
39
//transform vector by matrix with translation
41
device
42
float4 mut(const float3x4 &M, const float4 &v)
43
44
float4 r;
45
r.x = dot(v, M.m[o]
46
r.y = dot(v, M.m[
47
r.z = dot(v, M.m[2
48
r.w = 1.0f;
49
return r;
50",1.0,0.0
