visual_image_width,visual_image_height,visual_aspect_ratio,visual_non_background_pixel_density,visual_code_bounding_box_width,visual_code_bounding_box_height,visual_code_bounding_box_area_ratio,visual_left_margin_mean,visual_left_margin_std,visual_left_margin_min,visual_left_margin_max,visual_indentation_depth_proxy,visual_horizontal_whitespace_ratio,visual_vertical_whitespace_ratio,visual_number_of_visual_text_lines,visual_estimated_line_height,visual_line_spacing_mean,visual_line_length_mean,visual_line_length_max,visual_line_length_std,visual_dense_block_ratio,visual_empty_vertical_gap_count,visual_color_diversity,visual_contrast_score,visual_clutter_score,visual_error,rq0_id,dataset_name,image_path
779.0,295.0,2.640677966101695,0.9979895998781576,779.0,295.0,1.0,0.0,0.0,0.0,0.0,0.0,0.002010400121842393,0.0,1.0,295.0,0.0,779.0,779.0,0.0,1.0,0.0,54.0,54.79304329302245,53.89143839342051,0.0,rq0_0023,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0023.png
851.0,320.0,2.659375,0.9980611045828437,851.0,320.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0019388954171563055,0.0,1.0,320.0,0.0,851.0,851.0,0.0,1.0,0.0,56.0,49.54093062136517,55.89142185663925,0.0,rq0_0024,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0024.png
777.0,220.0,3.5318181818181817,0.9893822393822393,777.0,220.0,1.0,0.0,0.0,0.0,0.0,0.0,0.010617760617760652,0.0,1.0,220.0,0.0,777.0,777.0,0.0,1.0,0.0,56.0,54.016814587421614,55.4054054054054,0.0,rq0_0025,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0025.png
777.0,245.0,3.1714285714285713,0.996874425445854,777.0,245.0,1.0,0.0,0.0,0.0,0.0,0.0,0.003125574554145971,0.0,1.0,245.0,0.0,777.0,777.0,0.0,1.0,0.0,46.0,55.66373052305076,45.856223570509286,0.0,rq0_0026,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0026.png
476.0,120.0,3.966666666666667,0.9970238095238095,476.0,120.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0029761904761904656,0.0,1.0,120.0,0.0,476.0,476.0,0.0,1.0,0.0,50.0,63.11013661776433,49.851190476190474,0.0,rq0_0027,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0027.png
778.0,320.0,2.43125,0.9804868251928021,778.0,320.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01951317480719794,0.0,1.0,320.0,0.0,778.0,778.0,0.0,1.0,0.0,44.0,54.23277472155112,43.14142030848329,0.0,rq0_0028,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0028.png
779.0,320.0,2.434375,0.9967867458279845,779.0,320.0,1.0,0.0,0.0,0.0,0.0,0.0,0.003213254172015456,0.0,1.0,320.0,0.0,779.0,779.0,0.0,1.0,0.0,48.0,56.2151758446553,47.84576379974326,0.0,rq0_0029,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0029.png
779.0,220.0,3.540909090909091,0.9869471350215895,779.0,220.0,1.0,0.0,0.0,0.0,0.0,0.0,0.013052864978410517,0.0,1.0,220.0,0.0,779.0,779.0,0.0,1.0,0.0,49.0,52.616389840856826,48.360409616057886,0.0,rq0_0030,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0030.png
779.0,345.0,2.2579710144927536,0.9734516567133634,779.0,345.0,1.0,0.0,0.0,0.0,0.0,0.0,0.026548343286636578,0.0,1.0,345.0,0.0,779.0,779.0,0.0,1.0,0.0,41.0,50.79599590228203,39.9115179252479,0.0,rq0_0031,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0031.png
658.0,220.0,2.9909090909090907,0.9963249516441006,658.0,220.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0036750483558993796,0.0,1.0,220.0,0.0,658.0,658.0,0.0,1.0,0.0,36.0,60.65639905390703,35.86769825918762,0.0,rq0_0032,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0032.png
779.0,420.0,1.8547619047619048,0.987477840943823,779.0,420.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01252215905617704,0.0,1.0,420.0,0.0,779.0,779.0,0.0,1.0,0.0,58.0,55.720302544388666,57.273714774741734,0.0,rq0_0033,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0033.png
898.0,170.0,5.2823529411764705,0.9952901873444255,898.0,170.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0047098126555744635,0.0,1.0,170.0,0.0,898.0,898.0,0.0,1.0,0.0,43.0,52.59776951239512,42.797478055810295,0.0,rq0_0034,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0034.png
779.0,320.0,2.434375,0.996321405648267,779.0,320.0,1.0,0.0,0.0,0.0,0.0,0.0,0.003678594351733011,0.0,1.0,320.0,0.0,779.0,779.0,0.0,1.0,0.0,46.0,57.65576501339185,45.83078465982028,0.0,rq0_0035,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0035.png
777.0,195.0,3.9846153846153847,0.9976437976437976,777.0,195.0,1.0,0.0,0.0,0.0,0.0,0.0,0.002356202356202375,0.0,1.0,195.0,0.0,777.0,777.0,0.0,1.0,0.0,45.0,55.70297484869662,44.893970893970895,0.0,rq0_0036,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0036.png
778.0,170.0,4.576470588235294,0.9976939361862998,778.0,170.0,1.0,0.0,0.0,0.0,0.0,0.0,0.002306063813700243,0.0,1.0,170.0,0.0,778.0,778.0,0.0,1.0,0.0,46.0,51.8462658091146,45.89392106456979,0.0,rq0_0037,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0037.png
779.0,370.0,2.1054054054054054,0.9853346285952191,779.0,370.0,1.0,0.0,0.0,0.0,0.0,0.0,0.014665371404780858,0.0,1.0,370.0,0.0,779.0,779.0,0.0,1.0,0.0,46.0,53.005367671681356,45.32539291538008,0.0,rq0_0038,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0038.png
596.0,170.0,3.5058823529411764,0.9978878799842085,596.0,170.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00211212001579153,0.0,1.0,170.0,0.0,596.0,596.0,0.0,1.0,0.0,45.0,59.01386596933217,44.90495459928938,0.0,rq0_0039,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0039.png
778.0,195.0,3.98974358974359,0.9959462131698635,778.0,195.0,1.0,0.0,0.0,0.0,0.0,0.0,0.004053786830136463,0.0,1.0,195.0,0.0,778.0,778.0,0.0,1.0,0.0,42.0,57.1837132424322,41.82974095313427,0.0,rq0_0040,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0040.png
777.0,145.0,5.358620689655172,0.9966360449119069,777.0,145.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0033639550880930624,0.0,1.0,145.0,0.0,777.0,777.0,0.0,1.0,0.0,46.0,56.41925656939287,45.84525806594772,0.0,rq0_0041,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0041.png
573.0,145.0,3.9517241379310346,0.9968225311428056,573.0,145.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0031774688571943877,0.0,1.0,145.0,0.0,573.0,573.0,0.0,1.0,0.0,38.0,58.92747208213449,37.87925618342661,0.0,rq0_0042,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0042.png
778.0,195.0,3.98974358974359,0.9964405774174412,778.0,195.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0035594225825588133,0.0,1.0,195.0,0.0,778.0,778.0,0.0,1.0,0.0,46.0,60.71820106796766,45.836266561202294,0.0,rq0_0043,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0043.png
779.0,370.0,2.1054054054054054,0.9834125524754537,779.0,370.0,1.0,0.0,0.0,0.0,0.0,0.0,0.016587447524546328,0.0,1.0,370.0,0.0,779.0,779.0,0.0,1.0,0.0,44.0,50.1630164010593,43.27015230891996,0.0,rq0_0044,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0044.png
777.0,295.0,2.6338983050847458,0.9870340073729904,777.0,295.0,1.0,0.0,0.0,0.0,0.0,0.0,0.012965992627009593,0.0,1.0,295.0,0.0,777.0,777.0,0.0,1.0,0.0,41.0,52.28113216320835,40.46839430229261,0.0,rq0_0045,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0045.png
777.0,295.0,2.6338983050847458,0.978186418864385,777.0,295.0,1.0,0.0,0.0,0.0,0.0,0.0,0.021813581135615046,0.0,1.0,295.0,0.0,777.0,777.0,0.0,1.0,0.0,41.0,50.64502974905402,40.10564317343978,0.0,rq0_0046,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0046.png
779.0,295.0,2.640677966101695,0.9986336241596135,779.0,295.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0013663758403864579,0.0,1.0,295.0,0.0,779.0,779.0,0.0,1.0,0.0,39.0,48.41417445621698,38.94671134222493,0.0,rq0_0047,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0047.png
706.0,220.0,3.209090909090909,0.9981135719804275,706.0,220.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0018864280195725058,0.0,1.0,220.0,0.0,706.0,706.0,0.0,1.0,0.0,42.0,53.68588196521011,41.92077002317795,0.0,rq0_0048,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0048.png
753.0,195.0,3.8615384615384616,0.9981884428099568,753.0,195.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0018115571900432226,0.0,1.0,195.0,0.0,753.0,753.0,0.0,1.0,0.0,56.0,53.101807190339144,55.89855279735758,0.0,rq0_0049,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0049.png
778.0,145.0,5.36551724137931,0.9968087935466714,778.0,145.0,1.0,0.0,0.0,0.0,0.0,0.0,0.003191206453328599,0.0,1.0,145.0,0.0,778.0,778.0,0.0,1.0,0.0,57.0,59.3607173255336,56.81810123216027,0.0,rq0_0050,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0050.png
875.0,195.0,4.487179487179487,0.9951882783882784,875.0,195.0,1.0,0.0,0.0,0.0,0.0,0.0,0.004811721611721609,0.0,1.0,195.0,0.0,875.0,875.0,0.0,1.0,0.0,52.0,53.36606181433149,51.749790476190476,0.0,rq0_0051,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0051.png
779.0,245.0,3.179591836734694,0.9917686201566634,779.0,245.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00823137984333655,0.0,1.0,245.0,0.0,779.0,779.0,0.0,1.0,0.0,39.0,52.397325729656394,38.67897618610987,0.0,rq0_0052,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0052.png
779.0,245.0,3.179591836734694,0.9960074402032957,779.0,245.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00399255979670432,0.0,1.0,245.0,0.0,779.0,779.0,0.0,1.0,0.0,38.0,57.4725998031032,37.848282727725234,0.0,rq0_0053,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0053.png
779.0,245.0,3.179591836734694,0.9881271122056011,779.0,245.0,1.0,0.0,0.0,0.0,0.0,0.0,0.011872887794398879,0.0,1.0,245.0,0.0,779.0,779.0,0.0,1.0,0.0,52.0,52.20005449977855,51.38260983469126,0.0,rq0_0054,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0054.png
779.0,170.0,4.58235294117647,0.9967756550630522,779.0,170.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0032243449369477872,0.0,1.0,170.0,0.0,779.0,779.0,0.0,1.0,0.0,27.0,56.22772475978489,26.912942686702408,0.0,rq0_0055,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0055.png
910.0,170.0,5.352941176470588,0.9953264382676147,910.0,170.0,1.0,0.0,0.0,0.0,0.0,0.0,0.004673561732385312,0.0,1.0,170.0,0.0,910.0,910.0,0.0,1.0,0.0,38.0,58.035408594686864,37.82240465416936,0.0,rq0_0056,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0056.png
779.0,220.0,3.540909090909091,0.9977418601937216,779.0,220.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0022581398062784253,0.0,1.0,220.0,0.0,779.0,779.0,0.0,1.0,0.0,39.0,54.36705718054823,38.91193254755514,0.0,rq0_0057,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0057.png
778.0,145.0,5.36551724137931,0.9969860827940785,778.0,145.0,1.0,0.0,0.0,0.0,0.0,0.0,0.003013917205921479,0.0,1.0,145.0,0.0,778.0,778.0,0.0,1.0,0.0,39.0,53.09655761766076,38.88245722896906,0.0,rq0_0058,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0058.png
705.0,170.0,4.147058823529412,0.9959198998748435,705.0,170.0,1.0,0.0,0.0,0.0,0.0,0.0,0.004080100125156472,0.0,1.0,170.0,0.0,705.0,705.0,0.0,1.0,0.0,46.0,55.48241893301143,45.8123153942428,0.0,rq0_0059,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0059.png
609.0,145.0,4.2,0.9970669837495045,609.0,145.0,1.0,0.0,0.0,0.0,0.0,0.0,0.002933016250495468,0.0,1.0,145.0,0.0,609.0,609.0,0.0,1.0,0.0,46.0,59.20378353130055,45.86508125247721,0.0,rq0_0060,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0060.png
779.0,195.0,3.994871794871795,0.9958658372008822,779.0,195.0,1.0,0.0,0.0,0.0,0.0,0.0,0.004134162799117824,0.0,1.0,195.0,0.0,779.0,779.0,0.0,1.0,0.0,46.0,59.5566794851839,45.80982851124058,0.0,rq0_0061,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0061.png
778.0,170.0,4.576470588235294,0.9973915015877817,778.0,170.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0026084984122183297,0.0,1.0,170.0,0.0,778.0,778.0,0.0,1.0,0.0,38.0,54.53995015022398,37.9008770603357,0.0,rq0_0062,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0062.png
777.0,120.0,6.475,0.9955276705276705,777.0,120.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0044723294723294504,0.0,1.0,120.0,0.0,777.0,777.0,0.0,1.0,0.0,56.0,61.21358171993913,55.74954954954955,0.0,rq0_0063,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0063.png
779.0,220.0,3.540909090909091,0.9966098727972925,779.0,220.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0033901272027074825,0.0,1.0,220.0,0.0,779.0,779.0,0.0,1.0,0.0,49.0,57.14068045852616,48.833883767067334,0.0,rq0_0064,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0064.png
635.0,345.0,1.8405797101449275,0.9913317357069497,635.0,345.0,1.0,0.0,0.0,0.0,0.0,0.0,0.008668264293050343,0.0,1.0,345.0,0.0,635.0,635.0,0.0,1.0,0.0,65.0,55.02162754557934,64.43656282095172,0.0,rq0_0065,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0065.png
790.0,145.0,5.448275862068965,0.9961065037101702,790.0,145.0,1.0,0.0,0.0,0.0,0.0,0.0,0.003893496289829823,0.0,1.0,145.0,0.0,790.0,790.0,0.0,1.0,0.0,39.0,57.896443916975585,38.84815364469664,0.0,rq0_0066,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0066.png
778.0,170.0,4.576470588235294,0.9974444276425223,778.0,170.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00255557235747772,0.0,1.0,170.0,0.0,778.0,778.0,0.0,1.0,0.0,38.0,53.98852510142187,37.90288825041585,0.0,rq0_0067,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0067.png
779.0,270.0,2.8851851851851853,0.9982646317691247,779.0,270.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0017353682308752783,0.0,1.0,270.0,0.0,779.0,779.0,0.0,1.0,0.0,41.0,54.54532750734431,40.92884990253411,0.0,rq0_0068,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0068.png
767.0,295.0,2.6,0.9913464300709345,767.0,295.0,1.0,0.0,0.0,0.0,0.0,0.0,0.008653569929065519,0.0,1.0,295.0,0.0,767.0,767.0,0.0,1.0,0.0,61.0,50.300941168343606,60.472132234327006,0.0,rq0_0069,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0069.png
777.0,320.0,2.428125,0.9970962033462033,777.0,320.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0029037966537966975,0.0,1.0,320.0,0.0,777.0,777.0,0.0,1.0,0.0,39.0,55.93819492036595,38.88675193050193,0.0,rq0_0070,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0070.png
849.0,195.0,4.3538461538461535,0.9970644196792606,849.0,195.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0029355803207393727,0.0,1.0,195.0,0.0,849.0,849.0,0.0,1.0,0.0,41.0,54.285956532735646,40.87964120684968,0.0,rq0_0071,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0071.png
778.0,170.0,4.576470588235294,0.9962044457885982,778.0,170.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0037955542114017637,0.0,1.0,170.0,0.0,778.0,778.0,0.0,1.0,0.0,38.0,57.69560269959442,37.85576893996673,0.0,rq0_0072,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0072.png
779.0,395.0,1.9721518987341773,0.9788433727108756,779.0,395.0,1.0,0.0,0.0,0.0,0.0,0.0,0.021156627289124375,0.0,1.0,395.0,0.0,779.0,779.0,0.0,1.0,0.0,52.0,50.84981510828061,50.89985538096553,0.0,rq0_0073,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0073.png
777.0,170.0,4.570588235294117,0.9985085926262397,777.0,170.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0014914073737603006,0.0,1.0,170.0,0.0,777.0,777.0,0.0,1.0,0.0,24.0,51.43621861866616,23.964206223029752,0.0,rq0_0074,Buse,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0074.png
