snippet_id,language,image_path,image_sha256,width,height,pixel_std_mean,nonconstant
dorn_cuda_014,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_014.png,c3a6d346524bb4f0e2b7a6639f6552db77315e59a0a31a8195311a9a33c6ba94,1028,734,41.77235630127387,True
dorn_cuda_015,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_015.png,8c74a21843df2d4eea16c067a08247134302e6efcee6ed6e10a04cab29cd4604,1028,734,40.570427945736014,True
dorn_cuda_016,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_016.png,7999c781da6df94f4b448cc598582d9d4f4953ad90545dca8cf301dcab406531,1028,734,52.032224415854216,True
dorn_cuda_017,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_017.png,d5e15a3fa341c719996242a956a5faa277c83ba5bdc4e5a21aecdc25c97f3fee,1028,1049,34.09809888930152,True
dorn_cuda_018,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_018.png,8acfed282d8b40d54479be0634d05e4f4b67f063ee79c7fdb2d4b5b1a6482074,1028,713,43.056677308647615,True
dorn_cuda_019,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_019.png,0ead6503166e8f3b2254c0ad13016cf84d42ed6345762bda7c377476876f3aaa,1028,713,33.6524370402721,True
dorn_cuda_020,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_020.png,cb58fe4c97f47e07f1900de10a372f9fe36f071907c1d42154771a0bdbf8e8a2,1028,1217,44.568735480893245,True
dorn_cuda_021,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_021.png,74a28771e10996486bdcbaed40adf44ab115289c6790fb8c6e0713c29cc5d3ca,1028,356,43.38269945194232,True
dorn_cuda_022,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_022.png,b0de18b60e8da0a0bf946a7ab850ee500be46cf81d73457c1e1f7c1ea381fa86,1028,692,33.895215516856844,True
dorn_cuda_023,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_023.png,87fac7fd0017c9178412b8a7d8547a524d86c8b405cb42013d0bfea02ab1aae7,1028,1175,49.37930298082733,True
dorn_cuda_024,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_024.png,fdd005773185f4cbda31cdcbdbcba26123dfc3b1d39c081758e031a1f57bfbce,1028,839,50.426285595187295,True
dorn_cuda_025,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_025.png,623d138419db3be33002bf2c477f5904987402067dbc25abb4f9316760764000,1028,839,51.8975913712774,True
dorn_cuda_026,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_026.png,c82e2d32d5c2ad267b79c43d9084078f253870369fb2c5149728f49fd9f573a9,1028,1217,35.86709659800713,True
dorn_cuda_027,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_027.png,cd7cb286d098de238774b0ef1ed9f3ca95aa74738d32d046cd659870928be49e,1028,608,41.53920241750114,True
dorn_cuda_028,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_028.png,6dc9d7f8c16c5e74b970f45e1f5cc4359ed76be511eb96e77863cf385e1030f6,1028,1154,38.7347913217879,True
dorn_cuda_029,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_029.png,5eac61115a896b8cd8c6cb181327bf084cadecf396f97fceee525ecfbcb0cc95,1028,230,28.981486397164435,True
dorn_cuda_030,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_030.png,0a2c7c285c1436ba8feea53bc189b5987f52a502b5cbc294b3d16b06e92dd542,1028,1448,49.28437406321884,True
dorn_cuda_031,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_031.png,8381529ecb5044a5b93dadf6f27b2a5679369d52fa453abb68d74499de5765b1,1028,1112,31.48296930758759,True
dorn_cuda_032,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_032.png,9e32cbbfccd6bafdec90563c56fc607ea4f78576ff89d5bb70843e588147cdae,1028,272,46.20024811028102,True
dorn_cuda_033,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_033.png,60d2643692970891a26da84e84d32629e69f6d00e1b304000d73f33efb9e6158,1028,818,47.42740023182595,True
dorn_cuda_034,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_034.png,23b88de017e8a75f9584a6c12c94b9af1f925add71633198dc78ca7f94e633b6,1028,1301,48.98376914173597,True
dorn_cuda_035,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_035.png,4cd6398b4dae379c8cf953fad81c9be6ebcaf609546faa7a7f580cb083fa6dbb,1028,230,29.34066372071295,True
dorn_cuda_036,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_036.png,e2bcf9cb8e56ab3dbe21d874aa187c40161e49e8aaf9f661902c9439d3e03eb9,1028,1322,43.51646622226203,True
dorn_cuda_037,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_037.png,8aca003a789d48de2a0f19690a33be3443736436db74e7453482ff0e6a1c7573,1028,1133,36.505787046466224,True
dorn_cuda_038,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_038.png,271f9cb75e8593da774618ea5e752e3d360945c42785f6bc23b25da879948233,1028,1406,26.780191263604227,True
dorn_cuda_039,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_039.png,f08600eabd9837e52d8ab4c4386df3b2c410b40bfe572a7f358b9e20acca539d,1028,692,33.66481255630267,True
dorn_cuda_040,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_040.png,1dd718b7fe9d6cf2fec7c9b00a1e98127df36691757401ce851d7d9862fd5d8b,1028,209,20.561070068349213,True
dorn_cuda_041,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_041.png,c1b63d00772f934ae784a41c8db58c9c9c686602863f68a8e33c2484e5f46eec,1028,650,28.45901771340425,True
dorn_cuda_042,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_042.png,c5d8657e7c92506b5dc646c5f612ab00aa1ccb923d50a6d3b88a45961ace5122,1028,1112,36.62532461277227,True
dorn_cuda_043,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_043.png,d71c784b7a2f60259a3dee9134bbf103aad047074fa2c4a54e949d2baaef0c69,1028,293,51.31538055991714,True
dorn_cuda_044,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_044.png,d19899539f42a73ca1a566e26b2b013f8a55da78304a58f1aa93c3312d3b98a8,1028,650,30.463975687088574,True
dorn_cuda_045,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_045.png,45cc36fc652b90dcf70bda3a70f47ed7ca01a4eb2baf24b057901ae6978e7cf1,1028,209,59.35186016950945,True
dorn_cuda_046,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_046.png,4238f1ca3e274c9c0d4c3bfe39b9216f6183247bc753c0d1a18404ab563b14f9,1028,1175,36.98246011759188,True
dorn_cuda_047,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_047.png,366b2a0a4819d7a73ca94cb42136546b960b3023283bacbfbaaf19bfc26da0d6,1028,1574,49.448286375431216,True
dorn_cuda_048,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_048.png,905352f24fdf3fc18507726295a098faf28f976945d531bd9cc7d2e43ec8abb7,1028,755,38.2843330354587,True
dorn_cuda_049,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_049.png,2087bd46085288d01162bb5403997c6aeb56dfcc93d8a7ea40de12fb9241893b,1028,293,42.545351089674334,True
dorn_cuda_050,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_050.png,6e28ddcd9fcc74c9647f3b6f4c4eff4f6437b1dcc72b1eabb643182b45ae5d34,1028,650,47.72989376861356,True
dorn_cuda_051,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_051.png,f6c9f711c8d86a9e081ae537e0d649734f2d263dbce701bef8963f456bcf88ea,1028,1322,43.14282405814271,True
dorn_cuda_052,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_052.png,4cd0669030fb5e22a6106b717e22ceefe94b07ffbdfb8ccb2e8fa1153996c226,1028,230,36.123421513779334,True
dorn_cuda_053,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_053.png,dbd457568350ed58f52456c527680c066505e49166f4aa8be5c48016f0ad121c,1028,1112,41.868029026512296,True
dorn_cuda_054,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_054.png,9299a997181123f84c504e981999891ddaccfa5f670d153b1e90bed2fab893e5,1028,230,22.27441285743305,True
dorn_cuda_055,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_055.png,9f585882a3958a827c630a89a338efd8375a91421ad0ac30eb1887af920b482f,1028,251,41.25182521653051,True
dorn_cuda_056,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_056.png,1cc7b576a96f8027e837c2a3e0479304c4f24dc4c56cc87fa6144a1fd6ee42de,1028,230,42.4247730994363,True
dorn_cuda_057,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_057.png,317d6ebd128bffbbd7d99c9de69b47639c8c4d31cc5cda321ac92b8cca644328,1028,188,40.48654482107428,True
dorn_cuda_058,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_058.png,50a5f0dcd489e56409aa4873596f2b228f6326cceab8d32cc9c7a1be15228fac,1028,146,50.70600304295515,True
dorn_cuda_059,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_059.png,6e34779f8af067616b477cb0a21b4e91f45bc2a355b78e232a31cf3dc86e1060,1028,1133,40.515366407381926,True
dorn_cuda_060,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_060.png,248839cace4cb877fb6fa6c0268be2d97efb17fec9aa8d587a0f1dd85457dcb4,1028,818,30.681567002261147,True
dorn_cuda_061,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_061.png,9effe40d71bf56c102376b406f26dc60adc641395ef9318db6013418ef41e3c4,1028,692,42.210763019395465,True
dorn_cuda_062,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_062.png,f277f2fc3e9a235d7a1c9697eadaff90466821924fb34ac2af978125a455589e,1028,167,18.386218960691913,True
dorn_cuda_063,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_063.png,0594aa02a1f8a9381e6ecd47b5ed98929e507aa9511ad6e3abc55d57bfb69d49,1028,230,40.3931715361231,True
dorn_cuda_064,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_064.png,23b88de017e8a75f9584a6c12c94b9af1f925add71633198dc78ca7f94e633b6,1028,1301,48.98376914173597,True
dorn_cuda_065,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_065.png,7fe506fc3279d81274be6791df16f3c8417a6bc5b7e65e30801b1e426b264025,1028,251,29.230601177269943,True
dorn_cuda_066,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_066.png,1c3b31de2c817f92bcc8aa2b065825d2571e17f3bff4fedf97c69507c0496edd,1028,230,26.637937100961597,True
dorn_cuda_067,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_067.png,c743e139493ca9f30e0e74777f5e9a73144209b4a3b043dfcb9bc3eb2eaa02d5,1028,335,53.37067633062353,True
dorn_cuda_068,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_068.png,0db30bd71ffe69aa2f45b0c3bb413775562df257d22c8c24b38fb07d6c1499e5,1028,713,42.16031050187604,True
dorn_cuda_069,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_069.png,fddac9aacd0d081ceb580a3adf23ab7de90ee1f8c806c4051363a72f3844ec84,1028,1154,50.75572237052028,True
dorn_cuda_070,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_070.png,975a39199e9abd3d7796672bc472ff154d0a7b7f28cd3f405e2d96a145db3ad5,1028,230,28.149554849781776,True
dorn_cuda_071,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_071.png,ee1d7f8ac1b8ee8d66cdbc79d6ec275ed9bd5c0375f24af6da985d4b42afdd5e,1028,671,50.217500640205884,True
dorn_cuda_072,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_072.png,08297faa6cbf8dcde6701b8a3c4b6ae26152b859c8bad9dfb7118c9995e63078,1028,230,35.78133672053822,True
dorn_cuda_073,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_073.png,cb37d0a0f227e3292647521bd167ffb4fbac6ff777a438aef383f0c0afd55e74,1028,1091,35.50180404233408,True
dorn_cuda_074,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_074.png,5dd32162505408b31b6db73b406bda83129b7dba7d7d45bee6f73979380d43a8,1028,671,36.43205693201273,True
dorn_cuda_075,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_075.png,3f0db3fa9b42c77275b84e53b104e6957a23f7d33f1dfbf833cf50e5b9f2cf03,1028,1154,33.96513025854605,True
dorn_cuda_076,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_076.png,958aeb2b442932b86868427e7b275bd1153f022e99e72bb055d0867838121793,1028,1091,35.51741723799882,True
dorn_cuda_077,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_077.png,5a137fcd9bcaec065adfeba78593221ec74d997f81e50021a4309910af5db98d,1028,230,45.08778405913974,True
dorn_cuda_078,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_078.png,9527b85d2765060cc01cdd3b83141a261950f412746498d42d5128843d4548bd,1028,965,53.249423819256684,True
dorn_cuda_079,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_079.png,a4f0cf9579b2a210be61d4f2a24702f0397f3dffac1b1be2a1c458c9d486bde5,1028,797,45.91819566369404,True
dorn_cuda_080,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_080.png,0d81bfc253bd66893dc33404f3b797e8b7c2fbfd24aace0acf014041bd852b54,1028,230,26.824166771810535,True
dorn_cuda_081,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_081.png,a10e82fa3e911cc4de7511266fc48742adc67ec07430d508b0e4daafd99342d1,1028,1259,44.31776683943331,True
dorn_cuda_082,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_082.png,0beb752ca1e0c58a1439d071ecbf12147caa9b7e0f98b3bd52ccf22808445ede,1028,839,43.57626760329555,True
dorn_cuda_083,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_083.png,1455f7b76cc2a354c60a803b132d0559910fe37bd3786e9cf1a3f2bec128000d,1028,650,52.842884756452264,True
dorn_cuda_084,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_084.png,01715d9bb192de650add8a5acdaf044c0dd48f0d80841329d5a330c2fbf8a8e3,1028,1385,51.079193576976316,True
dorn_cuda_085,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_085.png,06cd24aab27ee656a28c7987b677abae0d7cd402a8bb8ff531f63c978e2e800d,1028,251,39.80546393331427,True
dorn_cuda_086,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_086.png,140a18c1881942ad21133177b595b686664501d0518f1b98a7df31c5c8273264,1028,713,40.08955119287238,True
dorn_cuda_087,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_087.png,986375afd0e0c0204d849a55d9eca15c34bfeb503f0f550c1284f3935cced498,1028,713,43.84385723969177,True
dorn_cuda_088,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_088.png,e90499f93287f56e9eb4a144406c37f7551c742954a2a2e63198c07517dbf5b8,1028,209,19.57098430240312,True
dorn_cuda_089,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_089.png,68c5867c1d0f1831aae9d6c4d160640e4b2fad8bf608e650345efb655c241b0a,1028,839,51.968649771295524,True
dorn_cuda_090,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_090.png,c028e3bd53bcc51443d9dc9ab668953c7301de02ff84def3975d9a112b606b7f,1028,1070,34.31787174076258,True
dorn_cuda_091,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_091.png,3923a669478f36859a757ad80ba2374daf3a0e3c59ee57b99a15f0ecd7cd033e,1028,230,41.28573335024269,True
dorn_cuda_092,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_092.png,89aa79dcf260fb1f15bd396995f6057b5f3302b04956a4337287895d26d2fd96,1028,251,45.766851644745906,True
dorn_cuda_093,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_093.png,72704eac315adb5e03615809c156bdad280f6c3ad947f4447fc3d8ff7721a0de,1028,860,50.92454527559525,True
dorn_cuda_094,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_094.png,08f92fdd319c66103a1ad6dc925b85897757b443ff717eeea074dff689023fc0,1028,1175,37.053415060184484,True
dorn_cuda_095,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_095.png,6da88f8edc25c5ca92ccc73ee17e0cf99f3c223f30f15ecd8d06992af31a21b5,1028,1091,35.57283517586628,True
dorn_cuda_096,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_096.png,14ff9fb81bc3fb31760b50d8962d346307c2c66ed45c66c7a4c65a523af81e4d,1028,230,27.242487336825263,True
dorn_cuda_097,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_097.png,2dac941878f0bb83adcf0f14748d7c5743a8e948daececfc3b380f1ad001f7ed,1028,251,39.89326700889466,True
dorn_cuda_098,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_098.png,ace2a7dd93bb12d8e4c005cf828cc695a95436c5ae2145e92d39155ccc74a5fb,1028,272,48.577110318415244,True
dorn_cuda_099,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_099.png,6e34779f8af067616b477cb0a21b4e91f45bc2a355b78e232a31cf3dc86e1060,1028,1133,40.515366407381926,True
dorn_cuda_100,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_100.png,a861610054aa163e5e32eff890555d22686b96829a0ab88b0e06abfa6caf836c,1028,1154,37.39745864977851,True
dorn_cuda_101,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_101.png,4bdad9bebf8a6d5ab118a15285225e0ef5a3d4a1df5ccf8ac2e18eb160fec0db,1028,650,35.265917364921975,True
dorn_cuda_102,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_102.png,e669cad6c57de0a0d404c0b30c7271116ba79f6fac327d46d91a0b7a0b4f70bf,1028,1070,32.43915142672207,True
dorn_cuda_103,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_103.png,55223b483192b1f04e2e2a0a12d5c5bd5bbaf14722f667d2efd5d6f187599a42,1028,272,38.90288730236984,True
dorn_cuda_104,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_104.png,f0e5e2a68bca74a1798e47d9829eeedaf253f0b889ade76d4ff7441782273905,1028,629,39.40544993501674,True
dorn_cuda_105,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_105.png,2700e5849585d10319fcd7c732e7618a577b5cf6750aec1f77b32660222acb9d,1028,209,34.922707779086664,True
dorn_cuda_106,cuda,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_106.png,1c6fb584f7460dc96a7a38aed6fcaae4e10bc6e7767fa30c818ea8374555f21f,1028,1112,33.88274172787202,True
