snippet_id,dataset_name,ocr_engine,feature_loc_total,feature_loc_nonempty,feature_blank_line_ratio,feature_comment_line_ratio,feature_avg_line_length,feature_avg_nonempty_line_length,feature_max_line_length,feature_token_count,feature_avg_token_length,feature_token_entropy,feature_identifier_count,feature_identifier_unique_count,feature_avg_identifier_length,feature_keyword_count,feature_operator_count,feature_literal_count,feature_indent_mean,feature_indent_max,feature_indent_std,feature_nesting_mean,feature_nesting_max,feature_cyclomatic_estimate,feature_halstead_distinct_operators,feature_halstead_distinct_operands,feature_halstead_vocabulary,feature_halstead_length,feature_halstead_volume
dorn_cuda_108,Dorn,rapidocr,137.0,137.0,0.0,0.021897810218978103,18.7007299270073,18.7007299270073,60.0,697.0,3.3974175035868006,6.036165717470442,296.0,125.0,6.016891891891892,17.0,301.0,83.0,0.0,0.0,0.0,2.5547445255474455,4.0,3.0,13.0,198.0,211.0,680.0,5250.347448320886
dorn_cuda_109,Dorn,rapidocr,16.0,16.0,0.0,0.0625,8.625,8.625,24.0,40.0,3.25,4.527567157116929,24.0,16.0,4.5,0.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,18.0,26.0,40.0,188.01758872564366
dorn_cuda_011,Dorn,rapidocr,23.0,23.0,0.0,0.17391304347826086,12.347826086956522,12.347826086956522,28.0,117.0,2.1794871794871793,4.561430192372338,53.0,26.0,3.3962264150943398,3.0,55.0,6.0,0.0,0.0,0.0,0.30434782608695654,1.0,1.0,8.0,29.0,37.0,114.0,593.8776836817003
dorn_cuda_110,Dorn,rapidocr,126.0,126.0,0.0,0.03968253968253968,19.150793650793652,19.150793650793652,57.0,513.0,4.6003898635477585,5.763871430689685,166.0,69.0,10.198795180722891,19.0,251.0,77.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,133.0,146.0,494.0,3551.7733320867287
dorn_cuda_111,Dorn,rapidocr,63.0,63.0,0.0,0.0,16.11111111111111,16.11111111111111,60.0,247.0,3.6153846153846154,6.837811717924016,150.0,102.0,4.66,8.0,53.0,36.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,138.0,150.0,239.0,1727.6876670285155
dorn_cuda_112,Dorn,rapidocr,84.0,84.0,0.0,0.03571428571428571,14.321428571428571,14.321428571428571,60.0,521.0,2.199616122840691,6.0278072319165155,166.0,62.0,3.783132530120482,25.0,264.0,66.0,0.0,0.0,0.0,0.7619047619047619,2.0,10.0,22.0,113.0,135.0,496.0,3510.100536137212
dorn_cuda_113,Dorn,rapidocr,117.0,117.0,0.0,0.13675213675213677,15.811965811965813,15.811965811965813,51.0,577.0,2.8578856152512997,5.741129388455033,265.0,50.0,4.769811320754717,8.0,246.0,58.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,107.0,117.0,569.0,3909.237525442957
dorn_cuda_114,Dorn,rapidocr,128.0,128.0,0.0,0.015625,17.96875,17.96875,60.0,614.0,3.480456026058632,6.163142578590829,270.0,114.0,6.062962962962963,8.0,245.0,91.0,0.0,0.0,0.0,1.1796875,2.0,2.0,12.0,189.0,201.0,606.0,4636.537324854431
dorn_cuda_115,Dorn,rapidocr,86.0,86.0,0.0,0.05813953488372093,21.511627906976745,21.511627906976745,56.0,524.0,3.349236641221374,6.007020262706265,166.0,82.0,7.72289156626506,21.0,267.0,70.0,0.0,0.0,0.0,0.08139534883720931,1.0,4.0,15.0,128.0,143.0,503.0,3601.4152823995296
dorn_cuda_116,Dorn,rapidocr,47.0,47.0,0.0,0.0,16.02127659574468,16.02127659574468,62.0,160.0,4.45625,5.4159390406623515,50.0,30.0,11.0,10.0,77.0,23.0,0.0,0.0,0.0,4.0,6.0,4.0,13.0,53.0,66.0,150.0,906.659117903768
dorn_cuda_117,Dorn,rapidocr,62.0,62.0,0.0,0.06451612903225806,17.596774193548388,17.596774193548388,47.0,223.0,4.475336322869955,5.759263979152563,100.0,54.0,8.37,3.0,94.0,26.0,0.016129032258064516,1.0,0.1259717689662364,0.0,0.0,1.0,13.0,79.0,92.0,220.0,1435.1836303325429
dorn_cuda_118,Dorn,rapidocr,23.0,23.0,0.0,0.17391304347826086,21.82608695652174,21.82608695652174,56.0,135.0,3.4518518518518517,5.088076733183131,47.0,35.0,7.042553191489362,13.0,65.0,10.0,0.08695652173913043,1.0,0.2817713347133853,0.0,0.0,1.0,10.0,42.0,52.0,122.0,695.4536456132132
dorn_cuda_119,Dorn,rapidocr,40.0,40.0,0.0,0.0,13.15,13.15,60.0,196.0,2.306122448979592,5.511852678557057,65.0,28.0,3.6153846153846154,20.0,80.0,31.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,55.0,67.0,176.0,1067.631697520568
dorn_cuda_012,Dorn,rapidocr,14.0,14.0,0.0,0.14285714285714285,12.785714285714286,12.785714285714286,36.0,49.0,3.510204081632653,4.701871967519279,21.0,18.0,6.523809523809524,1.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,20.0,31.0,48.0,237.80142289857
dorn_cuda_013,Dorn,rapidocr,56.0,56.0,0.0,0.14285714285714285,14.678571428571429,14.678571428571429,59.0,247.0,2.9473684210526314,6.048939242283848,119.0,65.0,4.638655462184874,5.0,95.0,28.0,0.017857142857142856,1.0,0.13243211584099399,1.7857142857142858,2.0,1.0,12.0,93.0,105.0,242.0,1624.8474152752017
dorn_cuda_014,Dorn,rapidocr,68.0,68.0,0.0,0.04411764705882353,16.897058823529413,16.897058823529413,60.0,335.0,3.1074626865671644,6.065529084966264,134.0,63.0,5.335820895522388,23.0,139.0,39.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,95.0,110.0,312.0,2115.784230619694
dorn_cuda_015,Dorn,rapidocr,51.0,51.0,0.0,0.0,17.725490196078432,17.725490196078432,60.0,248.0,3.2903225806451615,5.878650818256614,86.0,40.0,6.8023255813953485,14.0,111.0,37.0,0.0,0.0,0.0,0.9215686274509803,1.0,2.0,18.0,72.0,90.0,234.0,1519.093624541144
dorn_cuda_016,Dorn,rapidocr,59.0,59.0,0.0,0.0,20.35593220338983,20.35593220338983,58.0,345.0,3.1652173913043478,5.538204837364348,167.0,89.0,5.287425149700598,0.0,132.0,46.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,125.0,131.0,345.0,2426.5309355304203
dorn_cuda_017,Dorn,rapidocr,79.0,79.0,0.0,0.0379746835443038,12.151898734177216,12.151898734177216,56.0,263.0,3.4220532319391634,5.977704127744964,84.0,51.0,6.583333333333333,16.0,111.0,52.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,100.0,114.0,247.0,1687.7238334986912
dorn_cuda_018,Dorn,rapidocr,51.0,51.0,0.0,0.0,17.372549019607842,17.372549019607842,56.0,219.0,3.598173515981735,5.627555024052978,73.0,35.0,8.123287671232877,11.0,101.0,34.0,0.0,0.0,0.0,0.6862745098039216,2.0,6.0,13.0,65.0,78.0,208.0,1307.3636615233477
dorn_cuda_019,Dorn,rapidocr,66.0,66.0,0.0,0.18181818181818182,18.060606060606062,18.060606060606062,58.0,258.0,4.096899224806202,6.343515883300441,116.0,67.0,5.112068965517241,9.0,96.0,37.0,0.015151515151515152,1.0,0.12215542042876588,2.212121212121212,4.0,4.0,18.0,97.0,115.0,249.0,1704.5270226851494
dorn_cuda_002,Dorn,rapidocr,9.0,9.0,0.0,0.1111111111111111,16.666666666666668,16.666666666666668,45.0,43.0,3.488372093023256,4.2374411389168944,15.0,9.0,7.466666666666667,1.0,24.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,11.0,21.0,42.0,184.47733175670794
dorn_cuda_020,Dorn,rapidocr,105.0,105.0,0.0,0.05714285714285714,20.066666666666666,20.066666666666666,57.0,470.0,4.248936170212766,5.9277994947613974,175.0,88.0,8.245714285714286,8.0,231.0,56.0,0.01904761904761905,1.0,0.1366923818514983,0.0,0.0,3.0,12.0,143.0,155.0,462.0,3361.5694752366976
dorn_cuda_021,Dorn,rapidocr,27.0,27.0,0.0,0.0,18.37037037037037,18.37037037037037,38.0,180.0,2.3777777777777778,4.655173151811376,58.0,9.0,4.758620689655173,8.0,95.0,19.0,0.0,0.0,0.0,0.07407407407407407,1.0,7.0,12.0,22.0,34.0,172.0,875.0436086950583
dorn_cuda_022,Dorn,rapidocr,48.0,48.0,0.0,0.0,13.25,13.25,56.0,224.0,2.5669642857142856,5.172718939687664,65.0,19.0,4.876923076923077,14.0,116.0,29.0,0.0,0.0,0.0,1.0625,2.0,8.0,15.0,47.0,62.0,210.0,1250.3812251812437
dorn_cuda_023,Dorn,rapidocr,123.0,123.0,0.0,0.04878048780487805,17.617886178861788,17.617886178861788,52.0,550.0,3.7963636363636364,6.262515020000022,185.0,95.0,8.762162162162163,15.0,273.0,77.0,0.0,0.0,0.0,0.0,0.0,4.0,17.0,160.0,177.0,535.0,3995.1689692944037
dorn_cuda_024,Dorn,rapidocr,84.0,84.0,0.0,0.0,19.202380952380953,19.202380952380953,58.0,472.0,3.080508474576271,5.801044197049714,218.0,94.0,5.110091743119266,14.0,192.0,48.0,0.0,0.0,0.0,1.2857142857142858,2.0,2.0,12.0,135.0,147.0,458.0,3297.449933935055
dorn_cuda_025,Dorn,rapidocr,77.0,77.0,0.0,0.025974025974025976,21.207792207792206,21.207792207792206,57.0,380.0,4.171052631578948,5.774895054092952,126.0,80.0,9.976190476190476,12.0,193.0,49.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,119.0,135.0,368.0,2604.2681397147057
dorn_cuda_026,Dorn,rapidocr,104.0,104.0,0.0,0.15384615384615385,19.134615384615383,19.134615384615383,60.0,522.0,3.4444444444444446,6.156970542193846,213.0,105.0,5.732394366197183,20.0,227.0,62.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,161.0,175.0,502.0,3740.507978139829
dorn_cuda_027,Dorn,rapidocr,49.0,49.0,0.0,0.061224489795918366,18.306122448979593,18.306122448979593,51.0,282.0,2.900709219858156,5.506609076165166,101.0,42.0,5.742574257425742,14.0,141.0,26.0,0.0,0.0,0.0,0.9387755102040817,1.0,9.0,15.0,65.0,80.0,268.0,1694.2767294298133
dorn_cuda_028,Dorn,rapidocr,97.0,97.0,0.0,0.061855670103092786,15.670103092783505,15.670103092783505,60.0,470.0,2.9404255319148938,6.198209964441222,192.0,77.0,4.958333333333333,25.0,194.0,59.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,128.0,143.0,445.0,3186.142744866383
dorn_cuda_029,Dorn,rapidocr,16.0,16.0,0.0,0.1875,7.125,7.125,18.0,35.0,3.1714285714285713,4.41158543183743,12.0,12.0,5.833333333333333,6.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,15.0,23.0,29.0,131.18329672565338
dorn_cuda_003,Dorn,rapidocr,52.0,52.0,0.0,0.0,20.76923076923077,20.76923076923077,60.0,223.0,4.408071748878924,5.815338393403102,95.0,54.0,8.389473684210527,8.0,91.0,29.0,0.0,0.0,0.0,0.7884615384615384,1.0,3.0,12.0,80.0,92.0,215.0,1402.5658205522577
dorn_cuda_030,Dorn,rapidocr,137.0,137.0,0.0,0.0072992700729927005,19.48175182481752,19.48175182481752,60.0,642.0,3.838006230529595,6.153406000200486,222.0,99.0,8.563063063063064,25.0,319.0,76.0,0.014598540145985401,1.0,0.1199392461690145,1.467153284671533,4.0,4.0,19.0,173.0,192.0,617.0,4679.921862944953
dorn_cuda_031,Dorn,rapidocr,79.0,79.0,0.0,0.0,13.177215189873417,13.177215189873417,55.0,233.0,4.24892703862661,5.974513276299494,76.0,36.0,5.2105263157894735,12.0,104.0,41.0,0.0,0.0,0.0,1.5443037974683544,4.0,5.0,20.0,76.0,96.0,221.0,1455.2767126593756
dorn_cuda_032,Dorn,rapidocr,19.0,19.0,0.0,0.15789473684210525,30.473684210526315,30.473684210526315,57.0,181.0,3.0828729281767955,4.7909081170286765,64.0,31.0,6.71875,0.0,109.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,38.0,48.0,181.0,1010.8782126305292
dorn_cuda_033,Dorn,rapidocr,69.0,69.0,0.0,0.0,19.028985507246375,19.028985507246375,56.0,338.0,3.6094674556213016,5.7110194311946065,114.0,57.0,8.192982456140351,11.0,176.0,37.0,0.028985507246376812,1.0,0.1677657522143511,2.9130434782608696,5.0,5.0,15.0,94.0,109.0,327.0,2213.1962742020546
dorn_cuda_034,Dorn,rapidocr,147.0,147.0,0.0,0.034013605442176874,16.095238095238095,16.095238095238095,57.0,75.0,33.053333333333335,4.9061472308153755,32.0,20.0,4.46875,0.0,34.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,29.0,39.0,75.0,396.40516641466866
dorn_cuda_035,Dorn,rapidocr,11.0,11.0,0.0,0.0,10.181818181818182,10.181818181818182,21.0,25.0,4.36,3.4226831892554923,13.0,12.0,7.384615384615385,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,13.0,16.0,25.0,100.0
dorn_cuda_036,Dorn,rapidocr,126.0,126.0,0.0,0.007936507936507936,14.96031746031746,14.96031746031746,60.0,529.0,3.32703213610586,5.696317344570601,161.0,45.0,7.571428571428571,26.0,256.0,86.0,0.007936507936507936,1.0,0.08873285624999165,2.8015873015873014,3.0,14.0,15.0,118.0,133.0,503.0,3548.8070650570985
dorn_cuda_037,Dorn,rapidocr,84.0,84.0,0.0,0.0,14.071428571428571,14.071428571428571,60.0,284.0,3.897887323943662,5.985316358563681,97.0,50.0,8.051546391752577,16.0,120.0,51.0,0.0,0.0,0.0,0.6309523809523809,1.0,3.0,11.0,100.0,111.0,268.0,1820.9034521818285
dorn_cuda_038,Dorn,rapidocr,136.0,136.0,0.0,0.0,19.220588235294116,19.220588235294116,60.0,670.0,3.6164179104477614,6.023319504350619,269.0,85.0,6.929368029739777,10.0,298.0,93.0,0.0,0.0,0.0,2.0,4.0,5.0,15.0,162.0,177.0,660.0,4928.619663054778
dorn_cuda_039,Dorn,rapidocr,47.0,47.0,0.0,0.0,15.148936170212766,15.148936170212766,55.0,131.0,5.320610687022901,5.321373772949484,36.0,19.0,5.5,8.0,65.0,22.0,0.0,0.0,0.0,2.4680851063829787,4.0,5.0,17.0,39.0,56.0,123.0,714.3046554130852
dorn_cuda_004,Dorn,rapidocr,78.0,78.0,0.0,0.0,12.35897435897436,12.35897435897436,55.0,208.0,4.447115384615385,5.8786789507466,62.0,30.0,5.435483870967742,13.0,93.0,40.0,0.0,0.0,0.0,2.0384615384615383,4.0,5.0,19.0,69.0,88.0,195.0,1259.589165634273
dorn_cuda_040,Dorn,rapidocr,17.0,17.0,0.0,0.0,11.058823529411764,11.058823529411764,27.0,44.0,4.0227272727272725,3.6028274260984117,24.0,13.0,5.375,0.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,15.0,18.0,44.0,183.47670006346175
dorn_cuda_041,Dorn,rapidocr,37.0,37.0,0.0,0.08108108108108109,15.216216216216216,15.216216216216216,53.0,149.0,3.38255033557047,5.534122087614467,59.0,25.0,5.033898305084746,6.0,57.0,27.0,0.02702702702702703,1.0,0.16216216216216217,0.0,0.0,3.0,11.0,52.0,63.0,143.0,854.7510290604881
dorn_cuda_042,Dorn,rapidocr,91.0,91.0,0.0,0.06593406593406594,15.12087912087912,15.12087912087912,59.0,334.0,3.745508982035928,6.563368533966855,147.0,80.0,6.36734693877551,14.0,124.0,49.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,127.0,143.0,320.0,2291.1588277690844
dorn_cuda_043,Dorn,rapidocr,21.0,21.0,0.0,0.14285714285714285,25.428571428571427,25.428571428571427,60.0,103.0,4.834951456310679,5.301283120821328,47.0,37.0,8.787234042553191,6.0,40.0,10.0,0.047619047619047616,1.0,0.21295885499998,0.6190476190476191,1.0,1.0,7.0,47.0,54.0,97.0,558.2240877098565
dorn_cuda_044,Dorn,rapidocr,40.0,40.0,0.0,0.025,11.375,11.375,52.0,179.0,2.201117318435754,5.477889100801851,70.0,30.0,3.6714285714285713,3.0,85.0,21.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,51.0,65.0,176.0,1059.9367350930079
dorn_cuda_045,Dorn,rapidocr,16.0,16.0,0.0,0.0,23.125,23.125,42.0,52.0,6.730769230769231,3.3473316617032443,35.0,6.0,9.342857142857143,0.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,14.0,16.0,52.0,208.0
dorn_cuda_046,Dorn,rapidocr,90.0,90.0,0.0,0.022222222222222223,13.833333333333334,13.833333333333334,56.0,328.0,3.4939024390243905,6.451422285343573,121.0,73.0,6.694214876033058,22.0,140.0,45.0,0.0,0.0,0.0,0.0,0.0,7.0,20.0,118.0,138.0,306.0,2175.20848377412
dorn_cuda_047,Dorn,rapidocr,179.0,179.0,0.0,0.03910614525139665,17.810055865921786,17.810055865921786,60.0,551.0,5.49546279491833,6.669090822228218,226.0,127.0,8.915929203539823,28.0,206.0,91.0,0.00558659217877095,1.0,0.0745344361124376,0.0,0.0,1.0,12.0,215.0,227.0,523.0,4093.2848588531488
dorn_cuda_048,Dorn,rapidocr,54.0,54.0,0.0,0.05555555555555555,14.314814814814815,14.314814814814815,52.0,220.0,3.1954545454545453,5.929024091493609,84.0,48.0,6.285714285714286,5.0,101.0,30.0,0.0,0.0,0.0,1.3333333333333333,2.0,5.0,16.0,77.0,93.0,215.0,1405.9191443882266
dorn_cuda_049,Dorn,rapidocr,16.0,16.0,0.0,0.1875,30.1875,30.1875,56.0,104.0,4.3173076923076925,5.229843031970273,54.0,38.0,7.314814814814815,0.0,44.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,43.0,51.0,104.0,589.9322355650355
dorn_cuda_005,Dorn,rapidocr,50.0,50.0,0.0,0.1,16.0,16.0,59.0,265.0,2.732075471698113,4.836637589007874,65.0,50.0,6.338461538461538,18.0,153.0,29.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,76.0,88.0,247.0,1595.4796098034124
dorn_cuda_050,Dorn,rapidocr,70.0,70.0,0.0,0.0,15.185714285714285,15.185714285714285,40.0,314.0,3.1751592356687897,4.6216679130566884,137.0,28.0,5.788321167883212,0.0,152.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,53.0,61.0,314.0,1862.2515239947463
dorn_cuda_051,Dorn,rapidocr,131.0,131.0,0.0,0.0,14.595419847328245,14.595419847328245,60.0,574.0,3.1149825783972127,5.591453417320136,175.0,40.0,6.885714285714286,29.0,282.0,88.0,0.0,0.0,0.0,1.8625954198473282,2.0,15.0,14.0,113.0,127.0,545.0,3808.8331542908304
dorn_cuda_052,Dorn,rapidocr,20.0,20.0,0.0,0.0,10.0,10.0,26.0,68.0,2.661764705882353,4.807528099490672,26.0,17.0,4.8076923076923075,5.0,33.0,4.0,0.0,0.0,0.0,0.35,1.0,3.0,11.0,21.0,32.0,63.0,315.0
dorn_cuda_053,Dorn,rapidocr,147.0,147.0,0.0,0.1564625850340136,10.666666666666666,10.666666666666666,49.0,556.0,2.446043165467626,5.842626566994659,203.0,86.0,4.586206896551724,3.0,252.0,98.0,0.027210884353741496,1.0,0.1626974250762095,0.1360544217687075,1.0,1.0,14.0,136.0,150.0,553.0,3997.5367358442218
dorn_cuda_054,Dorn,rapidocr,13.0,13.0,0.0,0.23076923076923078,12.615384615384615,12.615384615384615,55.0,55.0,2.8,4.700888405066104,19.0,17.0,5.7368421052631575,2.0,29.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,22.0,33.0,53.0,267.35288832599804
dorn_cuda_055,Dorn,rapidocr,13.0,13.0,0.0,0.0,19.53846153846154,19.53846153846154,51.0,62.0,3.967741935483871,4.505590866384857,26.0,26.0,7.730769230769231,2.0,28.0,6.0,0.0,0.0,0.0,0.6153846153846154,1.0,2.0,6.0,31.0,37.0,60.0,312.567201937737
dorn_cuda_056,Dorn,rapidocr,18.0,18.0,0.0,0.05555555555555555,17.27777777777778,17.27777777777778,49.0,86.0,3.4302325581395348,4.903570459346853,38.0,25.0,6.421052631578948,1.0,45.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,27.0,39.0,85.0,449.25918860329114
dorn_cuda_057,Dorn,rapidocr,13.0,13.0,0.0,0.0,16.23076923076923,16.23076923076923,44.0,40.0,5.25,3.833783409004101,13.0,12.0,12.76923076923077,5.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,12.0,17.0,35.0,143.06119944376186
dorn_cuda_058,Dorn,rapidocr,22.0,22.0,0.0,0.0,11.818181818181818,11.818181818181818,44.0,62.0,4.17741935483871,4.6415498912698725,33.0,24.0,6.545454545454546,6.0,23.0,0.0,0.0,0.0,0.0,0.36363636363636365,1.0,1.0,7.0,24.0,31.0,56.0,277.434993381665
dorn_cuda_059,Dorn,rapidocr,84.0,84.0,0.0,0.0,16.25,16.25,53.0,440.0,2.8,5.086789618327683,132.0,15.0,6.098484848484849,15.0,220.0,73.0,0.011904761904761904,1.0,0.10845754260886069,5.535714285714286,10.0,13.0,14.0,66.0,80.0,425.0,2686.819440327129
dorn_cuda_006,Dorn,rapidocr,38.0,38.0,0.0,0.18421052631578946,9.763157894736842,9.763157894736842,36.0,75.0,4.76,4.39710208929964,36.0,22.0,8.222222222222221,2.0,31.0,6.0,0.02631578947368421,1.0,0.16007269816574266,0.39473684210526316,1.0,1.0,7.0,28.0,35.0,73.0,374.43766023698254
dorn_cuda_060,Dorn,rapidocr,59.0,59.0,0.0,0.11864406779661017,18.47457627118644,18.47457627118644,60.0,264.0,3.632575757575758,6.7870516564325065,148.0,102.0,4.736486486486487,9.0,75.0,32.0,0.0,0.0,0.0,0.3220338983050847,1.0,2.0,13.0,134.0,147.0,255.0,1835.9164479332728
dorn_cuda_061,Dorn,rapidocr,49.0,49.0,0.0,0.0,17.20408163265306,17.20408163265306,59.0,254.0,2.9330708661417324,5.769811891576711,92.0,46.0,5.880434782608695,8.0,126.0,28.0,0.0,0.0,0.0,1.4285714285714286,2.0,6.0,19.0,71.0,90.0,246.0,1596.9958616971
dorn_cuda_062,Dorn,rapidocr,5.0,5.0,0.0,0.0,6.4,6.4,14.0,12.0,2.5833333333333335,3.188721875540867,5.0,5.0,4.8,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,10.0,12.0,39.86313713864835
dorn_cuda_063,Dorn,rapidocr,14.0,14.0,0.0,0.07142857142857142,18.214285714285715,18.214285714285715,56.0,70.0,3.4,4.5818576604478,26.0,22.0,6.884615384615385,4.0,33.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,26.0,32.0,66.0,330.0
dorn_cuda_064,Dorn,rapidocr,147.0,147.0,0.0,0.034013605442176874,16.095238095238095,16.095238095238095,57.0,75.0,33.053333333333335,4.9061472308153755,32.0,20.0,4.46875,0.0,34.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,29.0,39.0,75.0,396.40516641466866
dorn_cuda_065,Dorn,rapidocr,15.0,15.0,0.0,0.06666666666666667,11.8,11.8,38.0,47.0,3.6382978723404253,4.544292182414573,15.0,12.0,5.8,4.0,23.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,17.0,26.0,43.0,202.11890788006696
dorn_cuda_066,Dorn,rapidocr,16.0,16.0,0.0,0.125,6.5625,6.5625,19.0,58.0,1.6724137931034482,4.2426260904429,21.0,10.0,2.619047619047619,2.0,33.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,12.0,22.0,56.0,249.72817064368866
