pair_id,snippet_i,snippet_j,dataset_i,dataset_j,dataset_name_i,dataset_name_j,z_i,z_j,human_score_i_z,human_score_j_z,abs_z_diff,difficulty,human_preference,preference_score_basis,image_i_path,image_j_path,source_i_text,source_j_text
full_rq0_seed42__rq0_0283__rq0_0300,rq0_0283,rq0_0300,Scalabrino,Scalabrino,Scalabrino,Scalabrino,-1.457911402142256,-0.0058550658720567,-1.457911402142256,-0.0058550658720567,1.4520563362701993,easy,rq0_0300,human_score_z_within_dataset,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0283.png,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0300.png,"private void doBasicPluralAttributeBinding(PluralAttributeSource source, AbstractPluralAttributeBinding binding) {
		binding.setFetchTiming( source.getFetchTiming() );
		binding.setFetchStyle( source.getFetchStyle() );
		binding.setCascadeStyles( source.getCascadeStyles() );

		binding.setCaching( source.getCaching() );

		binding.getHibernateTypeDescriptor().setJavaTypeName(
				source.getPluralAttributeNature().reportedJavaType().getName()
		);
		binding.getHibernateTypeDescriptor().setExplicitTypeName( source.getTypeInformation().getName() );
		binding.getHibernateTypeDescriptor().getTypeParameters().putAll( source.getTypeInformation().getParameters() );

		if ( StringHelper.isNotEmpty( source.getCustomPersisterClassName() ) ) {
			binding.setCollectionPersisterClass(
					currentBindingContext.<CollectionPersister>locateClassByName( source.getCustomPersisterClassName() )
			);
		}

		if ( source.getCustomPersisterClassName() != null ) {
			binding.setCollectionPersisterClass(
					metadata.<CollectionPersister>locateClassByName( source.getCustomPersisterClassName() )
			);
		}

		binding.setCustomLoaderName( source.getCustomLoaderName() );
		binding.setCustomSqlInsert( source.getCustomSqlInsert() );
		binding.setCustomSqlUpdate( source.getCustomSqlUpdate() );
		binding.setCustomSqlDelete( source.getCustomSqlDelete() );
		binding.setCustomSqlDeleteAll( source.getCustomSqlDeleteAll() );

		binding.setMetaAttributeContext(
				buildMetaAttributeContext(
						source.metaAttributes(),
						binding.getContainer().getMetaAttributeContext()
				)
		);

		doBasicAttributeBinding( source, binding );
	}","@Override
      public String call() throws Exception {
         try {
            if (isTrace)
               log.tracef(""[%s] Wait for all executions paths to be ready to perform calls"", title(warmup));
            barrier.await();

            long start = System.nanoTime();
            int runs = 0;
            if (isTrace)
               log.tracef(""[%s] Start time: %d"", title(warmup), start);

//            while (USE_TIME && PutFromLoadStressTestCase.this.run.get()) {
//               if (runs % 100000 == 0)
//                  log.infof(""[%s] Query run # %d"", title(warmup), runs);
//
////               Customer customer = query();
////               deleteCached(customer);

               queryItems();
//               deleteCachedItems();
//
//               runs++;
//            }
            long end = System.nanoTime();
            long duration = end - start;
            if (isTrace)
               log.tracef(""[%s] End time: %d, duration: %d, runs: %d"",
                     title(warmup), start, duration, runs);

            return opsPerMS(duration, runs);
         } finally {
            if (isTrace)
               log.tracef(""[%s] Wait for all execution paths to finish"", title(warmup));

            barrier.await();
         }
      }"
full_rq0_seed42__rq0_0285__rq0_0287,rq0_0285,rq0_0287,Scalabrino,Scalabrino,Scalabrino,Scalabrino,-1.094897318074706,1.8092153544656928,-1.094897318074706,1.8092153544656928,2.904112672540399,easy,rq0_0287,human_score_z_within_dataset,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0285.png,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0287.png,"public static Iterable<AttributeDefinition> getCompositeCollectionIndexSubAttributes(CompositeCollectionElementDefinition compositionElementDefinition){
		final QueryableCollection collectionPersister =
				(QueryableCollection) compositionElementDefinition.getCollectionDefinition().getCollectionPersister();
		return getSingularSubAttributes(
				compositionElementDefinition.getSource(),
				(OuterJoinLoadable) collectionPersister.getOwnerEntityPersister(),
				(CompositeType) collectionPersister.getIndexType(),
				collectionPersister.getTableName(),
				collectionPersister.getIndexColumnNames()
		);
	}","@Override
	public void release() {
		if ( reader == null ) {
			return;
		}
		try {
			reader.close();
		}
		catch (IOException ignore) {
		}
	}"
full_rq0_seed42__rq0_0285__rq0_0289,rq0_0285,rq0_0289,Scalabrino,Scalabrino,Scalabrino,Scalabrino,-1.094897318074706,0.7201731022630425,-1.094897318074706,0.7201731022630425,1.8150704203377488,easy,rq0_0289,human_score_z_within_dataset,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0285.png,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0289.png,"public static Iterable<AttributeDefinition> getCompositeCollectionIndexSubAttributes(CompositeCollectionElementDefinition compositionElementDefinition){
		final QueryableCollection collectionPersister =
				(QueryableCollection) compositionElementDefinition.getCollectionDefinition().getCollectionPersister();
		return getSingularSubAttributes(
				compositionElementDefinition.getSource(),
				(OuterJoinLoadable) collectionPersister.getOwnerEntityPersister(),
				(CompositeType) collectionPersister.getIndexType(),
				collectionPersister.getTableName(),
				collectionPersister.getIndexColumnNames()
		);
	}","@Override
	public final String getElementText() throws XMLStreamException {
		XMLEvent event = this.previousEvent;
		if (event == null) {
			throw new XMLStreamException(""Must be on START_ELEMENT to read next text, element was null"");
		}
		if (!event.isStartElement()) {
			throw new XMLStreamException(""Must be on START_ELEMENT to read next text"", event.getLocation());
		}

		final StringBuilder text = new StringBuilder();
		while (!event.isEndDocument()) {
			switch (event.getEventType()) {
				case XMLStreamConstants.CHARACTERS:
				case XMLStreamConstants.SPACE:
				case XMLStreamConstants.CDATA: {
					final Characters characters = event.asCharacters();
					text.append(characters.getData());
					break;
				}
				case XMLStreamConstants.ENTITY_REFERENCE: {
					final EntityReference entityReference = (EntityReference)event;
					final EntityDeclaration declaration = entityReference.getDeclaration();
					text.append(declaration.getReplacementText());
					break;
				}
				case XMLStreamConstants.COMMENT:
				case XMLStreamConstants.PROCESSING_INSTRUCTION: {
					//Ignore
					break;
				}
				default: {
					throw new XMLStreamException(""Unexpected event type '"" + XMLStreamConstantsUtils.getEventName(event.getEventType()) + ""' encountered. Found event: "" + event, event.getLocation());
				}
			}

			event = this.nextEvent();
		}

		return text.toString();
	}"
full_rq0_seed42__rq0_0286__rq0_0304,rq0_0286,rq0_0304,Scalabrino,Scalabrino,Scalabrino,Scalabrino,-1.2764043601084811,0.9016801442968184,-1.2764043601084811,0.9016801442968184,2.1780845044052994,easy,rq0_0304,human_score_z_within_dataset,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0286.png,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0304.png,"/**
	 * As per sections 12.2.3.23.9, 12.2.4.8.9 and 12.2.5.3.6 of the JPA 2.0
	 * specification, the element-collection subelement completely overrides the
	 * mapping for the specified field or property.  Thus, any methods which
	 * might in some contexts merge with annotations must not do so in this
	 * context.
	 */
	private void getElementCollection(List<Annotation> annotationList, XMLContext.Default defaults) {
		for ( Element element : elementsForProperty ) {
			if ( ""element-collection"".equals( element.getName() ) ) {
				AnnotationDescriptor ad = new AnnotationDescriptor( ElementCollection.class );
				addTargetClass( element, ad, ""target-class"", defaults );
				getFetchType( ad, element );
				getOrderBy( annotationList, element );
				getOrderColumn( annotationList, element );
				getMapKey( annotationList, element );
				getMapKeyClass( annotationList, element, defaults );
				getMapKeyTemporal( annotationList, element );
				getMapKeyEnumerated( annotationList, element );
				getMapKeyColumn( annotationList, element );
				buildMapKeyJoinColumns( annotationList, element );
				Annotation annotation = getColumn( element.element( ""column"" ), false, element );
				addIfNotNull( annotationList, annotation );
				getTemporal( annotationList, element );
				getEnumerated( annotationList, element );
				getLob( annotationList, element );
				//Both map-key-attribute-overrides and attribute-overrides
				//translate into AttributeOverride annotations, which need
				//need to be wrapped in the same AttributeOverrides annotation.
				List<AttributeOverride> attributes = new ArrayList<AttributeOverride>();
				attributes.addAll( buildAttributeOverrides( element, ""map-key-attribute-override"" ) );
				attributes.addAll( buildAttributeOverrides( element, ""attribute-override"" ) );
				annotation = mergeAttributeOverrides( defaults, attributes, false );
				addIfNotNull( annotationList, annotation );
				annotation = getAssociationOverrides( element, defaults, false );
				addIfNotNull( annotationList, annotation );
				getCollectionTable( annotationList, element, defaults );
				annotationList.add( AnnotationFactory.create( ad ) );
				getAccessType( annotationList, element );
			}
		}
	}","@Override
	protected void beforeTransactionCommit() {
		transactionCoordinator().sendBeforeTransactionCompletionNotifications( this );

		final boolean flush = ! transactionCoordinator().getTransactionContext().isFlushModeNever() &&
				( isDriver || ! transactionCoordinator().getTransactionContext().isFlushBeforeCompletionEnabled() );

		if ( flush ) {
			// if an exception occurs during flush, user must call rollback()
			transactionCoordinator().getTransactionContext().managedFlush();
		}

		if ( isDriver && isInitiator ) {
			transactionCoordinator().getTransactionContext().beforeTransactionCompletion( this );
		}

		closeIfRequired();
	}"
full_rq0_seed42__rq0_0287__rq0_0293,rq0_0287,rq0_0293,Scalabrino,Scalabrino,Scalabrino,Scalabrino,1.8092153544656928,-0.731883234007156,1.8092153544656928,-0.731883234007156,2.541098588472849,easy,rq0_0287,human_score_z_within_dataset,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0287.png,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0293.png,"@Override
	public void release() {
		if ( reader == null ) {
			return;
		}
		try {
			reader.close();
		}
		catch (IOException ignore) {
		}
	}","protected Object[] getUmlActions() {
        Object[] actions = {
            getActionPackage(),
            getActionClass(),
            null,
            getAssociationActions(),
            getAggregationActions(),
            getCompositionActions(),
            getActionAssociationEnd(),
            getActionGeneralization(),
            null,
            getActionInterface(),
            getActionRealization(),
            null,
            getDependencyActions(),
            null,
            getActionAttribute(),
            getActionOperation(),
            getActionAssociationClass(),
            null,
            getDataTypeActions(),
        };

        return actions;
    }"
full_rq0_seed42__rq0_0288__rq0_0294,rq0_0288,rq0_0294,Scalabrino,Scalabrino,Scalabrino,Scalabrino,1.4462012703981426,-1.8209254862098048,1.4462012703981426,-1.8209254862098048,3.267126756607948,easy,rq0_0288,human_score_z_within_dataset,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0288.png,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0294.png,"@Override
	protected XMLEvent internalNextEvent() throws XMLStreamException {
		//If there is an iterator to read from reset was called, use the iterator
		//until it runs out of events.
		if (this.bufferReader != null) {
			final XMLEvent event = this.bufferReader.next();

			//If nothing left in the iterator, remove the reference and fall through to direct reading
			if (!this.bufferReader.hasNext()) {
				this.bufferReader = null;
			}

			return event;
		}

		//Get the next event from the underlying reader
		final XMLEvent event = this.getParent().nextEvent();

		//if buffering add the event
		if (this.eventLimit != 0) {
			this.eventBuffer.offer(event);

			//If limited buffer size and buffer is too big trim the buffer.
			if (this.eventLimit > 0 && this.eventBuffer.size() > this.eventLimit) {
				this.eventBuffer.poll();
			}
		}

		return event;
	}","public void buildModel() {
        if (getTarget() != null) {
            Object target = getTarget();
            Object kind = Model.getFacade().getAggregation(target);
            if (kind == null
                    || kind.equals(
                            Model.getAggregationKind().getNone())) {
                setSelected(ActionSetAssociationEndAggregation.NONE_COMMAND);
            } else {
		if (kind.equals(
		        Model.getAggregationKind().getAggregate())) {
		    setSelected(ActionSetAssociationEndAggregation
		            .AGGREGATE_COMMAND);
		} else {
		    if (kind.equals(
		            Model.getAggregationKind()
		            	.getComposite())) {
			setSelected(ActionSetAssociationEndAggregation
			        .COMPOSITE_COMMAND);
		    } else {
		        setSelected(ActionSetAssociationEndAggregation

			        .NONE_COMMAND);
		    }
		}
            }
        }
    }"
full_rq0_seed42__rq0_0289__rq0_0293,rq0_0289,rq0_0293,Scalabrino,Scalabrino,Scalabrino,Scalabrino,0.7201731022630425,-0.731883234007156,0.7201731022630425,-0.731883234007156,1.4520563362701986,easy,rq0_0289,human_score_z_within_dataset,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0289.png,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0293.png,"@Override
	public final String getElementText() throws XMLStreamException {
		XMLEvent event = this.previousEvent;
		if (event == null) {
			throw new XMLStreamException(""Must be on START_ELEMENT to read next text, element was null"");
		}
		if (!event.isStartElement()) {
			throw new XMLStreamException(""Must be on START_ELEMENT to read next text"", event.getLocation());
		}

		final StringBuilder text = new StringBuilder();
		while (!event.isEndDocument()) {
			switch (event.getEventType()) {
				case XMLStreamConstants.CHARACTERS:
				case XMLStreamConstants.SPACE:
				case XMLStreamConstants.CDATA: {
					final Characters characters = event.asCharacters();
					text.append(characters.getData());
					break;
				}
				case XMLStreamConstants.ENTITY_REFERENCE: {
					final EntityReference entityReference = (EntityReference)event;
					final EntityDeclaration declaration = entityReference.getDeclaration();
					text.append(declaration.getReplacementText());
					break;
				}
				case XMLStreamConstants.COMMENT:
				case XMLStreamConstants.PROCESSING_INSTRUCTION: {
					//Ignore
					break;
				}
				default: {
					throw new XMLStreamException(""Unexpected event type '"" + XMLStreamConstantsUtils.getEventName(event.getEventType()) + ""' encountered. Found event: "" + event, event.getLocation());
				}
			}

			event = this.nextEvent();
		}

		return text.toString();
	}","protected Object[] getUmlActions() {
        Object[] actions = {
            getActionPackage(),
            getActionClass(),
            null,
            getAssociationActions(),
            getAggregationActions(),
            getCompositionActions(),
            getActionAssociationEnd(),
            getActionGeneralization(),
            null,
            getActionInterface(),
            getActionRealization(),
            null,
            getDependencyActions(),
            null,
            getActionAttribute(),
            getActionOperation(),
            getActionAssociationClass(),
            null,
            getDataTypeActions(),
        };

        return actions;
    }"
full_rq0_seed42__rq0_0291__rq0_0300,rq0_0291,rq0_0300,Scalabrino,Scalabrino,Scalabrino,Scalabrino,-1.094897318074706,-0.0058550658720567,-1.094897318074706,-0.0058550658720567,1.0890422522026493,easy,rq0_0300,human_score_z_within_dataset,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0291.png,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0300.png,"protected void modelChanged(PropertyChangeEvent mee) {
        super.modelChanged(mee);
        final Object trCollection = mee.getNewValue();
        final String eName = mee.getPropertyName();
        final Object owner = getOwner();
        /*
         * A Concurrent region cannot have incoming or outgoing transitions so
         * incoming or outgoing transitions are redirected to its concurrent
         * composite state container.
         */
        SwingUtilities.invokeLater(new Runnable() {
            public void run() {
                Object tr = null;
                // TODO: Is this comparison correct?
                // Where is the string created?
                if (eName == ""incoming"") {
                    if (!((Collection) trCollection).isEmpty()) {
                        tr = ((Collection) trCollection).iterator().next();
                    }
                    if (tr != null
                            && Model.getFacade().isATransition(tr)) {
                        Model.getCommonBehaviorHelper().setTarget(tr,
                                Model.getFacade().getContainer(owner));
                    }
                } else if (eName == ""outgoing"") {
                    if (!((Collection) trCollection).isEmpty()) {
                        tr = ((Collection) trCollection).iterator().next();
                    }
                    if (tr != null
                            && Model.getFacade().isATransition(tr))
                    {
                        Model.getStateMachinesHelper().setSource(tr,
                                Model.getFacade().getContainer(owner));
                    }
                }
            }
        });
    }","@Override
      public String call() throws Exception {
         try {
            if (isTrace)
               log.tracef(""[%s] Wait for all executions paths to be ready to perform calls"", title(warmup));
            barrier.await();

            long start = System.nanoTime();
            int runs = 0;
            if (isTrace)
               log.tracef(""[%s] Start time: %d"", title(warmup), start);

//            while (USE_TIME && PutFromLoadStressTestCase.this.run.get()) {
//               if (runs % 100000 == 0)
//                  log.infof(""[%s] Query run # %d"", title(warmup), runs);
//
////               Customer customer = query();
////               deleteCached(customer);

               queryItems();
//               deleteCachedItems();
//
//               runs++;
//            }
            long end = System.nanoTime();
            long duration = end - start;
            if (isTrace)
               log.tracef(""[%s] End time: %d, duration: %d, runs: %d"",
                     title(warmup), start, duration, runs);

            return opsPerMS(duration, runs);
         } finally {
            if (isTrace)
               log.tracef(""[%s] Wait for all execution paths to finish"", title(warmup));

            barrier.await();
         }
      }"
full_rq0_seed42__rq0_0297__rq0_0312,rq0_0297,rq0_0312,Scalabrino,Scalabrino,Scalabrino,Scalabrino,0.9016801442968184,-1.094897318074706,0.9016801442968184,-1.094897318074706,1.9965774623715244,easy,rq0_0297,human_score_z_within_dataset,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0297.png,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0312.png,"@Override
	public boolean equals(Object obj) {
		if ( this == obj ) {
			return true;
		}
		if ( !super.equals( obj ) ) {
			return false;
		}
		if ( getClass() != obj.getClass() ) {
			return false;
		}
		VersionsJoinTableRangeTestAlternateEntity other = (VersionsJoinTableRangeTestAlternateEntity) obj;
		if ( alternateValue == null ) {
			if ( other.alternateValue != null ) {
				return false;
			}
		}
		else if ( !alternateValue.equals( other.alternateValue ) ) {
			return false;
		}
		return true;
	}","public EntityKey interpretEntityKey(
			SessionImplementor session,
			String optionalEntityName,
			Serializable optionalId,
			Object optionalObject) {
		if ( optionalEntityName != null ) {
			final EntityPersister entityPersister;
			if ( optionalObject != null ) {
				entityPersister = session.getEntityPersister( optionalEntityName, optionalObject );
			}
			else {
				entityPersister = session.getFactory().getEntityPersister( optionalEntityName );
			}
			if ( entityPersister.isInstance( optionalId ) &&
					!entityPersister.getEntityMetamodel().getIdentifierProperty().isVirtual() &&
					entityPersister.getEntityMetamodel().getIdentifierProperty().isEmbedded() ) {
				// non-encapsulated composite identifier
				final Serializable identifierState = ((CompositeType) entityPersister.getIdentifierType()).getPropertyValues(
						optionalId,
						session
				);
				return session.generateEntityKey( identifierState, entityPersister );
			}
			else {
				return session.generateEntityKey( optionalId, entityPersister );
			}
		}
		else {
			return null;
		}
	}"
full_rq0_seed42__rq0_0304__rq0_0312,rq0_0304,rq0_0312,Scalabrino,Scalabrino,Scalabrino,Scalabrino,0.9016801442968184,-1.094897318074706,0.9016801442968184,-1.094897318074706,1.9965774623715244,easy,rq0_0304,human_score_z_within_dataset,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0304.png,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0312.png,"@Override
	protected void beforeTransactionCommit() {
		transactionCoordinator().sendBeforeTransactionCompletionNotifications( this );

		final boolean flush = ! transactionCoordinator().getTransactionContext().isFlushModeNever() &&
				( isDriver || ! transactionCoordinator().getTransactionContext().isFlushBeforeCompletionEnabled() );

		if ( flush ) {
			// if an exception occurs during flush, user must call rollback()
			transactionCoordinator().getTransactionContext().managedFlush();
		}

		if ( isDriver && isInitiator ) {
			transactionCoordinator().getTransactionContext().beforeTransactionCompletion( this );
		}

		closeIfRequired();
	}","public EntityKey interpretEntityKey(
			SessionImplementor session,
			String optionalEntityName,
			Serializable optionalId,
			Object optionalObject) {
		if ( optionalEntityName != null ) {
			final EntityPersister entityPersister;
			if ( optionalObject != null ) {
				entityPersister = session.getEntityPersister( optionalEntityName, optionalObject );
			}
			else {
				entityPersister = session.getFactory().getEntityPersister( optionalEntityName );
			}
			if ( entityPersister.isInstance( optionalId ) &&
					!entityPersister.getEntityMetamodel().getIdentifierProperty().isVirtual() &&
					entityPersister.getEntityMetamodel().getIdentifierProperty().isEmbedded() ) {
				// non-encapsulated composite identifier
				final Serializable identifierState = ((CompositeType) entityPersister.getIdentifierType()).getPropertyValues(
						optionalId,
						session
				);
				return session.generateEntityKey( identifierState, entityPersister );
			}
			else {
				return session.generateEntityKey( optionalId, entityPersister );
			}
		}
		else {
			return null;
		}
	}"
full_rq0_seed42__rq0_0307__rq0_0311,rq0_0307,rq0_0311,Scalabrino,Scalabrino,Scalabrino,Scalabrino,0.1756519761617182,-1.094897318074706,0.1756519761617182,-1.094897318074706,1.270549294236424,easy,rq0_0307,human_score_z_within_dataset,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0307.png,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0311.png,"protected AnnotationInstance parserPrimaryKeyJoinColumnList(List<JaxbPrimaryKeyJoinColumn> primaryKeyJoinColumnList, AnnotationTarget target) {
		if ( MockHelper.isNotEmpty( primaryKeyJoinColumnList ) ) {
			if ( primaryKeyJoinColumnList.size() == 1 ) {
				return parserPrimaryKeyJoinColumn( primaryKeyJoinColumnList.get( 0 ), target );
			}
			else {
				return create(
						PRIMARY_KEY_JOIN_COLUMNS,
						target,
						nestedPrimaryKeyJoinColumnList( ""value"", primaryKeyJoinColumnList, null )
				);
			}
		}

		return null;

	}","private void resolveEntityKey(
			ResultSet resultSet,
			ResultSetProcessingContextImpl context,
			FetchSource fetchSource,
			Map<EntityReference,EntityReferenceInitializer> initializerByEntityReference) throws SQLException {
		// Resolve any bidirectional entity references first.
		for ( BidirectionalEntityReference bidirectionalEntityReference : fetchSource.getBidirectionalEntityReferences() ) {
			final EntityReferenceInitializer targetEntityReferenceInitializer = initializerByEntityReference.get(
					bidirectionalEntityReference.getTargetEntityReference()
			);
			resolveEntityKey(
					resultSet,
					context,
					targetEntityReferenceInitializer,
					initializerByEntityReference
			);
			targetEntityReferenceInitializer.hydrateEntityState( resultSet, context );
		}
		for ( Fetch fetch : fetchSource.getFetches() ) {
			if ( EntityFetch.class.isInstance( fetch ) ) {
				final EntityFetch entityFetch = (EntityFetch) fetch;
				final EntityReferenceInitializer  entityReferenceInitializer = initializerByEntityReference.get( entityFetch );
				if ( entityReferenceInitializer != null ) {
					resolveEntityKey(
							resultSet,
							context,
							entityReferenceInitializer,
							initializerByEntityReference
					);
					entityReferenceInitializer.hydrateEntityState( resultSet, context );
				}
			}
			else if ( CompositeFetch.class.isInstance( fetch ) ) {
				resolveEntityKey(
						resultSet,
						context,
						(CompositeFetch) fetch,
						initializerByEntityReference );
			}
		}
	}"
full_rq0_seed42__rq0_0000__rq0_0066,rq0_0000,rq0_0066,Buse,Buse,Buse,Buse,-0.4688692505494623,0.1237016746130502,-0.4688692505494623,0.1237016746130502,0.5925709251625125,medium,rq0_0066,human_score_z_within_dataset,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0000.png,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0066.png,"
			Object ret = body.eval(callstack, interpreter);

			boolean breakout = false;
			if(ret instanceof ReturnControl)
			{
				switch(((ReturnControl)ret).kind )
				{
					case RETURN:
						return ret;
","	@Override
	public void run(RunNotifier notifier) {
		TestResult result= new TestResult();
		result.addListener(createAdaptingListener(notifier));
		fTest.run(result);
"
full_rq0_seed42__rq0_0000__rq0_0143,rq0_0000,rq0_0143,Buse,Dorn,Buse,Dorn,-0.4688692505494623,0.458548544230568,-0.4688692505494623,0.458548544230568,0.9274177947800304,medium,rq0_0143,human_score_z_within_dataset,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0000.png,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0143.png,"
			Object ret = body.eval(callstack, interpreter);

			boolean breakout = false;
			if(ret instanceof ReturnControl)
			{
				switch(((ReturnControl)ret).kind )
				{
					case RETURN:
						return ret;
","		testSuite.addTestSuite(AddPortletMBTest.class);
		testSuite.addTestSuite(AddMBCategoryTest.class);
		testSuite.addTestSuite(AddMBMessage1Tag1Test.class);
		testSuite.addTestSuite(AddMBMessage2Tag2Test.class);
		testSuite.addTestSuite(AddMBMessage3Tag3Test.class);
		testSuite.addTestSuite(AddMBMessageATagTest.class);
		testSuite.addTestSuite(AddMBMessageBTagTest.class);
		testSuite.addTestSuite(AddMBMessageCTagTest.class);
		testSuite.addTestSuite(SearchTagsTest.class);
		testSuite.addTestSuite(ViewTagsTest.class);
"
full_rq0_seed42__rq0_0000__rq0_0153,rq0_0000,rq0_0153,Buse,Dorn,Buse,Dorn,-0.4688692505494623,-1.3132262341647327,-0.4688692505494623,-1.3132262341647327,0.8443569836152705,medium,rq0_0000,human_score_z_within_dataset,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0000.png,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0153.png,"
			Object ret = body.eval(callstack, interpreter);

			boolean breakout = false;
			if(ret instanceof ReturnControl)
			{
				switch(((ReturnControl)ret).kind )
				{
					case RETURN:
						return ret;
","	 */
	public void setGadgetKey(String gadgetKey);

	/**
	 * Returns the service name of this o auth token.
	 *
	 * @return the service name of this o auth token
	 */
	@AutoEscape
	public String getServiceName();
"
full_rq0_seed42__rq0_0000__rq0_0307,rq0_0000,rq0_0307,Buse,Scalabrino,Buse,Scalabrino,-0.4688692505494623,0.1756519761617182,-0.4688692505494623,0.1756519761617182,0.6445212267111805,medium,rq0_0307,human_score_z_within_dataset,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0000.png,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0307.png,"
			Object ret = body.eval(callstack, interpreter);

			boolean breakout = false;
			if(ret instanceof ReturnControl)
			{
				switch(((ReturnControl)ret).kind )
				{
					case RETURN:
						return ret;
","protected AnnotationInstance parserPrimaryKeyJoinColumnList(List<JaxbPrimaryKeyJoinColumn> primaryKeyJoinColumnList, AnnotationTarget target) {
		if ( MockHelper.isNotEmpty( primaryKeyJoinColumnList ) ) {
			if ( primaryKeyJoinColumnList.size() == 1 ) {
				return parserPrimaryKeyJoinColumn( primaryKeyJoinColumnList.get( 0 ), target );
			}
			else {
				return create(
						PRIMARY_KEY_JOIN_COLUMNS,
						target,
						nestedPrimaryKeyJoinColumnList( ""value"", primaryKeyJoinColumnList, null )
				);
			}
		}

		return null;

	}"
full_rq0_seed42__rq0_0001__rq0_0066,rq0_0001,rq0_0066,Buse,Buse,Buse,Buse,0.7294408425569501,0.1237016746130502,0.7294408425569501,0.1237016746130502,0.6057391679438999,medium,rq0_0001,human_score_z_within_dataset,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0001.png,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0066.png,"
        if (actionList.size() == 1) {
            ActionMenu menu = actionList.get(0);

            if (menu.getSubItems().length == 0) {
                return null;
            }

            if (menu.getSubItems().length == 1) {
                Action action = menu.getSubItems()[0].getAction();

","	@Override
	public void run(RunNotifier notifier) {
		TestResult result= new TestResult();
		result.addListener(createAdaptingListener(notifier));
		fTest.run(result);
"
full_rq0_seed42__rq0_0001__rq0_0165,rq0_0001,rq0_0165,Buse,Dorn,Buse,Dorn,0.7294408425569501,0.0230426766784883,0.7294408425569501,0.0230426766784883,0.7063981658784618,medium,rq0_0001,human_score_z_within_dataset,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0001.png,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0165.png,"
        if (actionList.size() == 1) {
            ActionMenu menu = actionList.get(0);

            if (menu.getSubItems().length == 0) {
                return null;
            }

            if (menu.getSubItems().length == 1) {
                Action action = menu.getSubItems()[0].getAction();

","import com.liferay.portal.kernel.exception.PortalException;

/**
 * @author Alexander Chow
 */
public class LockException extends PortalException {

	public LockException() {
		super();
	}
"
