snippet_id,dataset_name,ocr_engine,feature_loc_total,feature_loc_nonempty,feature_blank_line_ratio,feature_comment_line_ratio,feature_avg_line_length,feature_avg_nonempty_line_length,feature_max_line_length,feature_token_count,feature_avg_token_length,feature_token_entropy,feature_identifier_count,feature_identifier_unique_count,feature_avg_identifier_length,feature_keyword_count,feature_operator_count,feature_literal_count,feature_indent_mean,feature_indent_max,feature_indent_std,feature_nesting_mean,feature_nesting_max,feature_cyclomatic_estimate,feature_halstead_distinct_operators,feature_halstead_distinct_operands,feature_halstead_vocabulary,feature_halstead_length,feature_halstead_volume
rq0_0018,Buse,easyocr,11.0,11.0,0.0,0.0,10.545454545454545,10.545454545454545,30.0,25.0,4.36,4.133660689688186,11.0,9.0,7.454545454545454,3.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,11.0,16.0,22.0,88.0
rq0_0019,Buse,easyocr,7.0,7.0,0.0,0.0,10.428571428571429,10.428571428571429,23.0,16.0,4.25,3.375,8.0,7.0,6.75,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,9.0,13.0,41.209025018750054
rq0_0020,Buse,easyocr,16.0,16.0,0.0,0.0625,16.4375,16.4375,56.0,57.0,4.350877192982456,4.668319129820816,26.0,20.0,8.076923076923077,2.0,24.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,25.0,31.0,55.0,272.4807970712781
rq0_0021,Buse,easyocr,24.0,24.0,0.0,0.0,10.833333333333334,10.833333333333334,34.0,48.0,5.333333333333333,4.2588899079210885,16.0,12.0,7.625,5.0,23.0,4.0,0.0,0.0,0.0,0.875,1.0,3.0,7.0,16.0,23.0,43.0,194.51316411045156
rq0_0022,Buse,easyocr,16.0,16.0,0.0,0.0,11.0625,11.0625,37.0,34.0,5.0588235294117645,3.9590943713503313,10.0,6.0,11.6,6.0,14.0,4.0,0.0,0.0,0.0,1.375,2.0,1.0,4.0,10.0,14.0,28.0,106.60593781761291
rq0_0023,Buse,easyocr,43.0,43.0,0.0,0.0,6.837209302325581,6.837209302325581,38.0,95.0,2.9263157894736844,4.788433205165647,37.0,24.0,5.378378378378378,5.0,44.0,9.0,0.0,0.0,0.0,0.8837209302325582,1.0,2.0,8.0,32.0,40.0,90.0,478.9735285398626
rq0_0024,Buse,easyocr,37.0,37.0,0.0,0.0,5.243243243243243,5.243243243243243,26.0,67.0,2.656716417910448,4.459391571178003,29.0,13.0,4.620689655172414,2.0,23.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,21.0,26.0,65.0,305.52858167917094
rq0_0025,Buse,easyocr,25.0,25.0,0.0,0.04,8.84,8.84,53.0,54.0,3.9444444444444446,4.720178187701853,24.0,17.0,7.125,4.0,18.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,23.0,28.0,50.0,240.36774610288018
rq0_0026,Buse,easyocr,26.0,26.0,0.0,0.0,9.153846153846153,9.153846153846153,22.0,65.0,3.4615384615384617,4.564997721440753,25.0,17.0,6.64,6.0,30.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,21.0,28.0,59.0,283.6339404013986
rq0_0027,Buse,easyocr,8.0,8.0,0.0,0.0,7.0,7.0,18.0,13.0,4.3076923076923075,3.334679141051595,5.0,5.0,8.4,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,8.0,10.0,12.0,39.86313713864835
rq0_0028,Buse,easyocr,43.0,43.0,0.0,0.023255813953488372,8.953488372093023,8.953488372093023,54.0,95.0,3.8947368421052633,5.467172581992385,50.0,37.0,6.36,2.0,35.0,8.0,0.0,0.0,0.0,0.046511627906976744,1.0,2.0,11.0,44.0,55.0,93.0,537.6664533577933
rq0_0029,Buse,easyocr,26.0,26.0,0.0,0.0,11.884615384615385,11.884615384615385,40.0,63.0,4.603174603174603,4.396053405811862,22.0,17.0,9.636363636363637,8.0,28.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,22.0,27.0,55.0,261.51881261899075
rq0_0030,Buse,easyocr,22.0,22.0,0.0,0.045454545454545456,8.863636363636363,8.863636363636363,30.0,51.0,3.588235294117647,4.701645439925869,24.0,17.0,6.208333333333333,2.0,18.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,23.0,29.0,49.0,238.041068761251
rq0_0031,Buse,easyocr,39.0,39.0,0.0,0.02564102564102564,9.256410256410257,9.256410256410257,30.0,76.0,4.5,5.24609902018809,44.0,25.0,6.7727272727272725,3.0,20.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,34.0,42.0,73.0,393.63917186284954
rq0_0032,Buse,easyocr,12.0,12.0,0.0,0.0,15.583333333333334,15.583333333333334,34.0,32.0,5.46875,3.98345859334435,12.0,8.0,10.916666666666666,6.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,12.0,16.0,26.0,104.0
rq0_0033,Buse,easyocr,39.0,39.0,0.0,0.02564102564102564,11.666666666666666,11.666666666666666,55.0,86.0,5.093023255813954,5.391910645827567,40.0,31.0,9.55,3.0,31.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,41.0,51.0,83.0,470.8113033836341
rq0_0034,Buse,easyocr,25.0,25.0,0.0,0.04,6.96,6.96,19.0,50.0,3.32,4.651663380285989,21.0,16.0,6.0476190476190474,4.0,22.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,19.0,27.0,46.0,218.72482509951953
rq0_0035,Buse,easyocr,31.0,31.0,0.0,0.0,11.0,11.0,50.0,93.0,3.4623655913978495,4.623104846319579,31.0,19.0,7.709677419354839,8.0,44.0,10.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,28.0,36.0,85.0,439.44362512259653
rq0_0036,Buse,easyocr,17.0,17.0,0.0,0.0,11.647058823529411,11.647058823529411,47.0,50.0,3.7,4.597082261221977,17.0,13.0,7.294117647058823,7.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,17.0,25.0,43.0,199.68581616031315
rq0_0037,Buse,easyocr,16.0,16.0,0.0,0.0,6.625,6.625,18.0,32.0,3.0625,4.265319531114783,15.0,11.0,5.4,0.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,16.0,22.0,32.0,142.7018117963935
rq0_0038,Buse,easyocr,42.0,42.0,0.0,0.023809523809523808,8.880952380952381,8.880952380952381,40.0,17.0,23.764705882352942,3.572469458770135,6.0,6.0,8.833333333333334,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,9.0,13.0,17.0,62.907475208398566
rq0_0039,Buse,easyocr,11.0,11.0,0.0,0.0,9.545454545454545,9.545454545454545,37.0,38.0,2.5789473684210527,4.0907125542057665,11.0,6.0,5.090909090909091,4.0,18.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,11.0,17.0,34.0,138.97373660251154
rq0_0040,Buse,easyocr,20.0,20.0,0.0,0.0,10.0,10.0,55.0,49.0,3.836734693877551,4.486460609112264,18.0,12.0,7.555555555555555,5.0,20.0,6.0,0.0,0.0,0.0,0.9,1.0,3.0,7.0,17.0,24.0,44.0,201.73835003173087
rq0_0041,Buse,easyocr,12.0,12.0,0.0,0.0,11.5,11.5,45.0,30.0,4.433333333333334,4.306890595608519,9.0,8.0,11.11111111111111,3.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,9.0,19.0,27.0,114.6940428629768
rq0_0042,Buse,easyocr,11.0,11.0,0.0,0.0,7.181818181818182,7.181818181818182,29.0,22.0,3.5,3.334209459448049,11.0,5.0,5.454545454545454,2.0,9.0,0.0,0.0,0.0,0.0,0.6363636363636364,1.0,1.0,5.0,5.0,10.0,20.0,66.43856189774725
rq0_0043,Buse,easyocr,21.0,21.0,0.0,0.0,10.333333333333334,10.333333333333334,26.0,43.0,4.790697674418604,4.693479289485192,22.0,17.0,7.681818181818182,5.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,21.0,28.0,38.0,182.67948703818894
rq0_0044,Buse,easyocr,40.0,40.0,0.0,0.025,7.75,7.75,56.0,69.0,4.188405797101449,5.456067210275939,36.0,29.0,6.194444444444445,9.0,17.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,36.0,44.0,60.0,327.56589711823784
rq0_0045,Buse,easyocr,27.0,27.0,0.0,0.037037037037037035,9.481481481481481,9.481481481481481,26.0,52.0,4.5576923076923075,4.794297112780251,22.0,16.0,8.409090909090908,5.0,17.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,23.0,29.0,47.0,228.3251067709959
rq0_0046,Buse,easyocr,33.0,33.0,0.0,0.030303030303030304,8.151515151515152,8.151515151515152,32.0,53.0,4.811320754716981,4.864251822283627,34.0,19.0,6.617647058823529,2.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,26.0,31.0,51.0,252.6640118297306
rq0_0047,Buse,easyocr,15.0,15.0,0.0,0.0,8.066666666666666,8.066666666666666,49.0,31.0,3.7096774193548385,4.518397116698909,10.0,9.0,7.6,5.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,16.0,20.0,26.0,112.37013046707143
rq0_0048,Buse,easyocr,15.0,15.0,0.0,0.0,8.4,8.4,38.0,33.0,3.484848484848485,3.8966879684212654,10.0,8.0,8.2,4.0,15.0,4.0,0.0,0.0,0.0,0.8,1.0,3.0,4.0,12.0,16.0,29.0,116.0
rq0_0049,Buse,easyocr,15.0,15.0,0.0,0.0,9.4,9.4,33.0,37.0,3.5405405405405403,4.479195257286953,10.0,7.0,7.7,6.0,13.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,13.0,20.0,31.0,133.97977094150824
rq0_0050,Buse,easyocr,13.0,13.0,0.0,0.0,13.615384615384615,13.615384615384615,51.0,49.0,3.326530612244898,4.197854293804585,19.0,14.0,6.631578947368421,1.0,23.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,17.0,22.0,48.0,214.05271769459029
rq0_0051,Buse,easyocr,22.0,22.0,0.0,0.0,9.272727272727273,9.272727272727273,50.0,27.0,7.814814814814815,4.106377316818026,10.0,8.0,6.6,2.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,12.0,17.0,25.0,102.18657103125848
rq0_0052,Buse,easyocr,21.0,21.0,0.0,0.0,7.380952380952381,7.380952380952381,17.0,30.0,5.133333333333334,4.440223928941852,17.0,13.0,5.294117647058823,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,17.0,23.0,30.0,135.7068586817104
rq0_0053,Buse,easyocr,20.0,20.0,0.0,0.0,12.6,12.6,52.0,46.0,5.282608695652174,4.364801762387308,19.0,15.0,11.263157894736842,2.0,21.0,4.0,0.0,0.0,0.0,0.85,1.0,3.0,7.0,19.0,26.0,44.0,206.81934759820803
rq0_0054,Buse,easyocr,29.0,29.0,0.0,0.034482758620689655,6.724137931034483,6.724137931034483,36.0,52.0,3.5,4.7483286603655745,29.0,18.0,5.068965517241379,3.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,23.0,29.0,49.0,238.041068761251
rq0_0055,Buse,easyocr,14.0,14.0,0.0,0.0,11.214285714285714,11.214285714285714,28.0,40.0,3.725,3.977567157116929,18.0,11.0,7.055555555555555,0.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,15.0,20.0,40.0,172.8771237954945
rq0_0056,Buse,easyocr,19.0,19.0,0.0,0.0,11.736842105263158,11.736842105263158,32.0,42.0,4.9523809523809526,4.431257232859706,21.0,17.0,8.571428571428571,2.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,19.0,24.0,40.0,183.39850002884623
rq0_0057,Buse,easyocr,16.0,16.0,0.0,0.0,10.75,10.75,39.0,35.0,4.6571428571428575,4.354442574694573,13.0,10.0,9.23076923076923,4.0,13.0,5.0,0.0,0.0,0.0,0.8125,1.0,1.0,5.0,15.0,20.0,31.0,133.97977094150824
rq0_0058,Buse,easyocr,10.0,10.0,0.0,0.0,9.3,9.3,33.0,18.0,5.055555555555555,3.6835423624332306,8.0,7.0,8.75,2.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,8.0,12.0,16.0,57.3594000115385
rq0_0059,Buse,easyocr,15.0,15.0,0.0,0.0,7.666666666666667,7.666666666666667,23.0,31.0,3.6129032258064515,4.018081793978686,12.0,8.0,6.75,4.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,12.0,16.0,27.0,108.0
rq0_0060,Buse,easyocr,8.0,8.0,0.0,0.0,12.5,12.5,27.0,31.0,3.0,3.857422116838488,11.0,8.0,6.545454545454546,1.0,19.0,0.0,0.0,0.0,0.0,0.5,1.0,2.0,8.0,8.0,16.0,30.0,120.0
rq0_0061,Buse,easyocr,16.0,16.0,0.0,0.0,13.9375,13.9375,44.0,43.0,4.883720930232558,4.379298475431078,19.0,13.0,9.421052631578947,2.0,17.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,18.0,23.0,41.0,185.46604019833754
rq0_0062,Buse,easyocr,16.0,16.0,0.0,0.0,8.375,8.375,25.0,34.0,3.735294117647059,3.858802914461594,14.0,10.0,7.357142857142857,1.0,17.0,2.0,0.0,0.0,0.0,0.75,1.0,2.0,6.0,12.0,18.0,33.0,137.6075250475963
rq0_0063,Buse,easyocr,19.0,19.0,0.0,0.0,8.473684210526315,8.473684210526315,33.0,45.0,3.2888888888888888,4.305540252212916,17.0,9.0,6.588235294117647,4.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,13.0,20.0,41.0,177.19905189038187
rq0_0064,Buse,easyocr,15.0,15.0,0.0,0.0,14.0,14.0,52.0,42.0,4.809523809523809,4.5444688400540745,20.0,18.0,9.0,0.0,17.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,23.0,28.0,42.0,201.90890672641936
rq0_0065,Buse,easyocr,28.0,28.0,0.0,0.03571428571428571,7.714285714285714,7.714285714285714,46.0,56.0,3.5714285714285716,4.811382823650152,21.0,14.0,7.095238095238095,5.0,18.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,25.0,30.0,51.0,250.25142037603445
rq0_0066,Buse,easyocr,13.0,13.0,0.0,0.0,11.846153846153847,11.846153846153847,56.0,34.0,4.323529411764706,3.948372960273852,14.0,9.0,8.357142857142858,3.0,16.0,1.0,0.0,0.0,0.0,0.5384615384615384,1.0,1.0,6.0,10.0,16.0,31.0,124.0
rq0_0067,Buse,easyocr,12.0,12.0,0.0,0.0,12.333333333333334,12.333333333333334,42.0,41.0,3.4634146341463414,4.103261224978557,19.0,12.0,6.2105263157894735,1.0,18.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,15.0,20.0,40.0,172.8771237954945
rq0_0068,Buse,easyocr,29.0,29.0,0.0,0.0,9.379310344827585,9.379310344827585,53.0,70.0,3.6714285714285713,4.484161367001088,30.0,23.0,6.9,3.0,31.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,29.0,33.0,67.0,337.9744059970164
rq0_0069,Buse,easyocr,27.0,27.0,0.0,0.037037037037037035,7.148148148148148,7.148148148148148,33.0,46.0,4.021739130434782,4.952591032002874,19.0,14.0,7.0,6.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,23.0,30.0,40.0,196.27562382434076
rq0_0070,Buse,easyocr,30.0,30.0,0.0,0.0,9.8,9.8,52.0,58.0,4.810344827586207,4.927391883902795,27.0,18.0,7.888888888888889,7.0,17.0,7.0,0.0,0.0,0.0,0.13333333333333333,1.0,2.0,6.0,25.0,31.0,51.0,252.6640118297306
rq0_0071,Buse,easyocr,21.0,21.0,0.0,0.0,8.761904761904763,8.761904761904763,38.0,45.0,3.8,4.578088307912703,19.0,14.0,7.052631578947368,3.0,19.0,4.0,0.0,0.0,0.0,0.9047619047619048,1.0,2.0,8.0,18.0,26.0,42.0,197.41846816192586
rq0_0072,Buse,easyocr,16.0,16.0,0.0,0.0,10.125,10.125,36.0,38.0,3.9473684210526314,4.076103170996722,15.0,12.0,8.2,1.0,19.0,3.0,0.0,0.0,0.0,0.625,1.0,2.0,6.0,15.0,21.0,37.0,162.51574464281416
rq0_0073,Buse,easyocr,42.0,42.0,0.0,0.023809523809523808,9.642857142857142,9.642857142857142,53.0,97.0,3.8556701030927836,5.676728563613574,58.0,45.0,5.568965517241379,3.0,25.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,53.0,59.0,94.0,552.9684466400131
rq0_0074,Buse,easyocr,9.0,9.0,0.0,0.0,14.0,14.0,43.0,38.0,3.026315789473684,3.5750951077778788,13.0,8.0,6.923076923076923,0.0,21.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,12.0,16.0,38.0,152.0
rq0_0075,Buse,easyocr,23.0,23.0,0.0,0.0,11.26086956521739,11.26086956521739,45.0,53.0,4.69811320754717,4.488911079366845,21.0,16.0,8.095238095238095,2.0,21.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,25.0,29.0,51.0,247.75703075150616
rq0_0076,Buse,easyocr,31.0,31.0,0.0,0.0,9.64516129032258,9.64516129032258,47.0,57.0,5.245614035087719,4.838661339374267,21.0,17.0,8.428571428571429,6.0,27.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,20.0,30.0,51.0,250.25142037603445
rq0_0077,Buse,easyocr,24.0,24.0,0.0,0.0,6.166666666666667,6.166666666666667,41.0,66.0,2.1363636363636362,4.928504111907778,18.0,15.0,4.222222222222222,6.0,32.0,10.0,0.0,0.0,0.0,0.25,1.0,3.0,11.0,22.0,33.0,60.0,302.6636471615072
rq0_0078,Buse,easyocr,58.0,58.0,0.0,0.017241379310344827,5.568965517241379,5.568965517241379,26.0,91.0,3.340659340659341,5.867523623643858,55.0,47.0,4.709090909090909,3.0,21.0,12.0,0.0,0.0,0.0,0.7758620689655172,1.0,2.0,9.0,55.0,64.0,88.0,528.0
rq0_0079,Buse,easyocr,38.0,38.0,0.0,0.02631578947368421,7.7105263157894735,7.7105263157894735,36.0,67.0,4.164179104477612,5.137151414972287,37.0,27.0,6.351351351351352,5.0,17.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,35.0,40.0,62.0,329.95954188301647
rq0_0080,Buse,easyocr,11.0,11.0,0.0,0.0,11.818181818181818,11.818181818181818,45.0,33.0,3.727272727272727,4.233639952626227,12.0,10.0,8.0,2.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,15.0,20.0,31.0,133.97977094150824
rq0_0081,Buse,easyocr,26.0,26.0,0.0,0.0,11.115384615384615,11.115384615384615,46.0,75.0,3.6266666666666665,4.547310237983151,25.0,17.0,7.92,8.0,36.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,23.0,29.0,67.0,325.4847266735473
rq0_0082,Buse,easyocr,45.0,45.0,0.0,0.0,5.7555555555555555,5.7555555555555555,25.0,58.0,4.362068965517241,5.349191770915039,45.0,35.0,5.266666666666667,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,41.0,44.0,57.0,311.1876022623259
rq0_0083,Buse,easyocr,43.0,43.0,0.0,0.023255813953488372,7.348837209302325,7.348837209302325,42.0,85.0,3.447058823529412,5.283651636031204,39.0,30.0,5.717948717948718,4.0,29.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,42.0,49.0,81.0,454.7914973733319
rq0_0084,Buse,easyocr,31.0,31.0,0.0,0.0,6.645161290322581,6.645161290322581,26.0,70.0,2.6857142857142855,5.109510474298478,12.0,10.0,4.75,16.0,25.0,17.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,21.0,31.0,54.0,267.52660076089126
rq0_0085,Buse,easyocr,19.0,19.0,0.0,0.0,11.947368421052632,11.947368421052632,55.0,67.0,3.253731343283582,4.567527578608399,23.0,12.0,6.391304347826087,6.0,30.0,8.0,0.0,0.0,0.0,0.7368421052631579,1.0,3.0,8.0,19.0,27.0,61.0,290.04813763197154
rq0_0086,Buse,easyocr,22.0,22.0,0.0,0.0,7.7272727272727275,7.7272727272727275,23.0,40.0,4.125,4.4939427079182686,18.0,13.0,7.166666666666667,2.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,19.0,24.0,38.0,174.22857502740393
rq0_0087,Buse,easyocr,23.0,23.0,0.0,0.0,6.565217391304348,6.565217391304348,23.0,26.0,6.0,4.180832987205441,9.0,8.0,9.333333333333334,3.0,9.0,5.0,0.0,0.0,0.0,1.4782608695652173,2.0,3.0,4.0,13.0,17.0,23.0,94.0116453487578
rq0_0088,Buse,easyocr,33.0,33.0,0.0,0.0,9.424242424242424,9.424242424242424,37.0,78.0,3.858974358974359,4.8164595600780835,31.0,22.0,7.354838709677419,8.0,33.0,6.0,0.0,0.0,0.0,0.12121212121212122,1.0,4.0,7.0,28.0,35.0,70.0,359.0498111861476
rq0_0089,Buse,easyocr,32.0,32.0,0.0,0.0,9.3125,9.3125,46.0,84.0,3.2857142857142856,4.8760982257578105,25.0,16.0,7.12,11.0,39.0,9.0,0.0,0.0,0.0,0.40625,2.0,3.0,9.0,25.0,34.0,73.0,371.3847874112748
rq0_0090,Buse,easyocr,27.0,27.0,0.0,0.037037037037037035,8.962962962962964,8.962962962962964,47.0,51.0,4.490196078431373,5.172233675219986,26.0,21.0,7.384615384615385,3.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,29.0,36.0,48.0,248.15640006923098
