protocol_pair_id,pair_id,snippet_i,snippet_j,dataset_name_i,dataset_name_j,language,difficulty,human_score_i_z,human_score_j_z,abs_z_diff,human_preference,preference_score_basis,seed,difficulty_role,continuous_difficulty,image_i_path,image_j_path,image_i_sha256,image_j_sha256
rq1_4461,ext_dorn_cuda_medium_01461,dorn_cuda_023,dorn_cuda_104,Dorn,Dorn,cuda,medium,-1.2714207581067822,-0.5152027678014517,0.7562179903053305,dorn_cuda_104,human_score_z_within_dataset,42,legacy_sampling_stratum,0.7562179903053305,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_023.png,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_104.png,87fac7fd0017c9178412b8a7d8547a524d86c8b405cb42013d0bfea02ab1aae7,f0e5e2a68bca74a1798e47d9829eeedaf253f0b889ade76d4ff7441782273905
rq1_4475,ext_dorn_cuda_medium_01475,dorn_cuda_051,dorn_cuda_097,Dorn,Dorn,cuda,medium,-1.2574533909552963,-0.5416668047522039,0.7157865862030924,dorn_cuda_097,human_score_z_within_dataset,42,legacy_sampling_stratum,0.7157865862030924,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_051.png,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_097.png,f6c9f711c8d86a9e081ae537e0d649734f2d263dbce701bef8963f456bcf88ea,2dac941878f0bb83adcf0f14748d7c5743a8e948daececfc3b380f1ad001f7ed
rq1_4685,ext_dorn_cuda_medium_01685,dorn_cuda_063,dorn_cuda_102,Dorn,Dorn,cuda,medium,-1.434166450916321,-0.7254167319036394,0.7087497190126816,dorn_cuda_102,human_score_z_within_dataset,42,legacy_sampling_stratum,0.7087497190126816,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_063.png,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_cuda_102.png,0594aa02a1f8a9381e6ecd47b5ed98929e507aa9511ad6e3abc55d57bfb69d49,e669cad6c57de0a0d404c0b30c7271116ba79f6fac327d46d91a0b7a0b4f70bf
rq1_0088,full_rq0_seed42__rq0_0014__rq0_0059,rq0_0014,rq0_0059,Buse,Buse,java,easy,-0.613719921144742,0.7821138136825072,1.3958337348272494,rq0_0059,human_score_z_within_dataset,42,legacy_sampling_stratum,1.3958337348272494,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/rq0_0014.png,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/rq0_0059.png,e488b714e652bb898c290511b999aec8706da75fefad159a4c4020f0d77d40aa,2753ae3eff8e419ee6b8a82310a1bcf1b4787489d884b50c7510dd63d524252d
rq1_0432,full_rq0_seed42__rq0_0073__rq0_0135,rq0_0073,rq0_0135,Buse,Dorn,java,easy,0.1763746457386059,-1.2823766832680903,1.4587513290066962,rq0_0073,human_score_z_within_dataset,42,legacy_sampling_stratum,1.4587513290066962,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/rq0_0073.png,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/rq0_0135.png,8896308cbb20d5054f49b9284fec219548dcf398de328e9f27ba74ea7b7eb46e,6e923aec97873ec6d841192e60e8487533154c6fbfc609da4099a60db93b4711
rq1_0438,full_rq0_seed42__rq0_0075__rq0_0107,rq0_0075,rq0_0107,Buse,Dorn,java,easy,-0.8902530195539149,0.2782772124968096,1.1685302320507245,rq0_0107,human_score_z_within_dataset,42,legacy_sampling_stratum,1.1685302320507245,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/rq0_0075.png,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/rq0_0107.png,927dabcc45c1bef4bebb62d50152e85656681a307935b0fd857b9f02e678c47f,5bef902bd2fddf78a1776fcc811b3de9c45d9e60abe3346ffc3cbb0450e651f0
rq1_0652,full_rq0_seed42__rq0_0126__rq0_0269,rq0_0126,rq0_0269,Dorn,Scalabrino,java,easy,1.223622724045606,-0.187362107905831,1.4109848319514369,rq0_0126,human_score_z_within_dataset,42,legacy_sampling_stratum,1.4109848319514369,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/rq0_0126.png,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/rq0_0269.png,ce53eb09c7d7dba1b410fc6479d90fd1bb48e698eec0bfe53cad2dabae8e4eaf,b96b09f580dd87bb31d6301a2ee1c9228b40c3824d7b5d4ff47a69bab41d3104
rq1_0770,full_rq0_seed42__rq0_0162__rq0_0217,rq0_0162,rq0_0217,Dorn,Scalabrino,java,easy,-0.1644681581344376,-1.8209254862098048,1.6564573280753676,rq0_0162,human_score_z_within_dataset,42,legacy_sampling_stratum,1.6564573280753676,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/rq0_0162.png,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/rq0_0217.png,06d253541f8f47755db90e5f6883104c6b8dc5c791f2848e61fd8dc6ad4059fc,ff39a2804f26fe2df03159599d8edd95d96a284fd66255cc4f8ec8e0159bc91f
rq1_0858,full_rq0_seed42__rq0_0197__rq0_0249,rq0_0197,rq0_0249,Scalabrino,Scalabrino,java,easy,0.1756519761617182,-2.909967738412456,3.0856197145741744,rq0_0197,human_score_z_within_dataset,42,legacy_sampling_stratum,3.0856197145741744,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/rq0_0197.png,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/rq0_0249.png,de398e7b8c879406c27614f08c70e078211f92dfdedfd5ba33d9f078279f6e20,94f99778b52ed1b1dcacef95bd9a7693a0b8c5676ecb88852cda0c89cace2f37
rq1_2181,full_rq0_seed42__rq0_0029__rq0_0110,rq0_0029,rq0_0110,Buse,Dorn,java,hard,-0.0343172387636203,-0.4840660110150188,0.4497487722513985,rq0_0029,human_score_z_within_dataset,42,legacy_sampling_stratum,0.4497487722513985,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/rq0_0029.png,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/rq0_0110.png,00f28531ef8b1aea92b4002b255f3f8e6a87daf062ed670cd969441f1829bc87,d727cdaa59be50f5df1c637e60b8b00edd771ae4884628c42209b1c7955d49c3
rq1_2402,full_rq0_seed42__rq0_0066__rq0_0284,rq0_0066,rq0_0284,Buse,Scalabrino,java,hard,0.1237016746130502,-0.368869149939606,0.4925708245526562,rq0_0066,human_score_z_within_dataset,42,legacy_sampling_stratum,0.4925708245526562,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/rq0_0066.png,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/rq0_0284.png,2f10c179aad31c99a9dd159ea727f325f81b099c1da17810653c570721621529,891096dc0a7f8afe9264e436f5b0474925c8b3d8e125a9ef3207957300df5a6f
rq1_2643,full_rq0_seed42__rq0_0108__rq0_0262,rq0_0108,rq0_0262,Dorn,Scalabrino,java,hard,0.2669350349474289,-0.187362107905831,0.4542971428532598,rq0_0108,human_score_z_within_dataset,42,legacy_sampling_stratum,0.4542971428532598,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/rq0_0108.png,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/rq0_0262.png,92627f169b56df22653bc6649ef30c7fa77d630d8efbb0e5993718dacd55860a,429a254a5bfa5c2434d49ed3cd17c180ac0d532be29be4d6a0313e5d81594841
rq1_2780,full_rq0_seed42__rq0_0143__rq0_0300,rq0_0143,rq0_0300,Dorn,Scalabrino,java,hard,0.458548544230568,-0.0058550658720567,0.4644036101026247,rq0_0143,human_score_z_within_dataset,42,legacy_sampling_stratum,0.4644036101026247,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/rq0_0143.png,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/rq0_0300.png,ed752f313d04f0788701f9af5f6ac69675b57ac96ff1aaf769320d156912e17f,b45f340621691172f6001e9aacffeef3c0d5ae7973cd18383cd6181cf4fd400b
rq1_2923,full_rq0_seed42__rq0_0192__rq0_0235,rq0_0192,rq0_0235,Scalabrino,Scalabrino,java,hard,1.0831871863305926,0.7201731022630425,0.3630140840675501,rq0_0192,human_score_z_within_dataset,42,legacy_sampling_stratum,0.3630140840675501,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/rq0_0192.png,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/rq0_0235.png,6c5d6d8f5413da82f7bbcca59739a71e7a5b8c92bcd6f180a67154517208a3a5,e35afc99fd6cce1d3467944c2177802a46e661e3afbcc8b2007bb8521943eadb
rq1_1513,full_rq0_seed42__rq0_0102__rq0_0160,rq0_0102,rq0_0160,Dorn,Dorn,java,medium,0.6617131359263368,-0.031746828936551,0.6934599648628879,rq0_0102,human_score_z_within_dataset,42,legacy_sampling_stratum,0.6934599648628879,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/rq0_0102.png,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/rq0_0160.png,e38475f139f07e8e21fefb834cfaafe47a060b1cfe200e74f650df038f2186b3,b466299fa392ae8962be60c667018a943c8c3ab7f4e4723af2ac1c48255c1fbd
rq1_1716,full_rq0_seed42__rq0_0157__rq0_0229,rq0_0157,rq0_0229,Dorn,Scalabrino,java,medium,0.5735715619359334,-0.0058550658720567,0.5794266278079901,rq0_0157,human_score_z_within_dataset,42,legacy_sampling_stratum,0.5794266278079901,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/rq0_0157.png,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/rq0_0229.png,9e7695120d323285d65c928ceac336e1cf35841611f5ea1130f16a0eecbd89b7,5ce3c1d5974423746641371e85b33b87fba0a4f5fd3d2cfe883fd90bdb552f94
rq1_1732,full_rq0_seed42__rq0_0162__rq0_0195,rq0_0162,rq0_0195,Dorn,Scalabrino,java,medium,-0.1644681581344376,-1.094897318074706,0.9304291599402684,rq0_0162,human_score_z_within_dataset,42,legacy_sampling_stratum,0.9304291599402684,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/rq0_0162.png,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/rq0_0195.png,06d253541f8f47755db90e5f6883104c6b8dc5c791f2848e61fd8dc6ad4059fc,996f272c35c6b9c35ae32349a0bf03aa7bfd97e753fe86bab6a7e008ecfdbbbd
rq1_1758,full_rq0_seed42__rq0_0169__rq0_0293,rq0_0169,rq0_0293,Dorn,Scalabrino,java,medium,-0.0064595735026999,-0.731883234007156,0.7254236605044562,rq0_0169,human_score_z_within_dataset,42,legacy_sampling_stratum,0.7254236605044562,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/rq0_0169.png,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/rq0_0293.png,8c0584f663e7bc32d5adf5c25e84cbcdffc87c4622a78b35af3bb3107747ebb7,51d47ecb9feec4f5f0c10cfa70666e7594bb7fd986180d3c4cc1059522e5261d
rq1_1785,full_rq0_seed42__rq0_0180__rq0_0258,rq0_0180,rq0_0258,Dorn,Scalabrino,java,medium,-0.7412159602548247,-0.187362107905831,0.5538538523489938,rq0_0258,human_score_z_within_dataset,42,legacy_sampling_stratum,0.5538538523489938,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/rq0_0180.png,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/rq0_0258.png,c986788edd8da9ed702efe9a804a557700e9f23ee3fc68aa719c2183899d7757,aacb32f320f289090707dc709b9ed31ab7ac639a8bcc3b7f09103565dcb38de9
rq1_1970,full_rq0_seed42__rq0_0258__rq0_0299,rq0_0258,rq0_0299,Scalabrino,Scalabrino,java,medium,-0.187362107905831,0.3571590181954932,0.5445211261013242,rq0_0299,human_score_z_within_dataset,42,legacy_sampling_stratum,0.5445211261013242,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/rq0_0258.png,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/rq0_0299.png,aacb32f320f289090707dc709b9ed31ab7ac639a8bcc3b7f09103565dcb38de9,5c5d246f699c08613cd06be5f697e574a5b1a77d3705c026a89e8e2cff68f2b6
rq1_6063,ext_dorn_python_easy_06063,dorn_python_000,dorn_python_097,Dorn,Dorn,python,easy,0.1758505164183208,1.4725008690937922,1.2966503526754714,dorn_python_097,human_score_z_within_dataset,42,legacy_sampling_stratum,1.2966503526754714,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_000.png,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_097.png,d2f6b47f76c86cdbc7a97d2fb6573cd938ed418a389e55f46e349ab2c4b7ef23,468925a421bc61904457c228990d20fcfc9b2c819ee79699b3da6e6fb04c16a1
rq1_6091,ext_dorn_python_easy_06091,dorn_python_022,dorn_python_076,Dorn,Dorn,python,easy,1.6273715707343168,-0.2894776824435608,1.9168492531778776,dorn_python_022,human_score_z_within_dataset,42,legacy_sampling_stratum,1.9168492531778776,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_022.png,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_076.png,8a8ac327bcb329a276151b0d25a6989996d87082979549d189ae5e9567a1be1f,4a483e4b9fc2913298dd9702141477b95fde5204ea25f3a76b41c9e83c74c862
rq1_6226,ext_dorn_python_easy_06226,dorn_python_064,dorn_python_089,Dorn,Dorn,python,easy,0.2296376200176123,1.26153791989215,1.0319002998745377,dorn_python_089,human_score_z_within_dataset,42,legacy_sampling_stratum,1.0319002998745377,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_064.png,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_089.png,0da605360c71462601ad8907228fff99d6a3656cb5d1066fcad7422de10020dc,28e60001baa7564306e696c90dd464823048eda9c850c1190ebb05929d3306fb
rq1_6552,ext_dorn_python_easy_06552,dorn_python_019,dorn_python_061,Dorn,Dorn,python,easy,-0.8385887365746516,0.8354610622143809,1.6740497987890324,dorn_python_061,human_score_z_within_dataset,42,legacy_sampling_stratum,1.6740497987890324,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_019.png,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_061.png,0a313eeacdf49f33ed3bee3d42f01c736d1c3852a957564ae09c0ee941846884,c645396aa3a6c0589c39ff53c2ca5c36f52fda8ad49bc7ec387a4f28a1afeef6
rq1_6858,ext_dorn_python_easy_06858,dorn_python_023,dorn_python_032,Dorn,Dorn,python,easy,-0.5416668047522039,0.8124143662357847,1.3540811709879883,dorn_python_032,human_score_z_within_dataset,42,legacy_sampling_stratum,1.3540811709879883,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_023.png,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_032.png,9247c285779bf7b49e1365f6c00e18248bd8979133fb9b68c0c44fee5dee7d3d,97c77e0c29d6c28431f8c373cfda9889a9aab63f7d3d9e7d8ef97647c1e7eb06
rq1_6886,ext_dorn_python_easy_06886,dorn_python_013,dorn_python_039,Dorn,Dorn,python,easy,0.2480833414248618,1.5787641559268126,1.3306808145019509,dorn_python_039,human_score_z_within_dataset,42,legacy_sampling_stratum,1.3306808145019509,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_013.png,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_039.png,43ed54a319c8e5124c778c581f9775b38a71d45c0b07db2d6989feefcd3016f6,086c27c48a17417db4326504c424cad6bd17c800742adf9db2b971a50f56bd5d
rq1_8043,ext_dorn_python_hard_08043,dorn_python_038,dorn_python_099,Dorn,Dorn,python,hard,0.0156036457576274,-0.4579677373912545,0.4735713831488819,dorn_python_038,human_score_z_within_dataset,42,legacy_sampling_stratum,0.4735713831488819,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_038.png,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_099.png,9bece469820655e75e48ddbb7d4e97d4c5c0aa9a18cbea4e57cb36e2fbf6c1f7,b39d0e1d850c813bf7059e239cb4d195b7c6c2efc38021d59a75111388dc91f0
rq1_8193,ext_dorn_python_hard_08193,dorn_python_031,dorn_python_112,Dorn,Dorn,python,hard,-0.0089570365590908,0.2318193720120182,0.240776408571109,dorn_python_112,human_score_z_within_dataset,42,legacy_sampling_stratum,0.240776408571109,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_031.png,results/grounded_protocol_3lang_20260721/rendered/grid/monokai_dark__fs20__wrap80__lnon/dorn_python_112.png,eff154740b2763ff98a52490555005247eebc04c30e26acbabf1d1076f39d8a5,a9b584577c4def7a8b96992360f62c3b5269728fdaad19d7557affc6d0e1bbec
