protocol_pair_id,pair_id,snippet_i,snippet_j,dataset_i,dataset_j,dataset_name_i,dataset_name_j,z_i,z_j,human_score_i_z,human_score_j_z,abs_z_diff,difficulty,human_preference,preference_score_basis,language,split_id,split_type,seed,difficulty_legacy,difficulty_rank
u3_0053,full_rq0_seed42__rq0_0022__rq0_0244,rq0_0022,rq0_0244,Buse,Scalabrino,Buse,Scalabrino,0.3080570735524975,1.4462012703981426,0.3080570735524975,1.4462012703981426,1.1381441968456452,far,rq0_0244,human_score_z_within_dataset,java,,,,easy,far
u3_0054,full_rq0_seed42__rq0_0022__rq0_0308,rq0_0022,rq0_0308,Buse,Scalabrino,Buse,Scalabrino,0.3080570735524975,-0.9133902760409311,0.3080570735524975,-0.9133902760409311,1.2214473495934286,far,rq0_0022,human_score_z_within_dataset,java,,,,easy,far
u3_0055,full_rq0_seed42__rq0_0024__rq0_0083,rq0_0024,rq0_0083,Buse,Buse,Buse,Buse,-1.4301509735908695,0.5055807152733344,-1.4301509735908695,0.5055807152733344,1.935731688864204,far,rq0_0083,human_score_z_within_dataset,java,,,,easy,far
u3_0056,full_rq0_seed42__rq0_0024__rq0_0250,rq0_0024,rq0_0250,Buse,Scalabrino,Buse,Scalabrino,-1.4301509735908695,1.2646942283643683,-1.4301509735908695,1.2646942283643683,2.694845201955238,far,rq0_0250,human_score_z_within_dataset,java,,,,easy,far
u3_0057,full_rq0_seed42__rq0_0025__rq0_0295,rq0_0025,rq0_0295,Buse,Scalabrino,Buse,Scalabrino,0.7426090853383388,-1.639418444176031,0.7426090853383388,-1.639418444176031,2.38202752951437,far,rq0_0025,human_score_z_within_dataset,java,,,,easy,far
u3_0058,full_rq0_seed42__rq0_0026__rq0_0087,rq0_0026,rq0_0087,Buse,Buse,Buse,Buse,-0.6663928922702992,1.5985448661286332,-0.6663928922702992,1.5985448661286332,2.2649377583989323,far,rq0_0087,human_score_z_within_dataset,java,,,,easy,far
u3_0059,full_rq0_seed42__rq0_0027__rq0_0067,rq0_0027,rq0_0067,Buse,Buse,Buse,Buse,1.045478669310289,-0.5742151928005751,1.045478669310289,-0.5742151928005751,1.6196938621108643,far,rq0_0027,human_score_z_within_dataset,java,,,,easy,far
u3_0060,full_rq0_seed42__rq0_0027__rq0_0183,rq0_0027,rq0_0183,Buse,Dorn,Buse,Dorn,1.045478669310289,-1.312494795838341,1.045478669310289,-1.312494795838341,2.35797346514863,far,rq0_0027,human_score_z_within_dataset,java,,,,easy,far
u3_0061,full_rq0_seed42__rq0_0027__rq0_0233,rq0_0027,rq0_0233,Buse,Scalabrino,Buse,Scalabrino,1.045478669310289,-0.368869149939606,1.045478669310289,-0.368869149939606,1.414347819249895,far,rq0_0027,human_score_z_within_dataset,java,,,,easy,far
u3_0062,full_rq0_seed42__rq0_0028__rq0_0280,rq0_0028,rq0_0280,Buse,Scalabrino,Buse,Scalabrino,-0.7849070773028014,1.0831871863305926,-0.7849070773028014,1.0831871863305926,1.868094263633394,far,rq0_0280,human_score_z_within_dataset,java,,,,easy,far
u3_0063,full_rq0_seed42__rq0_0029__rq0_0161,rq0_0029,rq0_0161,Buse,Dorn,Buse,Dorn,-0.0343172387636203,1.0912844775320143,-0.0343172387636203,1.0912844775320143,1.1256017162956349,far,rq0_0161,human_score_z_within_dataset,java,,,,easy,far
u3_0064,full_rq0_seed42__rq0_0032__rq0_0101,rq0_0032,rq0_0101,Buse,Dorn,Buse,Dorn,1.690722565598357,-0.5948447330311896,1.690722565598357,-0.5948447330311896,2.2855672986295468,far,rq0_0032,human_score_z_within_dataset,java,,,,easy,far
u3_0065,full_rq0_seed42__rq0_0032__rq0_0134,rq0_0032,rq0_0134,Buse,Dorn,Buse,Dorn,1.690722565598357,0.0953443785442435,1.690722565598357,0.0953443785442435,1.5953781870541135,far,rq0_0032,human_score_z_within_dataset,java,,,,easy,far
u3_0066,full_rq0_seed42__rq0_0032__rq0_0259,rq0_0032,rq0_0259,Buse,Scalabrino,Buse,Scalabrino,1.690722565598357,0.3571590181954932,1.690722565598357,0.3571590181954932,1.3335635474028638,far,rq0_0032,human_score_z_within_dataset,java,,,,easy,far
u3_0067,full_rq0_seed42__rq0_0033__rq0_0171,rq0_0033,rq0_0171,Buse,Dorn,Buse,Dorn,-2.0358901415347703,-0.968442593926736,-2.0358901415347703,-0.968442593926736,1.0674475476080345,far,rq0_0171,human_score_z_within_dataset,java,,,,easy,far
u3_0068,full_rq0_seed42__rq0_0034__rq0_0168,rq0_0034,rq0_0168,Buse,Dorn,Buse,Dorn,-1.1799543607444758,1.045712288571589,-1.1799543607444758,1.045712288571589,2.225666649316065,far,rq0_0168,human_score_z_within_dataset,java,,,,easy,far
u3_0069,full_rq0_seed42__rq0_0034__rq0_0296,rq0_0034,rq0_0296,Buse,Scalabrino,Buse,Scalabrino,-1.1799543607444758,0.9016801442968184,-1.1799543607444758,0.9016801442968184,2.0816345050412943,far,rq0_0296,human_score_z_within_dataset,java,,,,easy,far
u3_0070,full_rq0_seed42__rq0_0035__rq0_0161,rq0_0035,rq0_0161,Buse,Dorn,Buse,Dorn,-1.127281389618919,1.0912844775320143,-1.127281389618919,1.0912844775320143,2.218565867150933,far,rq0_0161,human_score_z_within_dataset,java,,,,easy,far
u3_0071,full_rq0_seed42__rq0_0037__rq0_0105,rq0_0037,rq0_0105,Buse,Dorn,Buse,Dorn,-0.5083739788936292,0.8465461902194238,-0.5083739788936292,0.8465461902194238,1.354920169113053,far,rq0_0105,human_score_z_within_dataset,java,,,,easy,far
u3_0072,full_rq0_seed42__rq0_0037__rq0_0236,rq0_0037,rq0_0236,Buse,Scalabrino,Buse,Scalabrino,-0.5083739788936292,0.9016801442968184,-0.5083739788936292,0.9016801442968184,1.4100541231904478,far,rq0_0236,human_score_z_within_dataset,java,,,,easy,far
u3_0073,full_rq0_seed42__rq0_0037__rq0_0266,rq0_0037,rq0_0266,Buse,Scalabrino,Buse,Scalabrino,-0.5083739788936292,1.6277083124319185,-0.5083739788936292,1.6277083124319185,2.136082291325548,far,rq0_0266,human_score_z_within_dataset,java,,,,easy,far
u3_0074,full_rq0_seed42__rq0_0038__rq0_0059,rq0_0038,rq0_0059,Buse,Buse,Buse,Buse,-0.6005516783633533,0.7821138136825072,-0.6005516783633533,0.7821138136825072,1.3826654920458603,far,rq0_0059,human_score_z_within_dataset,java,,,,easy,far
u3_0075,full_rq0_seed42__rq0_0038__rq0_0226,rq0_0038,rq0_0226,Buse,Scalabrino,Buse,Scalabrino,-0.6005516783633533,0.5386660602292682,-0.6005516783633533,0.5386660602292682,1.1392177385926217,far,rq0_0226,human_score_z_within_dataset,java,,,,easy,far
u3_0076,full_rq0_seed42__rq0_0038__rq0_0230,rq0_0038,rq0_0230,Buse,Scalabrino,Buse,Scalabrino,-0.6005516783633533,0.7201731022630425,-0.6005516783633533,0.7201731022630425,1.3207247806263958,far,rq0_0230,human_score_z_within_dataset,java,,,,easy,far
u3_0077,full_rq0_seed42__rq0_0039__rq0_0199,rq0_0039,rq0_0199,Buse,Scalabrino,Buse,Scalabrino,-1.3774780024653124,0.5386660602292682,-1.3774780024653124,0.5386660602292682,1.9161440626945807,far,rq0_0199,human_score_z_within_dataset,java,,,,easy,far
u3_0078,full_rq0_seed42__rq0_0039__rq0_0237,rq0_0039,rq0_0237,Buse,Scalabrino,Buse,Scalabrino,-1.3774780024653124,-0.187362107905831,-1.3774780024653124,-0.187362107905831,1.1901158945594814,far,rq0_0237,human_score_z_within_dataset,java,,,,easy,far
u3_0079,full_rq0_seed42__rq0_0039__rq0_0270,rq0_0039,rq0_0270,Buse,Scalabrino,Buse,Scalabrino,-1.3774780024653124,0.3571590181954932,-1.3774780024653124,0.3571590181954932,1.7346370206608055,far,rq0_0270,human_score_z_within_dataset,java,,,,easy,far
u3_0080,full_rq0_seed42__rq0_0041__rq0_0149,rq0_0041,rq0_0149,Buse,Dorn,Buse,Dorn,0.0051874895805479,-1.6607153280343243,0.0051874895805479,-1.6607153280343243,1.6659028176148722,far,rq0_0041,human_score_z_within_dataset,java,,,,easy,far
u3_0081,full_rq0_seed42__rq0_0041__rq0_0173,rq0_0041,rq0_0173,Buse,Dorn,Buse,Dorn,0.0051874895805479,1.2878737208307431,0.0051874895805479,1.2878737208307431,1.2826862312501952,far,rq0_0173,human_score_z_within_dataset,java,,,,easy,far
u3_0082,full_rq0_seed42__rq0_0042__rq0_0091,rq0_0042,rq0_0091,Buse,Buse,Buse,Buse,1.256170553812516,-1.482823944716426,1.256170553812516,-1.482823944716426,2.738994498528942,far,rq0_0042,human_score_z_within_dataset,java,,,,easy,far
u3_0083,full_rq0_seed42__rq0_0043__rq0_0100,rq0_0043,rq0_0100,Buse,Dorn,Buse,Dorn,0.8874597559336193,-0.2450761344070205,0.8874597559336193,-0.2450761344070205,1.1325358903406395,far,rq0_0043,human_score_z_within_dataset,java,,,,easy,far
u3_0084,full_rq0_seed42__rq0_0043__rq0_0245,rq0_0043,rq0_0245,Buse,Scalabrino,Buse,Scalabrino,0.8874597559336193,-0.368869149939606,0.8874597559336193,-0.368869149939606,1.2563289058732252,far,rq0_0043,human_score_z_within_dataset,java,,,,easy,far
u3_0085,full_rq0_seed42__rq0_0043__rq0_0285,rq0_0043,rq0_0285,Buse,Scalabrino,Buse,Scalabrino,0.8874597559336193,-1.094897318074706,0.8874597559336193,-1.094897318074706,1.9823570740083247,far,rq0_0043,human_score_z_within_dataset,java,,,,easy,far
u3_0086,full_rq0_seed42__rq0_0046__rq0_0214,rq0_0046,rq0_0214,Buse,Scalabrino,Buse,Scalabrino,1.0323104265288996,-0.731883234007156,1.0323104265288996,-0.731883234007156,1.7641936605360558,far,rq0_0046,human_score_z_within_dataset,java,,,,easy,far
u3_0087,full_rq0_seed42__rq0_0046__rq0_0311,rq0_0046,rq0_0311,Buse,Scalabrino,Buse,Scalabrino,1.0323104265288996,-1.094897318074706,1.0323104265288996,-1.094897318074706,2.1272077446036057,far,rq0_0046,human_score_z_within_dataset,java,,,,easy,far
u3_0088,full_rq0_seed42__rq0_0046__rq0_0312,rq0_0046,rq0_0312,Buse,Scalabrino,Buse,Scalabrino,1.0323104265288996,-1.094897318074706,1.0323104265288996,-1.094897318074706,2.1272077446036057,far,rq0_0046,human_score_z_within_dataset,java,,,,easy,far
u3_0089,full_rq0_seed42__rq0_0047__rq0_0095,rq0_0047,rq0_0095,Buse,Buse,Buse,Buse,1.2166658254683484,-0.6005516783633533,1.2166658254683484,-0.6005516783633533,1.8172175038317016,far,rq0_0047,human_score_z_within_dataset,java,,,,easy,far
u3_0090,full_rq0_seed42__rq0_0047__rq0_0111,rq0_0047,rq0_0111,Buse,Dorn,Buse,Dorn,1.2166658254683484,-2.949200914026875,1.2166658254683484,-2.949200914026875,4.165866739495224,far,rq0_0047,human_score_z_within_dataset,java,,,,easy,far
u3_0091,full_rq0_seed42__rq0_0047__rq0_0142,rq0_0047,rq0_0142,Buse,Dorn,Buse,Dorn,1.2166658254683484,0.1231384923370928,1.2166658254683484,0.1231384923370928,1.0935273331312556,far,rq0_0047,human_score_z_within_dataset,java,,,,easy,far
u3_0092,full_rq0_seed42__rq0_0047__rq0_0210,rq0_0047,rq0_0210,Buse,Scalabrino,Buse,Scalabrino,1.2166658254683484,0.1756519761617182,1.2166658254683484,0.1756519761617182,1.0410138493066303,far,rq0_0047,human_score_z_within_dataset,java,,,,easy,far
u3_0093,full_rq0_seed42__rq0_0047__rq0_0212,rq0_0047,rq0_0212,Buse,Scalabrino,Buse,Scalabrino,1.2166658254683484,-0.0058550658720567,1.2166658254683484,-0.0058550658720567,1.222520891340405,far,rq0_0047,human_score_z_within_dataset,java,,,,easy,far
u3_0094,full_rq0_seed42__rq0_0048__rq0_0269,rq0_0048,rq0_0269,Buse,Scalabrino,Buse,Scalabrino,1.4010212244077964,-0.187362107905831,1.4010212244077964,-0.187362107905831,1.5883833323136274,far,rq0_0048,human_score_z_within_dataset,java,,,,easy,far
u3_0095,full_rq0_seed42__rq0_0048__rq0_0312,rq0_0048,rq0_0312,Buse,Scalabrino,Buse,Scalabrino,1.4010212244077964,-1.094897318074706,1.4010212244077964,-1.094897318074706,2.495918542482502,far,rq0_0048,human_score_z_within_dataset,java,,,,easy,far
u3_0096,full_rq0_seed42__rq0_0049__rq0_0123,rq0_0049,rq0_0123,Buse,Dorn,Buse,Dorn,1.00597394096612,-0.2044161940881527,1.00597394096612,-0.2044161940881527,1.2103901350542725,far,rq0_0049,human_score_z_within_dataset,java,,,,easy,far
u3_0097,full_rq0_seed42__rq0_0049__rq0_0180,rq0_0049,rq0_0180,Buse,Dorn,Buse,Dorn,1.00597394096612,-0.7412159602548247,1.00597394096612,-0.7412159602548247,1.7471899012209446,far,rq0_0049,human_score_z_within_dataset,java,,,,easy,far
