source_loc_total,source_loc_nonempty,source_blank_line_ratio,source_comment_line_ratio,source_avg_line_length,source_avg_nonempty_line_length,source_max_line_length,source_token_count,source_avg_token_length,source_token_entropy,source_identifier_count,source_identifier_unique_count,source_avg_identifier_length,source_keyword_count,source_operator_count,source_literal_count,source_indent_mean,source_indent_max,source_indent_std,source_nesting_mean,source_nesting_max,source_cyclomatic_estimate,source_halstead_distinct_operators,source_halstead_distinct_operands,source_halstead_vocabulary,source_halstead_length,source_halstead_volume,rq0_id,dataset_name,source_brace_count,source_parenthesis_count,source_method_like_count,source_if_count,source_for_count,source_while_count,source_switch_count,source_try_count,source_catch_count,source_exception_handling_count,source_api_call_count,source_line_length_std,source_blank_line_count,source_comment_line_count
9.0,8.0,0.1111111111111111,0.4444444444444444,33.888888888888886,38.125,99.0,61.0,4.114754098360656,4.521062241135991,25.0,18.0,8.12,3.0,33.0,0.0,5.125,6.0,0.7806247497997998,0.375,1.0,1.0,9.0,18.0,27.0,58.0,275.7834751254812,rq0_0020,Buse,1,10,1,0,0,0,0,0,0,0,3,29.35773395904181,1,4
8.0,7.0,0.125,0.0,36.5,41.71428571428572,80.0,65.0,3.969230769230769,3.9918786039369514,15.0,6.0,9.4,6.0,38.0,6.0,9.142857142857142,12.0,2.799416848895061,0.8571428571428571,1.0,3.0,7.0,12.0,19.0,59.0,250.62772329317156,rq0_0021,Buse,1,22,1,2,0,0,0,0,0,0,6,28.87472943596182,1,0
8.0,5.0,0.375,0.0,28.375,45.4,51.0,32.0,5.3125,3.688307235905091,10.0,6.0,11.6,6.0,16.0,0.0,9.6,12.0,3.2,1.4,2.0,1.0,5.0,6.0,11.0,26.0,89.94522208456974,rq0_0022,Buse,2,10,2,0,0,0,0,0,0,0,0,22.332361608213315,3,0
8.0,6.0,0.25,0.0,54.125,72.16666666666667,107.0,99.0,2.929292929292929,4.427329292930855,33.0,19.0,6.0,5.0,59.0,2.0,18.666666666666668,24.0,3.771236166328253,1.3333333333333333,2.0,2.0,11.0,21.0,32.0,94.0,470.0,rq0_0023,Buse,2,32,2,1,0,0,0,0,0,0,12,36.285112305186544,2,0
9.0,7.0,0.2222222222222222,0.0,36.11111111111112,46.42857142857143,76.0,79.0,2.430379746835443,3.99229308934677,25.0,7.0,5.32,2.0,43.0,9.0,13.857142857142858,58.0,18.07467503306824,0.4285714285714285,1.0,2.0,9.0,9.0,18.0,77.0,321.08422511105806,rq0_0024,Buse,1,12,0,1,0,0,0,0,0,0,3,31.684010844744336,2,0
8.0,7.0,0.125,0.375,37.0,42.285714285714285,71.0,65.0,3.4615384615384617,4.703158490538386,26.0,19.0,6.6923076923076925,4.0,33.0,2.0,6.0,8.0,1.772810520855837,0.4285714285714285,1.0,1.0,9.0,20.0,29.0,61.0,296.3368407027819,rq0_0025,Buse,1,10,1,0,0,0,0,0,0,0,2,26.014419078657127,1,3
8.0,7.0,0.125,0.0,33.0,37.71428571428572,69.0,68.0,3.3823529411764706,4.257248512886358,24.0,15.0,6.958333333333333,6.0,38.0,0.0,11.428571428571429,16.0,3.958973274443148,1.5714285714285714,2.0,3.0,8.0,15.0,23.0,62.0,280.4608412755348,rq0_0026,Buse,2,20,1,1,1,0,0,0,0,1,7,24.24871130596428,1,0
5.0,3.0,0.4,0.0,17.6,29.33333333333333,35.0,13.0,4.307692307692308,3.180832987205441,5.0,5.0,8.4,1.0,6.0,1.0,8.0,8.0,0.0,0.0,0.0,1.0,3.0,6.0,9.0,12.0,38.03910001730775,rq0_0027,Buse,0,0,0,0,0,0,0,0,0,0,0,15.447977213862014,2,0
11.0,10.0,0.0909090909090909,0.4545454545454545,43.81818181818182,48.2,124.0,99.0,3.797979797979798,5.076079473505698,46.0,32.0,6.804347826086956,3.0,50.0,0.0,6.4,12.0,2.4166091947189146,0.5,2.0,2.0,11.0,32.0,43.0,96.0,520.9214164514015,rq0_0028,Buse,2,16,2,1,0,0,0,0,0,0,5,32.7825291104276,1,5
11.0,7.0,0.3636363636363636,0.0,30.454545454545453,47.0,68.0,54.0,5.425925925925926,3.672072250559379,15.0,8.0,12.333333333333334,8.0,30.0,1.0,14.857142857142858,20.0,2.799416848895061,0.0,0.0,3.0,5.0,9.0,14.0,46.0,175.13832641464978,rq0_0029,Buse,0,22,0,2,0,0,0,0,0,1,4,24.347348694051924,4,0
8.0,7.0,0.125,0.375,29.0,33.142857142857146,69.0,56.0,3.375,4.597097109364437,24.0,17.0,6.25,2.0,29.0,1.0,3.142857142857143,4.0,0.8329931278350429,0.4285714285714285,1.0,1.0,10.0,18.0,28.0,54.0,259.5971657911106,rq0_0030,Buse,1,8,1,0,0,0,0,0,0,0,3,23.89037463080058,1,3
11.0,10.0,0.0909090909090909,0.5454545454545454,37.45454545454545,41.2,115.0,79.0,4.316455696202532,4.836814730304562,44.0,22.0,6.75,3.0,32.0,0.0,9.2,12.0,1.833030277982336,0.3,1.0,1.0,11.0,22.0,33.0,76.0,383.37395307124245,rq0_0031,Buse,1,2,1,0,0,0,0,0,0,0,0,33.183686124259744,1,6
10.0,6.0,0.4,0.0,26.9,44.833333333333336,50.0,33.0,5.333333333333333,3.7476066187684167,12.0,8.0,10.916666666666666,6.0,15.0,0.0,14.0,16.0,2.0,0.0,0.0,4.0,5.0,8.0,13.0,27.0,99.91187238980947,rq0_0032,Buse,0,6,0,0,0,0,0,0,0,0,0,22.151523649627354,4,0
12.0,11.0,0.0833333333333333,0.4166666666666667,47.16666666666666,51.45454545454545,119.0,94.0,4.872340425531915,4.786321133358136,34.0,23.0,11.029411764705882,3.0,52.0,5.0,7.636363636363637,16.0,4.205466729534683,0.4545454545454545,1.0,1.0,10.0,27.0,37.0,91.0,474.0602562722345,rq0_0033,Buse,1,18,1,0,0,0,0,0,0,0,5,37.80395334999884,1,5
7.0,6.0,0.1428571428571428,0.1428571428571428,31.142857142857142,36.333333333333336,55.0,55.0,3.109090909090909,4.43337852284434,21.0,15.0,6.0,4.0,30.0,0.0,14.666666666666666,20.0,2.981423969999719,0.0,0.0,2.0,9.0,15.0,24.0,51.0,233.83308753677892,rq0_0034,Buse,0,12,0,1,0,0,0,0,0,0,3,16.20783383278038,1,1
10.0,6.0,0.4,0.0,37.8,61.0,97.0,89.0,3.5842696629213484,4.139666663859733,28.0,14.0,8.392857142857142,9.0,52.0,0.0,5.333333333333333,8.0,1.4907119849998596,0.0,0.0,4.0,10.0,14.0,24.0,80.0,366.79700005769246,rq0_0035,Buse,0,30,0,2,1,0,0,0,0,0,10,34.198830389356885,4,0
7.0,6.0,0.1428571428571428,0.0,29.857142857142858,34.833333333333336,62.0,47.0,3.914893617021277,4.398446374493863,16.0,11.0,7.75,7.0,24.0,0.0,8.666666666666666,12.0,2.748737083745107,0.8333333333333334,1.0,2.0,10.0,11.0,21.0,40.0,175.69269691115042,rq0_0036,Buse,1,10,1,1,0,0,0,0,0,0,3,21.89865339257561,1,0
6.0,4.0,0.3333333333333333,0.0,33.0,49.5,62.0,42.0,2.595238095238096,4.264125089796519,15.0,11.0,5.466666666666667,0.0,24.0,3.0,20.5,46.0,14.722431864335457,0.0,0.0,1.0,9.0,14.0,23.0,42.0,189.98960215439456,rq0_0037,Buse,0,6,0,0,0,0,0,0,0,0,3,25.69046515733026,2,0
12.0,10.0,0.1666666666666666,0.5,38.333333333333336,46.0,92.0,87.0,4.126436781609195,4.89132499679288,41.0,30.0,7.121951219512195,1.0,43.0,2.0,5.7,8.0,1.5524174696260025,0.3,1.0,1.0,10.0,32.0,42.0,86.0,463.73929835897343,rq0_0038,Buse,1,18,1,0,0,0,0,0,0,0,5,33.19471176089482,2,6
7.0,6.0,0.1428571428571428,0.0,21.857142857142858,25.5,45.0,38.0,2.710526315789474,3.945718475144532,11.0,5.0,5.454545454545454,4.0,22.0,1.0,7.0,8.0,1.0,0.8333333333333334,1.0,4.0,9.0,6.0,15.0,34.0,132.83428025068963,rq0_0039,Buse,1,10,1,0,0,0,1,0,0,0,0,14.376852143324713,1,0
7.0,6.0,0.1428571428571428,0.0,33.57142857142857,39.16666666666666,62.0,47.0,4.0,4.277161191734919,18.0,12.0,7.555555555555555,5.0,24.0,0.0,5.0,8.0,1.914854215512676,1.5,3.0,3.0,8.0,12.0,20.0,42.0,181.52097998526924,rq0_0040,Buse,3,12,3,2,0,0,0,0,0,0,2,19.76184738947495,1,0
5.0,4.0,0.2,0.0,30.6,38.25,84.0,31.0,4.290322580645161,4.349199939349344,11.0,8.0,9.181818181818182,3.0,17.0,0.0,11.0,12.0,1.7320508075688772,0.75,1.0,1.0,11.0,8.0,19.0,28.0,118.9419703764204,rq0_0041,Buse,1,4,1,0,0,0,0,0,0,0,0,28.408449447303525,1,0
6.0,4.0,0.3333333333333333,0.0,22.33333333333333,33.5,43.0,25.0,3.2,3.483074189428569,11.0,5.0,5.454545454545454,2.0,12.0,0.0,11.0,12.0,1.7320508075688772,0.75,1.0,1.0,6.0,5.0,11.0,23.0,79.56692722865783,rq0_0042,Buse,1,2,1,0,0,0,0,0,0,0,0,16.418147141366337,2,0
5.0,3.0,0.4,0.0,52.2,84.33333333333333,97.0,45.0,4.733333333333333,4.153212408384619,18.0,12.0,9.055555555555555,5.0,21.0,1.0,8.0,8.0,0.0,0.0,0.0,1.0,6.0,13.0,19.0,40.0,169.9171005377434,rq0_0043,Buse,0,10,0,0,0,0,0,0,0,0,3,41.460342497379344,2,0
12.0,11.0,0.0833333333333333,0.1666666666666666,29.25,31.90909090909091,73.0,67.0,4.268656716417911,5.066182944790743,34.0,25.0,6.5,9.0,24.0,0.0,7.272727272727272,12.0,2.86327559054975,0.3636363636363636,1.0,2.0,9.0,25.0,34.0,58.0,295.0728447925197,rq0_0044,Buse,1,10,1,1,0,0,0,0,0,0,1,26.47050245084139,1,2
11.0,10.0,0.0909090909090909,0.5454545454545454,28.454545454545453,31.3,95.0,54.0,4.388888888888889,4.3793194477654325,20.0,13.0,8.9,6.0,28.0,0.0,5.1,6.0,0.7000000000000001,0.3,1.0,1.0,9.0,13.0,22.0,48.0,214.05271769459029,rq0_0045,Buse,1,8,1,0,0,0,0,0,0,1,3,24.272557030386977,1,6
11.0,10.0,0.0909090909090909,0.5454545454545454,28.545454545454547,31.4,76.0,59.0,4.389830508474576,4.583133990665958,35.0,18.0,6.457142857142857,2.0,22.0,0.0,5.2,8.0,1.833030277982336,0.3,1.0,1.0,9.0,18.0,27.0,57.0,271.02858762331766,rq0_0046,Buse,1,4,1,0,0,0,0,0,0,0,0,22.317394912992853,1,6
11.0,7.0,0.3636363636363636,0.0,16.363636363636363,25.714285714285715,67.0,29.0,3.8620689655172415,4.064203408622266,8.0,7.0,9.375,5.0,16.0,0.0,8.571428571428571,12.0,2.5555062599997598,1.1428571428571428,2.0,2.0,7.0,7.0,14.0,24.0,91.3765181293825,rq0_0047,Buse,4,6,2,1,0,0,0,1,0,1,1,18.79203277635947,4,0
9.0,7.0,0.2222222222222222,0.0,24.33333333333333,31.285714285714285,54.0,35.0,3.342857142857143,3.7998737308598,10.0,8.0,8.2,4.0,21.0,0.0,13.142857142857142,16.0,2.799416848895061,1.2857142857142858,2.0,3.0,7.0,8.0,15.0,31.0,121.11360846386408,rq0_0048,Buse,4,12,3,2,0,0,0,0,0,0,0,16.350331291240963,2,0
8.0,6.0,0.25,0.0,20.0,26.666666666666668,55.0,39.0,3.3846153846153846,4.221049013623096,12.0,6.0,6.5,6.0,18.0,3.0,7.333333333333333,12.0,2.748737083745107,0.6666666666666666,1.0,2.0,9.0,8.0,17.0,33.0,134.88627376126118,rq0_0049,Buse,1,8,1,1,0,0,0,0,0,0,2,18.472953201911167,2,0
6.0,3.0,0.5,0.0,32.166666666666664,63.0,103.0,52.0,3.3076923076923075,4.047898191373839,16.0,11.0,6.875,1.0,29.0,6.0,4.0,4.0,0.0,0.0,0.0,1.0,6.0,15.0,21.0,51.0,224.0081885617168,rq0_0050,Buse,0,14,0,0,0,0,0,0,0,0,6,36.88909805830926,3,0
7.0,6.0,0.1428571428571428,0.0,33.857142857142854,39.5,69.0,56.0,3.6607142857142856,4.430222502793965,16.0,13.0,7.5625,5.0,33.0,2.0,12.0,16.0,2.309401076758503,1.0,2.0,2.0,10.0,15.0,25.0,51.0,236.8366656785109,rq0_0051,Buse,3,18,1,1,0,0,0,1,0,2,6,27.289079822357888,1,0
8.0,6.0,0.25,0.375,47.125,62.833333333333336,80.0,174.0,1.660919540229885,1.8240320908388952,16.0,8.0,5.375,0.0,155.0,3.0,12.0,12.0,0.0,0.0,0.0,1.0,7.0,11.0,18.0,174.0,725.5669502509623,rq0_0052,Buse,0,6,0,0,0,0,0,0,0,0,0,32.35520630439559,2,3
9.0,6.0,0.3333333333333333,0.0,37.77777777777778,56.66666666666666,113.0,47.0,5.25531914893617,4.106549353571895,17.0,13.0,12.588235294117649,2.0,28.0,0.0,13.333333333333334,20.0,3.771236166328253,1.0,2.0,3.0,8.0,13.0,21.0,45.0,197.65428402504423,rq0_0053,Buse,2,14,2,2,0,0,0,0,0,0,4,34.68838351115953,3,0
9.0,8.0,0.1111111111111111,0.2222222222222222,25.33333333333333,28.5,66.0,57.0,3.298245614035088,4.600629821927417,27.0,16.0,5.222222222222222,4.0,24.0,2.0,6.5,8.0,1.9364916731037085,0.375,1.0,1.0,9.0,17.0,26.0,53.0,249.12330506147785,rq0_0054,Buse,1,10,1,0,0,0,0,0,0,0,2,23.156472577277874,1,2
6.0,3.0,0.5,0.0,31.83333333333333,59.66666666666666,82.0,40.0,3.75,3.708694969562842,17.0,10.0,7.470588235294118,0.0,23.0,0.0,6.0,6.0,0.0,0.0,0.0,1.0,6.0,10.0,16.0,40.0,160.0,rq0_0055,Buse,0,12,0,0,0,0,0,0,0,0,4,30.068902355903997,3,0
5.0,4.0,0.2,0.0,47.0,58.75,68.0,41.0,5.170731707317073,4.053065578877497,17.0,12.0,10.647058823529411,2.0,22.0,0.0,14.0,20.0,3.4641016151377544,0.0,0.0,1.0,6.0,12.0,18.0,39.0,162.62707505625016,rq0_0056,Buse,0,10,0,0,0,0,0,0,0,0,4,24.232209969377536,1,0
8.0,4.0,0.5,0.0,25.25,50.5,69.0,34.0,4.764705882352941,3.948372960273852,12.0,9.0,9.916666666666666,4.0,18.0,0.0,7.0,8.0,1.7320508075688772,0.75,1.0,1.0,6.0,9.0,15.0,30.0,117.20671786825557,rq0_0057,Buse,1,10,1,0,0,0,0,0,0,1,1,27.52612395525385,4,0
5.0,3.0,0.4,0.0,24.2,40.0,64.0,17.0,5.411764705882353,3.3371753411230767,6.0,4.0,11.666666666666666,2.0,9.0,0.0,8.0,8.0,0.0,0.0,0.0,1.0,5.0,4.0,9.0,15.0,47.548875021634686,rq0_0058,Buse,0,4,0,0,0,0,0,0,0,0,1,23.532105728132365,2,0
7.0,5.0,0.2857142857142857,0.0,21.142857142857142,29.6,45.0,38.0,3.0789473684210527,3.945718475144532,11.0,7.0,6.818181818181818,5.0,20.0,2.0,13.6,16.0,1.9595917942265424,0.0,0.0,3.0,6.0,9.0,15.0,33.0,128.92738965508113,rq0_0059,Buse,0,10,0,2,0,0,0,0,0,0,3,15.688290186619822,2,0
6.0,4.0,0.3333333333333333,0.0,20.666666666666668,30.0,46.0,31.0,3.064516129032258,3.962103165155796,10.0,7.0,7.1,1.0,18.0,2.0,5.0,6.0,1.0,0.5,1.0,2.0,8.0,9.0,17.0,30.0,122.62388523751017,rq0_0060,Buse,1,8,1,1,0,0,0,0,0,0,2,15.680844648452101,2,0
7.0,6.0,0.1428571428571428,0.0,33.57142857142857,39.16666666666666,66.0,44.0,4.795454545454546,4.265583322887734,19.0,13.0,9.421052631578949,2.0,23.0,0.0,8.0,16.0,4.0,0.6666666666666666,1.0,2.0,9.0,13.0,22.0,42.0,187.29612798276648,rq0_0061,Buse,1,12,1,0,1,0,0,0,0,0,2,20.499875559602394,1,0
6.0,4.0,0.3333333333333333,0.0,37.333333333333336,56.0,61.0,38.0,3.4473684210526314,3.740448236729262,14.0,10.0,7.357142857142857,1.0,23.0,0.0,15.0,16.0,1.7320508075688772,0.75,1.0,2.0,6.0,10.0,16.0,37.0,148.0,rq0_0062,Buse,1,12,1,0,0,1,0,0,0,0,4,27.21315041584777,2,0
6.0,4.0,0.3333333333333333,0.0,35.833333333333336,53.75,60.0,56.0,2.8392857142857144,4.265592485849794,20.0,9.0,5.75,4.0,31.0,1.0,9.0,12.0,1.7320508075688772,0.25,1.0,2.0,10.0,10.0,20.0,52.0,224.74026093414287,rq0_0063,Buse,1,4,0,0,1,0,0,0,0,0,1,25.51742324155966,2,0
7.0,3.0,0.5714285714285714,0.0,34.285714285714285,80.0,116.0,50.0,4.2,4.185979129983103,20.0,16.0,9.0,0.0,28.0,2.0,6.0,6.0,0.0,0.0,0.0,1.0,6.0,18.0,24.0,50.0,229.2481250360578,rq0_0064,Buse,0,12,0,0,0,0,0,0,0,0,5,43.007355801783774,4,0
14.0,11.0,0.2142857142857142,0.3571428571428571,19.214285714285715,23.727272727272727,48.0,59.0,3.406779661016949,4.547151735472499,20.0,13.0,7.1,6.0,31.0,2.0,3.4545454545454546,6.0,1.0756508696544755,0.5454545454545454,2.0,2.0,10.0,15.0,25.0,53.0,246.1243780580604,rq0_0065,Buse,3,12,2,1,0,0,0,0,0,0,3,16.458513087798195,3,5
6.0,5.0,0.1666666666666666,0.0,27.166666666666668,32.6,55.0,34.0,4.323529411764706,3.889549430862088,14.0,9.0,8.357142857142858,3.0,17.0,0.0,6.4,8.0,1.9595917942265424,0.6,1.0,1.0,6.0,9.0,15.0,31.0,121.11360846386408,rq0_0066,Buse,1,10,1,0,0,0,0,0,0,0,2,18.88929738120387,1,0
6.0,4.0,0.3333333333333333,0.0,33.333333333333336,50.0,67.0,40.0,3.55,3.8586949695628414,18.0,11.0,6.555555555555555,1.0,21.0,0.0,13.0,28.0,8.660254037844387,0.0,0.0,1.0,6.0,11.0,17.0,39.0,159.41105080876324,rq0_0067,Buse,0,6,0,0,0,0,0,0,0,0,2,26.861786157207707,2,0
8.0,7.0,0.125,0.0,46.0,52.57142857142857,99.0,80.0,3.3625,4.1912997995224135,27.0,16.0,7.37037037037037,4.0,49.0,0.0,11.428571428571429,16.0,2.5555062599997598,0.8571428571428571,2.0,2.0,10.0,16.0,26.0,76.0,357.233418578723,rq0_0068,Buse,3,26,2,1,0,0,0,0,0,0,10,36.25948151863179,1,0
12.0,10.0,0.1666666666666666,0.1666666666666666,19.25,23.1,53.0,50.0,3.76,4.648367439558378,18.0,13.0,7.333333333333333,6.0,24.0,2.0,7.2,12.0,2.9933259094191533,0.5,1.0,3.0,10.0,15.0,25.0,44.0,204.32967235008783,rq0_0069,Buse,1,8,1,2,0,0,0,0,0,0,1,18.713297411199342,2,2
9.0,5.0,0.4444444444444444,0.0,40.55555555555556,69.8,130.0,59.0,4.745762711864407,4.480455660324544,26.0,15.0,8.23076923076923,7.0,26.0,0.0,8.0,12.0,2.5298221281347035,1.0,2.0,2.0,7.0,15.0,22.0,52.0,231.89044416913947,rq0_0070,Buse,2,10,2,1,0,0,0,0,0,0,1,46.144967490413926,4,0
7.0,5.0,0.2857142857142857,0.0,29.142857142857142,40.8,65.0,42.0,4.119047619047619,4.159592720140252,16.0,11.0,8.25,3.0,23.0,0.0,12.0,16.0,2.5298221281347035,0.8,1.0,2.0,8.0,11.0,19.0,39.0,165.66917302429982,rq0_0071,Buse,1,12,1,1,0,0,0,0,0,0,1,23.43640983859194,2,0
7.0,4.0,0.4285714285714285,0.0,29.0,50.75,69.0,37.0,4.081081081081081,3.802991202999011,13.0,10.0,9.461538461538462,1.0,23.0,0.0,10.0,12.0,2.0,0.5,1.0,2.0,7.0,10.0,17.0,36.0,147.14866228501222,rq0_0072,Buse,1,12,1,0,0,1,0,0,0,0,3,26.576036466819396,3,0
