rq0_id,snippet_id,dataset_name,raw_code,human_mean_score,human_score_z_within_dataset,human_score_minmax_within_dataset,binary_label_median,binary_label_tertile_strict,tertiary_label,num_annotators,language,LOC,cyclomatic_complexity,min_score,max_score,code_type,exact_code_hash,formatting_normalized_hash,exact_duplicate_group_id,formatting_duplicate_group_id,duplicate_group_id,source_metadata,source_key,source_path,source_row_index
rq0_0010,11,Buse,"if
clas
null
E=
new ClassNotFoundException(
3
throw
Class:
value+
not
found
in namespace""
5
asClass
clas;
return asClass;
6",3.644628099173554,0.5714219291802802,0.7203947368421052,readable,discard,mid,,java,5,1,1.0,5.0,Code,6b3d93fd2013ca1f0c27d60b552da9e7a93522877624a085699d816a8f6cde86,fd25de2c0a2922862da11dcfa1f063863146f84328625f0675e0fed428fa1f8f,,,,"{""source_key"": NaN, ""source_path"": NaN, ""source_row_index"": 10, ""original_snippet_id"": ""11""}",,,10
rq0_0011,12,Buse,"btPanel.add (cancel) ;
3
getRootPane ( ) . setDefaultButton(ok)
5
panel.add(btPanel , BorderLayout . SOUTH)
6",3.5371900826446283,0.4002347730222216,0.6776315789473685,readable,discard,mid,,java,3,1,1.0,5.0,Code,75a54cf06f0f4eb69d8822c9183e36cc089c62f49778280ebcf8998b5ccefb9a,2718f680703449361f8bb42bd77901ed2f9ab1794849254a475e056e427ffdec,,,,"{""source_key"": NaN, ""source_path"": NaN, ""source_row_index"": 11, ""original_snippet_id"": ""12""}",,,11
rq0_0012,14,Buse,"Object
removeName ( String
name)
throws HsqlException
{
3
Object
Owner
nameList
remove(name) ;
5
if
(owner
null)
{
6
7
11
should
contain name
throw Trace.error(Trace. GENERAL_ERROR)
9
10
11
return
owner;",4.049586776859504,1.2166658254683484,0.8815789473684211,readable,readable,high,,java,6,1,2.0,5.0,Code,067d0f6455aaa054fd34ab08e7d536723a6b426011e12a3082413b3c32bb166b,f0cde504cc848a51ab46886aa24058fdd13e537a53b2ad8e9f0553a8597412b1,,,,"{""source_key"": NaN, ""source_path"": NaN, ""source_row_index"": 12, ""original_snippet_id"": ""14""}",,,12
rq0_0013,15,Buse,"int stepSize
Math.min( (option.getMaximumValue( )
option.getMinimumValuel ) )
10 _
1000) _
3
spinner
new JSpinner(new SpinnerNumberModel (option
getValue()
option.getMinimumValue()_
5
option.getMaximumValue() _
Math.max(1 ,
stepSi
6
ze) ) ) ;
7
spinner.setToolTipText (option.getShortDescription() )",1.834710743801653,-2.312423239943941,0.0,unreadable,unreadable,low,,java,4,1,1.0,5.0,Code,2489019a1d4140875c8eede5c3c1f9b74fee0c3ff65b65281aabe1342ecce501,1321ce9b740d56c2126ab87f0d34cbe4084390a088031b94c5f2dc8ccbd3689c,,,,"{""source_key"": NaN, ""source_path"": NaN, ""source_row_index"": 13, ""original_snippet_id"": ""15""}",,,13
rq0_0014,16,Buse,"if
parent
!=
null
setStrictJava(
parent.getStrictJava( )
3
) ;
this.sourceFileInfo
sourceFileInfo;
5
BshclassManager
bcm
BshClassManager.createClassMan
this
6
ager(
) ;",2.900826446280992,-0.613719921144742,0.4243421052631579,unreadable,unreadable,low,,java,4,1,1.0,5.0,Code,b153852c78de692548945e8c3d13fd457ee8324cf3e3b5762f6432be862c1c9d,2abfd87b96c1fd42054da9910b8e263f760dfed9b7b49a78af550cbbf01f8e17,,,,"{""source_key"": NaN, ""source_path"": NaN, ""source_row_index"": 14, ""original_snippet_id"": ""16""}",,,14
rq0_0015,17,Buse,"mDevices
Vector-DeviceIf-() ;
2
new
3
DeviceFileHandling reader
new DeviceFileHandling ( )
5
6
7
for
int
0;
1
num;
i++)
String classname
(String)
in. readObject () ;",3.7355371900826446,0.7162725997755606,0.756578947368421,readable,readable,high,,java,4,1,2.0,5.0,Code,46dbcfaf6fe787d18e473004bbb4290ff6cbd9f8516951422738ecaac61d68d2,c1df930da391dbb994dca70c7b58e07e7e28b3af04e433816cead65d13728168,,,,"{""source_key"": NaN, ""source_path"": NaN, ""source_row_index"": 15, ""original_snippet_id"": ""17""}",,,15
rq0_0016,18,Buse,"1**
Testing purposes only _
3
Do not
use
public Result
runMain(String
args)
{
5
System.out.println(
JUnit
version
Version.id() ) ;
List Class<?>>
classes=
ArrayList Class<?>>() ;
6
new
7
List Failure> missingClasses =
new ArrayList Failure> ( )",2.471074380165289,-1.298468545776979,0.2532894736842103,unreadable,unreadable,low,,java,4,1,1.0,5.0,Code,e3b3bd9b116eabe05389f34480d838a592fb8259ad129fa359b057670ccc0456,0159ff71e4f129d26c82a5b775ba7ded989d751ee46a592b89750d9ef627bc2c,,,,"{""source_key"": NaN, ""source_path"": NaN, ""source_row_index"": 16, ""original_snippet_id"": ""18""}",,,16
rq0_0017,19,Buse,"1**
constraint
3
temp
constructor
Constraint (HsqlName name
int[] mainCols ,
Table
refTable
5
int[ ]
refCols
int deleteAction,
int updateAction)
6
int type,
7
9
core
new ConstraintCore() ;
10
constName
name
11
constType
type;",3.553719008264463,0.4265712585849998,0.6842105263157895,readable,discard,mid,,java,5,1,1.0,5.0,Code,cbf8ee0807fb071192af03065d3e3a6f28424978d99f9298e9ea8b03ab029ce3,132f1a4a742d10574109bb677b00fa77a5e20c92177ff444243a5f42662efac8,,,,"{""source_key"": NaN, ""source_path"": NaN, ""source_row_index"": 17, ""original_snippet_id"": ""19""}",,,17
rq0_0018,20,Buse,"int eventId
active?
ON
OFF ;
ActionEvent
blinkEvent
new ActionEvent
this,eventI
3
d,""blink"" ) ;
fireActionEvent (blinkEvent) ;",3.2644628099173554,-0.0343172387636203,0.569078947368421,unreadable,discard,mid,,java,3,1,1.0,5.0,Code,3e258ae064f98193932c583a72015e8b10d4d5d874715dbbc7a8593f7558f784,e26e6ca0612d457a752f73823813583a303c0352ad4f7e59fd865e4615bc63e3,,,,"{""source_key"": NaN, ""source_path"": NaN, ""source_row_index"": 18, ""original_snippet_id"": ""20""}",,,18
rq0_0019,21,Buse,";
else if
isPrimitive( returnType
int opcode
IRETURN;
String type;
String meth;",3.727272727272727,0.7031043569941712,0.7532894736842104,readable,readable,high,,java,5,1,1.0,5.0,Code,7407ce7a53f8d8228762ed9966a61f2062a2c4d8dab2c33a232d013f7d73bb7f,34dceecb14b57c63353d982ed2cbe310596ad1ed853e289b237fcd347252fdb8,,,,"{""source_key"": NaN, ""source_path"": NaN, ""source_row_index"": 19, ""original_snippet_id"": ""21""}",,,19
rq0_0020,22,Buse,"1**
Returns
the PluginPanel
3
dreturn
Panel
5
public JPanel createSettingsPanel ()
mPanel
CapturePluginPanel (mOwner , mCloneData)
6
new
7
mPanel.setBorder (Borders. createEmptyBorder(Sizes.DLUYS
Sizes.DLUX5, Sizes.DLUYS,Sizes.DLUXS) ) ;
mPanel. setSelectedTab (mCurrentPanel) ;",2.7355371900826446,-0.8770847767725254,0.3585526315789473,unreadable,unreadable,low,,java,4,1,1.0,5.0,Code,31bb516bac5843a16987ad27d8becd1f97ae1e3b38ca687ae9395e324d491e43,ea2a72cdac16d7b329c687e0aa90f79c092b30b0bc80c24c26e46ae18622db37,,,,"{""source_key"": NaN, ""source_path"": NaN, ""source_row_index"": 20, ""original_snippet_id"": ""22""}",,,20
rq0_0021,23,Buse,"protected
void printFailures (Result result)
{
if (result.getFailureCount ()
3
return;
if (result.getFailureCount ()
S=
1)
5
getWriter() .println( ""There was
result.getFai
lureCount ( )
failure:
6
') ;
7
else
getWriter() .println( ""There
result.getFa
were
ilureCount ( )
failures:
')",3.933884297520661,1.0323104265288996,0.8355263157894736,readable,readable,high,,java,7,1,1.0,5.0,Code,ca2d71912697aabbf4db16dc5f8a3459aca8fe0bc62d2b65d103b8e0dffee0e6,930c43ccf59488ca92bce9a187ee72208b6b1994de021ad63a98f6bcf20126aa,,,,"{""source_key"": NaN, ""source_path"": NaN, ""source_row_index"": 21, ""original_snippet_id"": ""23""}",,,21
rq0_0022,24,Buse,"public
static long getNormalisedTime(long t)
{
3
synchronized
(tempCalDefault)
{
setTimeInMillis(tempCalDefault
t);
5
resetToTime
tempCalDefault) ;
6
getTimeInMillis(tempCalDefault) ;
7
return",3.479338842975207,0.3080570735524975,0.6546052631578948,readable,discard,mid,,java,5,1,1.0,5.0,Code,aab3cdbee72eda4d85545ceb1c88ddf6f411b94d64ea6a86d8028bbeb4e5f953,94f2839ef825650723f08ed2ca92572119e9b6f95f5ea1fa72d49a569a3fe7e7,,,,"{""source_key"": NaN, ""source_path"": NaN, ""source_row_index"": 22, ""original_snippet_id"": ""24""}",,,22
rq0_0023,25,Buse,"public boolean
check(Unit
PathNode
p)
{
U,
if
(p.getTile() .getSettlement ()
null
&6
3
1=
getTile()  getSettlement() .getowner()
pla
E=
yer
getTile()  getSettlement()
5
&G
I=
in
p .
Settlement)
6
getTile() getSettlement
7
Settlement
p .
(;
int
turns
p.getTurns() ;
10
destinations
add
ChoiceItem(s
toStri
new
11
ng ( )
turns
"") ""
s) ) ;",2.0991735537190084,-1.891039470939489,0.1052631578947368,unreadable,unreadable,low,,java,6,1,1.0,5.0,Code,a045be0b449abb83f2b1447bc9a602b41aeafa707206ba527bf89c06ddd82298,563e429bfa6c7afac8e21c376230d9bb995280f4e0cc403742290b28610941ba,,,,"{""source_key"": NaN, ""source_path"": NaN, ""source_row_index"": 23, ""original_snippet_id"": ""25""}",,,23
rq0_0024,26,Buse,"if
(bufpos
1)
len)
3=
System arraycopy (buffer ,
bufpos
len
3
1,
ret ,
0 _
en) ;
else
5
System arraycopy (buffer ,
bufsize
(Len
bufpos
6
7
) _
ret ,
len
bu
fpos
10
);
12
System arraycopy(buffer ,
0 _
ret ,
len
bufpos
1,
1) ;
ufpos",2.3884297520661155,-1.4301509735908695,0.2203947368421051,unreadable,unreadable,low,,java,7,1,1.0,5.0,Code,1253f6f4de763ec094f492bcfd71fc2757794eda94399fc0723a53a67aa24b22,3e753c80b4f4d4e6e2b21af37cdd6f5b29493e4d6dac9ebb2576581042206de4,,,,"{""source_key"": NaN, ""source_path"": NaN, ""source_row_index"": 24, ""original_snippet_id"": ""26""}",,,24
rq0_0025,27,Buse,"1**
Compute
proper position
for
window
3
the
centered
private Point comuteDisplayPointCentre(Dimension dim)
5
Dimension
screen
Toolkit getDefaultToolkit() .getSc
reenSize() ;
6
7
int
(screen.width
dim.width)
2;
height
dim.height)
1 2;
int
screen",3.7520661157024793,0.7426090853383388,0.763157894736842,readable,readable,high,,java,4,1,1.0,5.0,Code,593ba0b39ffe4c914628971e32730df56e4b56e0f7574db7e511ba8889ce589e,8a881bb934c668bf0222535aa41acd68d41a8cb0b4eae18e7dd4fbacd6ec0675,,,,"{""source_key"": NaN, ""source_path"": NaN, ""source_row_index"": 25, ""original_snippet_id"": ""27""}",,,25
rq0_0026,28,Buse,"public
void
filter(Filter filter)
throws NoTestsRemainEx
ception
3
for
(Iterator-Runner>
iter=
fRunners.iterator() ;
ite
hasNext ( ) ; )
5
Runner
runner=
iter.next () ;
if
(filter.shouldRun
getDescription() ) )
6
runner
7
filter apply
runner)
else
iter.remove() ;",2.8677685950413223,-0.6663928922702992,0.4111842105263157,unreadable,unreadable,low,,java,7,1,1.0,5.0,Code,0acc386c08d6f5ebf4e3adb501282b50531e8f402f5af3bd587eb08d53f122ad,c7d0c6f26491dffa4c6ef1bdef7171032b6a81ea97f875996970dd091c5f9d14,,,,"{""source_key"": NaN, ""source_path"": NaN, ""source_row_index"": 26, ""original_snippet_id"": ""28""}",,,26
rq0_0027,29,Buse,"boolean
hasReturnValue;
2
3
outlen
parameters.length;
offset
0;",3.9421487603305785,1.045478669310289,0.8388157894736842,readable,readable,high,,java,3,1,1.0,5.0,Code,7f8246462de5a18fb9c2ab736a0d6ee438ae377534fdd42411ac734f2e095e28,33b589d6e298efd7a390db9d9430febd1193457db230429272b45a5d1b5ff21c,,,,"{""source_key"": NaN, ""source_path"": NaN, ""source_row_index"": 27, ""original_snippet_id"": ""29""}",,,27
rq0_0028,30,Buse,"7**
Sets
currently
<code-MapTransform</code>
3
the
chosen
@param mt
The
transform that
should
be applied
to
<code-Tile</code>
clicked
that
is
on
the map
5
pub
lic
void setMapTransform(MapTransform mt)
6
7
curren
tMapTransform
mt
MapControlsAction
(MapControlsAction)
freeColc
mca
lient .getActionManager()  getFreeColAction(MapControl
9
10
SAction.ID)
12
if
(mca.getMapControls ()
!= null)
{
getMapControls( ) .update(mt) ;
mca",2.793388429752066,-0.7849070773028014,0.381578947368421,unreadable,unreadable,low,,java,5,1,1.0,5.0,Code,10186771c173d4edbd0bdb624d4f2ddd835af2d635c6e997c83f6a3a26c455cc,9e2558b577d33a64dbc8fb1e855252be957a2c07b03c9ef39fcb25b1166761a7,,,,"{""source_key"": NaN, ""source_path"": NaN, ""source_row_index"": 28, ""original_snippet_id"": ""30""}",,,28
rq0_0029,31,Buse,"if
(iterateOverMe instanceof String)
3
return
createEnumeration( ( (String) iterateOve
rMe) . toCharArray () ) ;
5
if
(iterateOverMe
instanceof StringBuffer)
6
7
return
createEnumeration (
iterateOverMe
toString() . toCharArray () )
38
IllegalArgumentException(
throw
new
Cannot
enumerate object
of
type
+iterateov
erMe.getclass() ) ;",3.2644628099173554,-0.0343172387636203,0.569078947368421,unreadable,discard,mid,,java,7,1,1.0,5.0,Code,4444f095b0483bc817bb5c28e7d6031a6e00982b94ec63194aa6880ea5060947,1b910d28f7d2e1881744956417711fca263fef14f100a4902e4c4da8819ec153,,,,"{""source_key"": NaN, ""source_path"": NaN, ""source_row_index"": 29, ""original_snippet_id"": ""31""}",,,29
rq0_0030,32,Buse,"1**
Constructs
new Date object,
initialized With the
2
curr
3
ent
date
5
public Date()
Calendar mCalendar
Calendar.getInstance ( ) ;
6
7
mYear
mCalendar
get
(Calendar. YEAR) ;
mMonth
mCalendar.get (Calendar.MONTH)
1;",4.223140495867769,1.4931989238775203,0.950657894736842,readable,readable,high,,java,4,1,1.0,5.0,Code,8310aff1dbf142570e42f17cbdcaa3ab9d5733372867011bc0c461ee5af7a492,801573a45b3ef7d88098a074c158a62c2c0041eda951118e3cc74fadec0a2cee,,,,"{""source_key"": NaN, ""source_path"": NaN, ""source_row_index"": 30, ""original_snippet_id"": ""32""}",,,30
rq0_0031,33,Buse,"1**
@param contextLength
the maximum length
for
<code
3
>expected</code>
and
<codezactual</code>
When
cont
extLength
5
is exceeded
the Strings
are shortened
the expected
value
6
@param
expected
string
7
@param
actual
the
actual string
value
9
public ComparisonCompactor
int contextLength ,
String
10
expected, String actual)
12
fContextLength= contextLength;
fExpected= expected;
13
fActual= actual;",4.016528925619835,1.163992854342792,0.868421052631579,readable,readable,high,,java,4,1,1.0,5.0,Code,1ea24a4d3bb0024232e16d3949959848120a7619ebe2b58df3734e05d8a60803,04ff40daa24cc0fbfc5b7e2ffa9197b63971cb2300ff5180dc7e3d7439afa74e,,,,"{""source_key"": NaN, ""source_path"": NaN, ""source_row_index"": 31, ""original_snippet_id"": ""33""}",,,31
rq0_0032,34,Buse,"case CompiledStatement.DELETE
executeDeleteStatement (cs) ;
3
return
case CompiledStatement . CALL
5
return executeCallStatement (cs) ;
6
7
case CompiledStatement
DDL
return executeDDLStatement (cs)",4.347107438016529,1.690722565598357,1.0,readable,readable,high,,java,6,1,1.0,5.0,Code,6ce4915c078b0364dd33a78b77a00a725d8aee32a8c320f507b21b4b93cd0ff7,034689ffba0de6ca8f516503fae6209b7a8ebda6c7f09f1ac26b38f8c06920f7,,,,"{""source_key"": NaN, ""source_path"": NaN, ""source_row_index"": 32, ""original_snippet_id"": ""34""}",,,32
rq0_0033,35,Buse,"7**
Creates
new <code-DisbandUnitAction</code>
3
freeColclient
The
controller object
for
@param
main
5
he
client
6
7
DisbandUnitAction(FreeColClient freeColClient)
super(freeColClient
unit.state.8""
null,
KeyStroke
9
getKeyStroke(
D '
0) ) ;
10
putValue
BUTTON
IMAGE
freeColClient.getImageLibrary
1
()   getUnitButtonImageIcon( ImageLibrary.UNIT_BUTTON_D
ISBAND_
putValue(BUTTON_ROLLOVER
IMAGE
freeColClient.getIma
geLibrary() .getUnitButtonImageIcon
16
ImageLibrary. UNIT_BUTTON_DISBAND
1) ) ;",2.008264462809917,-2.0358901415347703,0.0690789473684209,unreadable,unreadable,low,,java,6,1,1.0,5.0,Code,732fb5862774f7d2cd6417f0dfae0ae500f891fb7e1771650e0b47d4adccc157,101afa6c3b7577a5e2789afa3081e1799990bfb5540c1fcc40a51386aac7e184,,,,"{""source_key"": NaN, ""source_path"": NaN, ""source_row_index"": 33, ""original_snippet_id"": ""35""}",,,33
rq0_0034,36,Buse,";
Class
clas
object.getClass() ;
Field
field
Reflect
resolveJavaField(
clas_
name
false/*onlyStatic*/
) ;
if
field
null
1=
5
return
new Variable(
field.getType( ) ,
new LHS( object,
field
6
name
) ;",2.5454545454545454,-1.1799543607444758,0.2828947368421052,unreadable,unreadable,low,,java,6,1,1.0,5.0,Code,cfc0bb340b826f014a476bd545645eef209946b87e1993937e2ce5ad3e8810da,af9f9e23ad1f1411f1e7e12107d65f81f2feb3f86fde52e877c3d607e38aa4a4,,,,"{""source_key"": NaN, ""source_path"": NaN, ""source_row_index"": 34, ""original_snippet_id"": ""36""}",,,34
rq0_0035,37,Buse,"for(AbstractPluginProgramFormating config
mConfigs)
2
3
if(config
1=
null
&& config.isValid() )
list.add
ProgramReceiveTarget (this
config.getNa
new
5
me( ) >
config.getId() ) ) ;
6
7
if(list.isEmpty() )
list
add
ProgramReceiveTarget (this_
DEFAULT CONFIG
new
9
getName() =
DEFAULT_CONFIG.getId( ) ) ) ;
10
12
return
list.toArray(new ProgramReceiveTarget[list.size( )
1);",2.5785123966942147,-1.127281389618919,0.2960526315789472,unreadable,unreadable,low,,java,6,1,1.0,5.0,Code,f12fd5cacee84493c579415cff706b1929ff3bf56037c61bb6170923b74463dc,cec6834f025dc1648a953f700076624bdab3496faa8ae69f947fdd572ca51990,,,,"{""source_key"": NaN, ""source_path"": NaN, ""source_row_index"": 35, ""original_snippet_id"": ""37""}",,,35
rq0_0036,38,Buse,"Class<?
extends Throwable> expectedException (Method
meth
3
od )
Test
annotation= method. getAnnotation(Test.class) ;
if (annotation.expected ( )
None. class)
5
return
null;
else
6
7
return
annotation.expected( ) ;",2.7768595041322315,-0.8112435628655795,0.375,unreadable,unreadable,low,,java,6,1,1.0,5.0,Code,41631da949f9236d706c857741093f54d1b1ab28fcc38f8d866d34af5bc2b262,30299fafd38b3bb463b8f55dc5d1fb6726a734a9ba1826df8d66ee0f6af9a535,,,,"{""source_key"": NaN, ""source_path"": NaN, ""source_row_index"": 36, ""original_snippet_id"": ""38""}",,,36
rq0_0037,39,Buse,";
row [ 1]
ns. getCatalogName
row [0] )
row [ 2]
equals(defschema
Boolean
TRUE
schema
Boolean
FALS
E;
5
insertSys
6
row )",2.9669421487603307,-0.5083739788936292,0.4506578947368421,unreadable,discard,mid,,java,4,1,1.0,5.0,Code,4816e01c8c9998459b3939956b0cb4e68fb6fcf28c5d652612d43c881a4798af,26e53efc76fe72b05b63d8a1791a0119fd617cae900a718854cc5101b850d948,,,,"{""source_key"": NaN, ""source_path"": NaN, ""source_row_index"": 37, ""original_snippet_id"": ""39""}",,,37
rq0_0038,40,Buse,"7**
Handles
deliverGift""
3
an
request _
@param element
The
element
(root
element
DOM-par
in
5
sed
XML
tree)
that
holds
all
the
information.
6
7
private Element
deliverGift (Element element)
Message.getChildElement (elemen
9
Element
unitElement
%
Unit.getXMLElementTagName( ) ) _
t,
Unit
unit
(Unit) getGame( ) . getFreeColGameObject
un
13
itElement getAttribute(""ID"") ) ;
14
unit
readFromXMLElement (unitElement) ;",2.909090909090909,-0.6005516783633533,0.4276315789473684,unreadable,unreadable,low,,java,4,1,1.0,5.0,Code,bce5f5e2638939a91dc0a9800025114a6295c74bdd4382e0cbb93cb4d9cd4515,9cb494f6a30cc4e4cda8812e94fc1729fa6da5eeed67067a8c067e7466fc07f4,,,,"{""source_key"": NaN, ""source_path"": NaN, ""source_row_index"": 38, ""original_snippet_id"": ""40""}",,,38
rq0_0039,41,Buse,"switch ((Jj_ntk-=-1)2jj_ntk():Jj_ntk)
case EQ:
3
jj_consume
token (EQ) ;
break;
5
case NE
token (NE) ;
6
jj_consume",2.4214876033057853,-1.3774780024653124,0.2335526315789473,unreadable,unreadable,low,,java,6,1,1.0,5.0,Code,118d1b09c364959671332df9c84e1412331096b58775f1b5a942134733bd41a5,6069094bf026ac415b5528236a8d323229ce25f172484c23c0ded84ad033582d,,,,"{""source_key"": NaN, ""source_path"": NaN, ""source_row_index"": 39, ""original_snippet_id"": ""41""}",,,39
