pair_id,snippet_id_a,snippet_id_b,dataset_a,dataset_b,difficulty,human_score_z_a,human_score_z_b,abs_human_score_gap,gold_preference,rf_score_a,rf_score_b,rf_pred_preference,rf_correct,rf_margin_raw,rf_margin_abs,rf_margin_percentile,vlm_condition,vlm_ab_choice,vlm_ba_choice,vlm_parsed_ab,vlm_parsed_ba,vlm_strict_swap_valid,vlm_pred_preference,vlm_correct,vlm_parse_failure,image_a_path,image_b_path,outcome_group
full_rq0_seed42__rq0_0001__rq0_0276,rq0_0001,rq0_0276,Buse,Scalabrino,easy,0.7294408425569501,-1.2764043601084811,2.005845202665431,rq0_0001,0.487849598247517,-0.5720995327290442,rq0_0001,True,1.0599491309765612,1.0599491309765612,0.939,OpenGVLab/InternVL3-8B / combined_labeled_text_plus_image / promptB,FINAL_VERDICT: B,FINAL_VERDICT: A,B,A,True,rq0_0276,False,0,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0001.png,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0276.png,RF_correct__VLM_wrong
full_rq0_seed42__rq0_0001__rq0_0311,rq0_0001,rq0_0311,Buse,Scalabrino,easy,0.7294408425569501,-1.094897318074706,1.824338160631656,rq0_0001,0.487849598247517,-0.5748245484705418,rq0_0001,True,1.0626741467180587,1.0626741467180587,0.9393333333333334,OpenGVLab/InternVL3-8B / combined_labeled_text_plus_image / promptB,FINAL_VERDICT: B,FINAL_VERDICT: A,B,A,True,rq0_0311,False,0,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0001.png,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0311.png,RF_correct__VLM_wrong
full_rq0_seed42__rq0_0002__rq0_0082,rq0_0002,rq0_0082,Buse,Buse,easy,-0.9429259906794712,1.045478669310289,1.98840465998976,rq0_0082,-0.704164345846946,-0.1359793553777385,rq0_0082,True,-0.5681849904692075,0.5681849904692075,0.653,OpenGVLab/InternVL3-8B / combined_labeled_text_plus_image / promptB,FINAL_VERDICT: B,FINAL_VERDICT: A,B,A,True,rq0_0082,True,0,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0002.png,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0082.png,RF_correct__VLM_correct
full_rq0_seed42__rq0_0002__rq0_0107,rq0_0002,rq0_0107,Buse,Dorn,easy,-0.9429259906794712,0.2782772124968096,1.2212032031762807,rq0_0107,-0.704164345846946,0.3219441867845217,rq0_0107,True,-1.0261085326314676,1.0261085326314676,0.9286666666666666,OpenGVLab/InternVL3-8B / combined_labeled_text_plus_image / promptB,FINAL_VERDICT: B,FINAL_VERDICT: B,B,B,False,,False,0,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0002.png,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0107.png,RF_correct__VLM_invalid
full_rq0_seed42__rq0_0002__rq0_0134,rq0_0002,rq0_0134,Buse,Dorn,easy,-0.9429259906794712,0.0953443785442435,1.0382703692237147,rq0_0134,-0.704164345846946,0.5571022133990612,rq0_0134,True,-1.2612665592460073,1.2612665592460073,0.9786666666666667,OpenGVLab/InternVL3-8B / combined_labeled_text_plus_image / promptB,FINAL_VERDICT: A,FINAL_VERDICT: B,A,B,True,rq0_0002,False,0,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0002.png,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0134.png,RF_correct__VLM_wrong
full_rq0_seed42__rq0_0002__rq0_0216,rq0_0002,rq0_0216,Buse,Scalabrino,easy,-0.9429259906794712,0.5386660602292682,1.4815920509087397,rq0_0216,-0.704164345846946,0.011427929004552,rq0_0216,True,-0.715592274851498,0.715592274851498,0.7693333333333333,OpenGVLab/InternVL3-8B / combined_labeled_text_plus_image / promptB,FINAL_VERDICT: B,FINAL_VERDICT: B,B,B,False,,False,0,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0002.png,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0216.png,RF_correct__VLM_invalid
full_rq0_seed42__rq0_0002__rq0_0255,rq0_0002,rq0_0255,Buse,Scalabrino,easy,-0.9429259906794712,0.3571590181954932,1.3000850088749645,rq0_0255,-0.704164345846946,0.4532373824642139,rq0_0255,True,-1.15740172831116,1.15740172831116,0.9626666666666667,OpenGVLab/InternVL3-8B / combined_labeled_text_plus_image / promptB,FINAL_VERDICT: B,FINAL_VERDICT: A,B,A,True,rq0_0255,True,0,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0002.png,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0255.png,RF_correct__VLM_correct
full_rq0_seed42__rq0_0002__rq0_0282,rq0_0002,rq0_0282,Buse,Scalabrino,easy,-0.9429259906794712,1.990722396499468,2.9336483871789394,rq0_0282,-0.704164345846946,-0.614277546852658,rq0_0282,True,-0.08988679899428798,0.08988679899428798,0.11833333333333333,OpenGVLab/InternVL3-8B / combined_labeled_text_plus_image / promptB,FINAL_VERDICT: B,FINAL_VERDICT: B,B,B,False,,False,0,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0002.png,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0282.png,RF_correct__VLM_invalid
full_rq0_seed42__rq0_0003__rq0_0077,rq0_0003,rq0_0077,Buse,Buse,easy,1.1903293399055694,0.0973651890502713,1.092964150855298,rq0_0003,0.3389012147631181,0.2446541151517985,rq0_0003,True,0.09424709961131958,0.09424709961131958,0.124,OpenGVLab/InternVL3-8B / combined_labeled_text_plus_image / promptB,FINAL_VERDICT: B,FINAL_VERDICT: A,B,A,True,rq0_0077,False,0,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0003.png,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0077.png,RF_correct__VLM_wrong
full_rq0_seed42__rq0_0003__rq0_0111,rq0_0003,rq0_0111,Buse,Dorn,easy,1.1903293399055694,-2.949200914026875,4.139530253932445,rq0_0003,0.3389012147631181,0.3268679121973262,rq0_0003,True,0.012033302565791881,0.012033302565791881,0.015,OpenGVLab/InternVL3-8B / combined_labeled_text_plus_image / promptB,FINAL_VERDICT: B,FINAL_VERDICT: B,B,B,False,,False,0,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0003.png,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0111.png,RF_correct__VLM_invalid
full_rq0_seed42__rq0_0003__rq0_0269,rq0_0003,rq0_0269,Buse,Scalabrino,easy,1.1903293399055694,-0.187362107905831,1.3776914478114004,rq0_0003,0.3389012147631181,0.0192390867912472,rq0_0003,True,0.3196621279718709,0.3196621279718709,0.3923333333333333,OpenGVLab/InternVL3-8B / combined_labeled_text_plus_image / promptB,FINAL_VERDICT: B,FINAL_VERDICT: B,B,B,False,,False,0,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0003.png,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0269.png,RF_correct__VLM_invalid
full_rq0_seed42__rq0_0004__rq0_0077,rq0_0004,rq0_0077,Buse,Buse,easy,1.4405259527519627,0.0973651890502713,1.3431607637016914,rq0_0004,0.4536382252876729,0.2446541151517985,rq0_0004,True,0.2089841101358744,0.2089841101358744,0.263,OpenGVLab/InternVL3-8B / combined_labeled_text_plus_image / promptB,FINAL_VERDICT: B,FINAL_VERDICT: A,B,A,True,rq0_0077,False,0,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0004.png,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0077.png,RF_correct__VLM_wrong
full_rq0_seed42__rq0_0004__rq0_0085,rq0_0004,rq0_0085,Buse,Buse,easy,1.4405259527519627,-0.6532246494889097,2.0937506022408723,rq0_0004,0.4536382252876729,-0.5256916092919126,rq0_0004,True,0.9793298345795856,0.9793298345795856,0.9073333333333333,OpenGVLab/InternVL3-8B / combined_labeled_text_plus_image / promptB,FINAL_VERDICT: A,FINAL_VERDICT: B,A,B,True,rq0_0004,True,0,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0004.png,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0085.png,RF_correct__VLM_correct
full_rq0_seed42__rq0_0004__rq0_0088,rq0_0004,rq0_0088,Buse,Buse,easy,1.4405259527519627,0.11053343183166,1.3299925209203027,rq0_0004,0.4536382252876729,-0.5407218179834047,rq0_0004,True,0.9943600432710775,0.9943600432710775,0.913,OpenGVLab/InternVL3-8B / combined_labeled_text_plus_image / promptB,FINAL_VERDICT: B,FINAL_VERDICT: B,B,B,False,,False,0,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0004.png,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0088.png,RF_correct__VLM_invalid
full_rq0_seed42__rq0_0004__rq0_0129,rq0_0004,rq0_0129,Buse,Dorn,easy,1.4405259527519627,0.1363526745052059,1.3041732782467568,rq0_0004,0.4536382252876729,-0.2833171427623805,rq0_0004,True,0.7369553680500533,0.7369553680500533,0.7826666666666666,OpenGVLab/InternVL3-8B / combined_labeled_text_plus_image / promptB,FINAL_VERDICT: B,FINAL_VERDICT: B,B,B,False,,False,0,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0004.png,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0129.png,RF_correct__VLM_invalid
full_rq0_seed42__rq0_0004__rq0_0162,rq0_0004,rq0_0162,Buse,Dorn,easy,1.4405259527519627,-0.1644681581344376,1.6049941108864003,rq0_0004,0.4536382252876729,0.2717985110483595,rq0_0004,True,0.1818397142393134,0.1818397142393134,0.22633333333333333,OpenGVLab/InternVL3-8B / combined_labeled_text_plus_image / promptB,FINAL_VERDICT: B,FINAL_VERDICT: B,B,B,False,,False,0,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0004.png,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0162.png,RF_correct__VLM_invalid
full_rq0_seed42__rq0_0004__rq0_0299,rq0_0004,rq0_0299,Buse,Scalabrino,easy,1.4405259527519627,0.3571590181954932,1.0833669345564694,rq0_0004,0.4536382252876729,-0.4222204803288537,rq0_0004,True,0.8758587056165266,0.8758587056165266,0.8613333333333333,OpenGVLab/InternVL3-8B / combined_labeled_text_plus_image / promptB,FINAL_VERDICT: B,FINAL_VERDICT: B,B,B,False,,False,0,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0004.png,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0299.png,RF_correct__VLM_invalid
full_rq0_seed42__rq0_0005__rq0_0022,rq0_0005,rq0_0022,Buse,Buse,easy,-1.7461888003442083,0.3080570735524975,2.054245873896706,rq0_0022,0.3188995600386421,0.5119220851571297,rq0_0022,True,-0.19302252511848755,0.19302252511848755,0.24433333333333335,OpenGVLab/InternVL3-8B / combined_labeled_text_plus_image / promptB,FINAL_VERDICT: B,FINAL_VERDICT: B,B,B,False,,False,0,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0005.png,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0022.png,RF_correct__VLM_invalid
full_rq0_seed42__rq0_0005__rq0_0042,rq0_0005,rq0_0042,Buse,Buse,easy,-1.7461888003442083,1.256170553812516,3.0023593541567246,rq0_0042,0.3188995600386421,0.2951440339175084,rq0_0005,False,0.02375552612113374,0.02375552612113374,0.030333333333333334,OpenGVLab/InternVL3-8B / combined_labeled_text_plus_image / promptB,FINAL_VERDICT: B,FINAL_VERDICT: B,B,B,False,,False,0,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0005.png,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0042.png,RF_wrong__VLM_invalid
full_rq0_seed42__rq0_0005__rq0_0049,rq0_0005,rq0_0049,Buse,Buse,easy,-1.7461888003442083,1.00597394096612,2.752162741310328,rq0_0049,0.3188995600386421,0.4888689183982516,rq0_0049,True,-0.16996935835960947,0.16996935835960947,0.21366666666666667,OpenGVLab/InternVL3-8B / combined_labeled_text_plus_image / promptB,FINAL_VERDICT: B,FINAL_VERDICT: B,B,B,False,,False,0,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0005.png,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0049.png,RF_correct__VLM_invalid
full_rq0_seed42__rq0_0005__rq0_0080,rq0_0005,rq0_0080,Buse,Buse,easy,-1.7461888003442083,1.1376563687800132,2.8838451691242213,rq0_0080,0.3188995600386421,0.4171945408022907,rq0_0080,True,-0.09829498076364857,0.09829498076364857,0.127,OpenGVLab/InternVL3-8B / combined_labeled_text_plus_image / promptB,FINAL_VERDICT: B,FINAL_VERDICT: A,B,A,True,rq0_0080,True,0,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0005.png,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0080.png,RF_correct__VLM_correct
full_rq0_seed42__rq0_0005__rq0_0113,rq0_0005,rq0_0113,Buse,Dorn,easy,-1.7461888003442083,-0.3875774668652065,1.3586113334790018,rq0_0113,0.3188995600386421,-0.3353994695563772,rq0_0005,False,0.6542990295950193,0.6542990295950193,0.7173333333333334,OpenGVLab/InternVL3-8B / combined_labeled_text_plus_image / promptB,FINAL_VERDICT: B,FINAL_VERDICT: A,B,A,True,rq0_0113,True,0,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0005.png,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0113.png,RF_wrong__VLM_correct
full_rq0_seed42__rq0_0005__rq0_0130,rq0_0005,rq0_0130,Buse,Dorn,easy,-1.7461888003442083,-0.6158448265831262,1.130343973761082,rq0_0130,0.3188995600386421,0.3465594803185227,rq0_0130,True,-0.027659920279880568,0.027659920279880568,0.035666666666666666,OpenGVLab/InternVL3-8B / combined_labeled_text_plus_image / promptB,FINAL_VERDICT: B,FINAL_VERDICT: A,B,A,True,rq0_0130,True,0,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0005.png,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0130.png,RF_correct__VLM_correct
full_rq0_seed42__rq0_0005__rq0_0136,rq0_0005,rq0_0136,Buse,Dorn,easy,-1.7461888003442083,0.2228713018826735,1.9690601022268817,rq0_0136,0.3188995600386421,-0.0758213218546816,rq0_0005,False,0.3947208818933237,0.3947208818933237,0.4706666666666667,OpenGVLab/InternVL3-8B / combined_labeled_text_plus_image / promptB,FINAL_VERDICT: B,FINAL_VERDICT: A,B,A,True,rq0_0136,True,0,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0005.png,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0136.png,RF_wrong__VLM_correct
full_rq0_seed42__rq0_0005__rq0_0160,rq0_0005,rq0_0160,Buse,Dorn,easy,-1.7461888003442083,-0.031746828936551,1.7144419714076573,rq0_0160,0.3188995600386421,-0.0653620243446821,rq0_0005,False,0.3842615843833242,0.3842615843833242,0.461,OpenGVLab/InternVL3-8B / combined_labeled_text_plus_image / promptB,FINAL_VERDICT: B,FINAL_VERDICT: A,B,A,True,rq0_0160,True,0,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0005.png,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0160.png,RF_wrong__VLM_correct
full_rq0_seed42__rq0_0005__rq0_0204,rq0_0005,rq0_0204,Buse,Scalabrino,easy,-1.7461888003442083,0.5386660602292682,2.2848548605734766,rq0_0204,0.3188995600386421,-0.163450016982832,rq0_0005,False,0.48234957702147413,0.48234957702147413,0.5676666666666667,OpenGVLab/InternVL3-8B / combined_labeled_text_plus_image / promptB,FINAL_VERDICT: B,FINAL_VERDICT: A,B,A,True,rq0_0204,True,0,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0005.png,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0204.png,RF_wrong__VLM_correct
full_rq0_seed42__rq0_0005__rq0_0216,rq0_0005,rq0_0216,Buse,Scalabrino,easy,-1.7461888003442083,0.5386660602292682,2.2848548605734766,rq0_0216,0.3188995600386421,0.011427929004552,rq0_0005,False,0.30747163103409014,0.30747163103409014,0.377,OpenGVLab/InternVL3-8B / combined_labeled_text_plus_image / promptB,FINAL_VERDICT: B,FINAL_VERDICT: A,B,A,True,rq0_0216,True,0,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0005.png,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0216.png,RF_wrong__VLM_correct
full_rq0_seed42__rq0_0005__rq0_0246,rq0_0005,rq0_0246,Buse,Scalabrino,easy,-1.7461888003442083,1.6277083124319185,3.3738971127761266,rq0_0246,0.3188995600386421,0.5822448021656732,rq0_0246,True,-0.2633452421270311,0.2633452421270311,0.3283333333333333,OpenGVLab/InternVL3-8B / combined_labeled_text_plus_image / promptB,FINAL_VERDICT: B,FINAL_VERDICT: A,B,A,True,rq0_0246,True,0,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0005.png,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0246.png,RF_correct__VLM_correct
full_rq0_seed42__rq0_0005__rq0_0300,rq0_0005,rq0_0300,Buse,Scalabrino,easy,-1.7461888003442083,-0.0058550658720567,1.7403337344721517,rq0_0300,0.3188995600386421,-0.3189349618657974,rq0_0005,False,0.6378345219044395,0.6378345219044395,0.706,OpenGVLab/InternVL3-8B / combined_labeled_text_plus_image / promptB,FINAL_VERDICT: B,FINAL_VERDICT: A,B,A,True,rq0_0300,True,0,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0005.png,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0300.png,RF_wrong__VLM_correct
full_rq0_seed42__rq0_0006__rq0_0020,rq0_0006,rq0_0020,Buse,Buse,easy,0.545085443617502,-0.8770847767725254,1.4221702203900275,rq0_0006,0.6548721529909447,0.1292491455889986,rq0_0006,True,0.5256230074019461,0.5256230074019461,0.6126666666666667,OpenGVLab/InternVL3-8B / combined_labeled_text_plus_image / promptB,FINAL_VERDICT: B,FINAL_VERDICT: A,B,A,True,rq0_0020,False,0,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0006.png,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0020.png,RF_correct__VLM_wrong
full_rq0_seed42__rq0_0006__rq0_0039,rq0_0006,rq0_0039,Buse,Buse,easy,0.545085443617502,-1.3774780024653124,1.9225634460828145,rq0_0006,0.6548721529909447,0.511141593239178,rq0_0006,True,0.14373055975176674,0.14373055975176674,0.18233333333333332,OpenGVLab/InternVL3-8B / combined_labeled_text_plus_image / promptB,FINAL_VERDICT: B,FINAL_VERDICT: B,B,B,False,,False,0,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0006.png,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0039.png,RF_correct__VLM_invalid
full_rq0_seed42__rq0_0006__rq0_0075,rq0_0006,rq0_0075,Buse,Buse,easy,0.545085443617502,-0.8902530195539149,1.435338463171417,rq0_0006,0.6548721529909447,-0.7107491604024437,rq0_0006,True,1.3656213133933885,1.3656213133933885,0.9863333333333333,OpenGVLab/InternVL3-8B / combined_labeled_text_plus_image / promptB,FINAL_VERDICT: B,FINAL_VERDICT: B,B,B,False,,False,0,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0006.png,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0075.png,RF_correct__VLM_invalid
full_rq0_seed42__rq0_0006__rq0_0120,rq0_0006,rq0_0120,Buse,Dorn,easy,0.545085443617502,1.8349727680606496,1.2898873244431477,rq0_0120,0.6548721529909447,0.5025321152995762,rq0_0006,False,0.1523400376913685,0.1523400376913685,0.19466666666666665,OpenGVLab/InternVL3-8B / combined_labeled_text_plus_image / promptB,FINAL_VERDICT: B,FINAL_VERDICT: B,B,B,False,,False,0,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0006.png,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0120.png,RF_wrong__VLM_invalid
full_rq0_seed42__rq0_0007__rq0_0078,rq0_0007,rq0_0078,Buse,Buse,easy,-0.6795611350516886,1.3746847388450176,2.054245873896706,rq0_0078,-0.1932345995589131,0.5658942933189717,rq0_0078,True,-0.7591288928778848,0.7591288928778848,0.798,OpenGVLab/InternVL3-8B / combined_labeled_text_plus_image / promptB,FINAL_VERDICT: B,FINAL_VERDICT: A,B,A,True,rq0_0078,True,0,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0007.png,/ANON/experiment_root/experiments/rq0_viability/data/rendered/default/rq0_0078.png,RF_correct__VLM_correct
